META; english/non-league/national-league/dagenham-redbridge-v-forest-green; 2017-03-05 00:23:27 GMT+2; 2017-03-11 15:00; e70300-dr003
Draw; 12/5; 23/10; 23/10; ; 12/5; ; 12/5; ; 12/5; ; 9/4; 23/10; ; ; ; ; 9/4; ; 9/4; 9/4; ; ; 9/4; ; ; ; ; 
META; english/non-league/national-league/dagenham-redbridge-v-forest-green; 2017-03-06 00:22:19 GMT+2; 2017-03-11 15:00; e70300-dr003
Forest Green; 6/4; 11/8; 6/4; ; 6/4; ; 6/4; ; 6/4; ; 29/20; 11/8; ; ; ; 16/11; 16/11; ; 6/4; 16/11; ; ; 6/4; ; ; ; ; 
Dagenham & Redbridge; 17/10; 17/10; 33/20; ; 17/10; ; 7/4; ; 13/8; ; 33/20; 8/5; ; ; ; 7/4; 8/5; ; 13/8; 8/5; ; ; 28/17; ; ; ; ; 
Draw; 12/5; 23/10; 23/10; ; 12/5; ; 12/5; ; 12/5; ; 9/4; 23/10; ; ; ; 12/5; 9/4; ; 9/4; 9/4; ; ; 9/4; ; ; ; ; 
META; english/non-league/national-league/dagenham-redbridge-v-forest-green; 2017-03-06 04:22:04 GMT+2; 2017-03-11 15:00; e70300-dr003
Forest Green; 6/4; 11/8; 6/4; ; 6/4; ; 6/4; ; 6/4; ; 29/20; 11/8; ; ; ; 16/11; 16/11; ; 6/4; 16/11; ; ; 6/4; ; ; ; ; 
Dagenham & Redbridge; 17/10; 17/10; 33/20; ; 17/10; ; 7/4; ; 13/8; ; 33/20; 8/5; ; ; ; 7/4; 8/5; ; 13/8; 8/5; ; ; 28/17; ; ; ; ; 
Draw; 12/5; 23/10; 23/10; ; 12/5; ; 12/5; ; 12/5; ; 9/4; 23/10; ; ; ; 12/5; 9/4; ; 9/4; 9/4; ; ; 9/4; ; ; ; ; 
META; english/non-league/national-league/dagenham-redbridge-v-forest-green; 2017-03-06 08:22:24 GMT+2; 2017-03-11 15:00; e70300-dr003
Forest Green; 6/4; 11/8; 6/4; ; 6/4; ; 6/4; ; 6/4; ; 29/20; 11/8; ; ; ; 16/11; 16/11; ; 6/4; 16/11; ; ; 6/4; ; ; ; ; 
Dagenham & Redbridge; 17/10; 17/10; 33/20; ; 17/10; ; 7/4; ; 13/8; ; 33/20; 8/5; ; ; ; 7/4; 8/5; ; 13/8; 8/5; ; ; 28/17; ; ; ; ; 
Draw; 12/5; 23/10; 23/10; ; 12/5; ; 12/5; ; 12/5; ; 9/4; 23/10; ; ; ; 12/5; 9/4; ; 9/4; 9/4; ; ; 9/4; ; ; ; ; 
META; english/non-league/national-league/dagenham-redbridge-v-forest-green; 2017-03-06 12:22:58 GMT+2; 2017-03-11 15:00; e70300-dr003
Forest Green; 6/4; 11/8; 6/4; ; 6/4; ; 6/4; ; 6/4; ; 29/20; 11/8; ; ; ; 16/11; 16/11; 7/5; 6/4; 16/11; ; ; 6/4; ; ; ; ; 
Dagenham & Redbridge; 17/10; 17/10; 33/20; ; 17/10; ; 7/4; ; 13/8; ; 33/20; 8/5; ; ; ; 7/4; 8/5; 17/11; 13/8; 8/5; ; ; 28/17; ; ; ; ; 
Draw; 12/5; 23/10; 23/10; ; 12/5; ; 12/5; ; 12/5; ; 9/4; 23/10; ; ; ; 12/5; 9/4; 23/10; 9/4; 9/4; ; ; 9/4; ; ; ; ; 
META; english/non-league/national-league/dagenham-redbridge-v-forest-green; 2017-03-06 16:23:30 GMT+2; 2017-03-11 15:00; e70300-dr003
Forest Green; 6/4; 11/8; 6/4; ; 6/4; ; 6/4; ; 6/4; ; 29/20; 11/8; ; ; ; 16/11; 16/11; 7/5; 6/4; 16/11; 8/5; ; 6/4; ; ; ; ; 
Dagenham & Redbridge; 17/10; 17/10; 33/20; ; 17/10; ; 7/4; ; 13/8; ; 33/20; 8/5; ; ; ; 7/4; 8/5; 17/11; 13/8; 8/5; 47/25; ; 28/17; ; ; ; ; 
Draw; 12/5; 23/10; 23/10; ; 12/5; ; 12/5; ; 12/5; ; 9/4; 23/10; ; ; ; 12/5; 9/4; 23/10; 9/4; 9/4; 12/5; ; 9/4; ; ; ; ; 
META; english/non-league/national-league/dagenham-redbridge-v-forest-green; 2017-03-06 20:23:18 GMT+2; 2017-03-11 15:00; e70300-dr003
Forest Green; 6/4; 11/8; 6/4; ; 6/4; ; 6/4; ; 6/4; ; 29/20; 11/8; ; ; ; 16/11; 16/11; 7/5; 6/4; 16/11; 8/5; ; 6/4; ; ; ; ; 
Dagenham & Redbridge; 17/10; 17/10; 33/20; ; 17/10; ; 7/4; ; 13/8; ; 33/20; 31/20; ; ; ; 7/4; 28/17; 17/11; 13/8; 28/17; 47/25; ; 28/17; ; ; ; ; 
Draw; 12/5; 23/10; 23/10; ; 12/5; ; 12/5; ; 12/5; ; 9/4; 12/5; ; ; ; 12/5; 23/10; 23/10; 9/4; 23/10; 12/5; ; 9/4; ; ; ; ; 
META; english/non-league/national-league/dagenham-redbridge-v-forest-green; 2017-03-07 00:22:17 GMT+2; 2017-03-11 15:00; e70300-dr003
Forest Green; 6/4; 11/8; 6/4; ; 6/4; ; 6/4; ; 6/4; ; 29/20; 11/8; ; ; ; 16/11; 16/11; 7/5; 6/4; 16/11; 8/5; ; 6/4; ; ; 10/9; ; 
Dagenham & Redbridge; 17/10; 17/10; 33/20; ; 17/10; ; 7/4; ; 13/8; ; 33/20; 31/20; ; ; ; 7/4; 28/17; 17/11; 13/8; 28/17; 47/25; ; 28/17; ; ; 5/4; ; 
Draw; 12/5; 23/10; 23/10; ; 12/5; ; 12/5; ; 12/5; ; 9/4; 12/5; ; ; ; 12/5; 23/10; 23/10; 9/4; 23/10; 12/5; ; 9/4; ; ; 7/4; ; 
META; english/non-league/national-league/dagenham-redbridge-v-forest-green; 2017-03-07 04:22:17 GMT+2; 2017-03-11 15:00; e70300-dr003
Forest Green; 6/4; 11/8; 6/4; ; 6/4; ; 6/4; ; 6/4; ; 29/20; 11/8; ; ; ; 16/11; 16/11; 7/5; 6/4; 16/11; 8/5; ; 6/4; ; ; 10/9; ; 
Dagenham & Redbridge; 17/10; 17/10; 33/20; ; 17/10; ; 7/4; ; 13/8; ; 33/20; 31/20; ; ; ; 7/4; 28/17; 17/11; 13/8; 28/17; 47/25; ; 28/17; ; ; 5/4; ; 
Draw; 12/5; 23/10; 23/10; ; 12/5; ; 12/5; ; 12/5; ; 9/4; 12/5; ; ; ; 12/5; 23/10; 23/10; 9/4; 23/10; 12/5; ; 9/4; ; ; 7/4; ; 
META; english/non-league/national-league/dagenham-redbridge-v-forest-green; 2017-03-07 08:22:52 GMT+2; 2017-03-11 15:00; e70300-dr003
Forest Green; 6/4; 11/8; 6/4; ; 6/4; ; 6/4; ; 6/4; ; 29/20; 11/8; ; ; ; 16/11; 16/11; 7/5; 6/4; 16/11; 8/5; ; 6/4; ; ; 10/9; ; 
Dagenham & Redbridge; 17/10; 17/10; 33/20; ; 17/10; ; 7/4; ; 13/8; ; 33/20; 31/20; ; ; ; 7/4; 28/17; 17/11; 13/8; 28/17; 47/25; ; 28/17; ; ; 5/4; ; 
Draw; 12/5; 23/10; 23/10; ; 12/5; ; 12/5; ; 12/5; ; 9/4; 12/5; ; ; ; 12/5; 23/10; 23/10; 9/4; 23/10; 12/5; ; 9/4; ; ; 7/4; ; 
META; english/non-league/national-league/dagenham-redbridge-v-forest-green; 2017-03-07 12:23:33 GMT+2; 2017-03-11 15:00; e70300-dr003
Forest Green; 6/4; 11/8; 6/4; ; 6/4; ; 6/4; ; 6/4; ; 29/20; 11/8; ; ; ; 16/11; 16/11; 7/5; 6/4; 16/11; 8/5; ; 6/4; ; ; 1/50; ; 
Dagenham & Redbridge; 17/10; 17/10; 33/20; ; 17/10; ; 7/4; ; 13/8; ; 33/20; 31/20; ; ; ; 7/4; 28/17; 17/11; 13/8; 28/17; 47/25; ; 28/17; ; ; 1/100; ; 
Draw; 12/5; 23/10; 23/10; ; 12/5; ; 12/5; ; 12/5; ; 9/4; 12/5; ; ; ; 12/5; 23/10; 23/10; 9/4; 23/10; 12/5; ; 9/4; ; ; 7/4; ; 
META; english/non-league/national-league/dagenham-redbridge-v-forest-green; 2017-03-07 16:23:18 GMT+2; 2017-03-11 15:00; e70300-dr003
Forest Green; 7/5; 11/8; 29/20; ; 6/4; 11/8; 6/4; 6/4; 7/5; 7/5; 29/20; 7/5; 29/20; ; 6/4; 16/11; 16/11; 7/5; 6/4; 16/11; 8/5; 7/5; 6/4; ; ; 11/8; ; 
Dagenham & Redbridge; 9/5; 17/10; 17/10; ; 7/4; 8/5; 7/4; 13/8; 7/4; 17/10; 33/20; 13/8; 17/10; ; 17/10; 7/4; 28/17; 17/11; 13/8; 28/17; 47/25; 13/8; 28/17; ; ; 13/8; ; 
Draw; 12/5; 23/10; 23/10; ; 12/5; 9/4; 12/5; 23/10; 12/5; 12/5; 23/10; 11/5; 12/5; ; 23/10; 12/5; 23/10; 23/10; 9/4; 23/10; 12/5; 23/10; 9/4; ; ; 21/10; ; 
META; english/non-league/national-league/dagenham-redbridge-v-forest-green; 2017-03-07 20:24:50 GMT+2; 2017-03-11 15:00; e70300-dr003
Forest Green; 13/10; 7/5; 27/20; 7/5; 29/20; 13/10; 11/8; 6/4; 7/5; 11/8; 27/20; 13/10; 11/8; ; 7/5; 7/5; 7/5; 7/5; 6/4; 7/5; 8/5; 23/17; 6/4; ; ; 27/20; ; 
Dagenham & Redbridge; 2; 17/10; 9/5; 17/10; 15/8; 17/10; 19/10; 13/8; 9/5; 15/8; 7/4; 7/4; 9/5; ; 15/8; 9/5; 9/5; 17/11; 13/8; 9/5; 47/25; 31/18; 28/17; ; ; 13/8; ; 
Draw; 12/5; 12/5; 23/10; 23/10; 23/10; 43/20; 12/5; 23/10; 23/10; 12/5; 23/10; 9/4; 47/20; ; 9/4; 12/5; 11/5; 23/10; 9/4; 11/5; 12/5; 9/4; 9/4; ; ; 21/10; ; 
META; english/non-league/national-league/dagenham-redbridge-v-forest-green; 2017-03-08 00:21:56 GMT+2; 2017-03-11 15:00; e70300-dr003
Forest Green; 13/10; 7/5; 27/20; 7/5; 29/20; 13/10; 11/8; 6/4; 7/5; 11/8; 27/20; 13/10; 11/8; ; 7/5; 7/5; 7/5; 7/5; 6/4; 7/5; 8/5; 23/17; 6/4; ; ; 27/20; ; 
Dagenham & Redbridge; 2; 17/10; 9/5; 17/10; 15/8; 17/10; 19/10; 13/8; 9/5; 15/8; 9/5; 7/4; 9/5; ; 15/8; 9/5; 9/5; 17/11; 13/8; 9/5; 47/25; 31/18; 28/17; ; ; 13/8; ; 
Draw; 12/5; 12/5; 23/10; 23/10; 23/10; 43/20; 12/5; 23/10; 23/10; 12/5; 23/10; 9/4; 47/20; ; 9/4; 12/5; 11/5; 23/10; 9/4; 11/5; 12/5; 9/4; 9/4; ; ; 21/10; ; 
META; english/non-league/national-league/dagenham-redbridge-v-forest-green; 2017-03-08 04:21:40 GMT+2; 2017-03-11 15:00; e70300-dr003
Forest Green; 13/10; 7/5; 27/20; 7/5; 29/20; 13/10; 11/8; 11/8; 7/5; 11/8; 27/20; 13/10; 11/8; ; 7/5; 11/8; 7/5; 7/5; 6/4; 7/5; 8/5; 23/17; 6/4; ; ; 27/20; ; 
Dagenham & Redbridge; 2; 17/10; 9/5; 17/10; 15/8; 17/10; 19/10; 9/5; 9/5; 9/5; 9/5; 9/5; 9/5; ; 15/8; 9/5; 9/5; 17/11; 13/8; 9/5; 47/25; 31/18; 28/17; ; ; 13/8; ; 
Draw; 12/5; 12/5; 23/10; 23/10; 23/10; 43/20; 12/5; 23/10; 23/10; 12/5; 23/10; 21/10; 47/20; ; 9/4; 12/5; 11/5; 23/10; 9/4; 11/5; 12/5; 9/4; 9/4; ; ; 21/10; ; 
META; english/non-league/national-league/dagenham-redbridge-v-forest-green; 2017-03-08 08:21:41 GMT+2; 2017-03-11 15:00; e70300-dr003
Forest Green; 13/10; 7/5; 27/20; 7/5; 29/20; 13/10; 11/8; 11/8; 7/5; 11/8; 27/20; 13/10; 11/8; ; 7/5; 11/8; 7/5; 7/5; 6/4; 7/5; 8/5; 25/18; 6/4; ; ; 27/20; ; 
Dagenham & Redbridge; 2; 17/10; 37/20; 17/10; 15/8; 17/10; 19/10; 9/5; 9/5; 9/5; 9/5; 9/5; 9/5; ; 15/8; 9/5; 9/5; 17/11; 13/8; 24/13; 47/25; 20/11; 28/17; ; ; 13/8; ; 
Draw; 12/5; 12/5; 23/10; 23/10; 23/10; 11/5; 12/5; 23/10; 23/10; 12/5; 23/10; 21/10; 47/20; ; 9/4; 12/5; 11/5; 23/10; 9/4; 28/13; 12/5; 40/17; 9/4; ; ; 21/10; ; 
META; english/non-league/national-league/dagenham-redbridge-v-forest-green; 2017-03-08 12:23:56 GMT+2; 2017-03-11 15:00; e70300-dr003
Forest Green; 13/10; 13/10; 27/20; 7/5; 29/20; 13/10; 11/8; 11/8; 7/5; 11/8; 27/20; 13/10; 11/8; ; 7/5; 11/8; 23/17; 7/5; 7/5; 23/17; 37/25; 25/18; 7/5; ; ; 27/20; 11/8; 
Dagenham & Redbridge; 2; 9/5; 37/20; 17/10; 15/8; 17/10; 19/10; 9/5; 9/5; 9/5; 9/5; 9/5; 9/5; ; 15/8; 9/5; 9/5; 17/11; 7/4; 9/5; 197/100; 20/11; 7/4; ; ; 7/4; 17/10; 
Draw; 12/5; 12/5; 23/10; 23/10; 23/10; 11/5; 12/5; 23/10; 23/10; 12/5; 23/10; 21/10; 47/20; ; 9/4; 12/5; 9/4; 23/10; 9/4; 9/4; 5/2; 40/17; 9/4; ; ; 21/10; 21/10; 
META; english/non-league/national-league/dagenham-redbridge-v-forest-green; 2017-03-08 16:17:19 GMT+2; 2017-03-11 15:00; e70300-dr003
Forest Green; 13/10; 13/10; 27/20; 7/5; 29/20; 13/10; 11/8; 11/8; 7/5; 11/8; 27/20; 13/10; 11/8; ; 7/5; 11/8; 23/17; 7/5; 7/5; 23/17; 37/25; 25/18; 7/5; ; ; 27/20; 11/8; 
Dagenham & Redbridge; 2; 9/5; 37/20; 17/10; 15/8; 17/10; 19/10; 9/5; 9/5; 9/5; 9/5; 9/5; 9/5; ; 15/8; 9/5; 9/5; 17/11; 7/4; 9/5; 197/100; 20/11; 7/4; ; ; 7/4; 9/5; 
Draw; 12/5; 12/5; 23/10; 23/10; 23/10; 11/5; 12/5; 23/10; 23/10; 12/5; 23/10; 21/10; 47/20; ; 9/4; 12/5; 9/4; 23/10; 9/4; 9/4; 5/2; 40/17; 9/4; ; ; 21/10; 21/10; 
META; english/non-league/national-league/dagenham-redbridge-v-forest-green; 2017-03-08 20:21:15 GMT+2; 2017-03-11 15:00; e70300-dr003
Forest Green; 13/10; 13/10; 27/20; 7/5; 7/5; 13/10; 11/8; 11/8; 7/5; 7/5; 27/20; 13/10; 11/8; ; 7/5; 11/8; 23/17; 7/5; 7/5; 23/17; 37/25; 25/18; ; ; ; ; 11/8; 
Dagenham & Redbridge; 2; 9/5; 37/20; 17/10; 15/8; 17/10; 19/10; 9/5; 9/5; 19/10; 9/5; 9/5; 9/5; ; 15/8; 9/5; 24/13; 17/11; 7/4; 24/13; 197/100; 20/11; ; ; ; ; 9/5; 
Draw; 12/5; 12/5; 23/10; 23/10; 12/5; 11/5; 12/5; 23/10; 23/10; 23/10; 23/10; 21/10; 47/20; ; 9/4; 12/5; 23/10; 23/10; 9/4; 23/10; 5/2; 40/17; ; ; ; ; 21/10; 
META; english/non-league/national-league/dagenham-redbridge-v-forest-green; 2017-03-09 00:21:44 GMT+2; 2017-03-11 15:00; e70300-dr003
Forest Green; 13/10; 13/10; 27/20; 7/5; 7/5; 13/10; 11/8; 11/8; 7/5; 7/5; 27/20; 13/10; 11/8; ; 7/5; 11/8; 23/17; 7/5; 7/5; 23/17; 37/25; 25/18; ; ; ; ; 11/8; 
Dagenham & Redbridge; 2; 9/5; 37/20; 17/10; 15/8; 17/10; 19/10; 9/5; 9/5; 19/10; 9/5; 9/5; 9/5; ; 15/8; 9/5; 24/13; 17/11; 7/4; 24/13; 197/100; 20/11; ; ; ; ; 9/5; 
Draw; 12/5; 12/5; 23/10; 23/10; 12/5; 11/5; 12/5; 23/10; 23/10; 23/10; 23/10; 21/10; 47/20; ; 9/4; 12/5; 23/10; 23/10; 9/4; 23/10; 5/2; 40/17; ; ; ; ; 21/10; 
META; english/non-league/national-league/dagenham-redbridge-v-forest-green; 2017-03-09 04:21:31 GMT+2; 2017-03-11 15:00; e70300-dr003
Forest Green; 13/10; 13/10; 27/20; 7/5; 7/5; 13/10; 11/8; 11/8; 7/5; 7/5; 27/20; 13/10; 11/8; ; 7/5; 11/8; 23/17; 7/5; 7/5; 23/17; 37/25; 25/18; ; ; ; ; 11/8; 
Dagenham & Redbridge; 2; 9/5; 37/20; 17/10; 15/8; 17/10; 19/10; 9/5; 9/5; 19/10; 9/5; 9/5; 9/5; ; 15/8; 9/5; 24/13; 17/11; 7/4; 24/13; 197/100; 20/11; ; ; ; ; 9/5; 
Draw; 12/5; 12/5; 23/10; 23/10; 12/5; 11/5; 12/5; 23/10; 23/10; 23/10; 23/10; 21/10; 47/20; ; 9/4; 12/5; 23/10; 23/10; 9/4; 23/10; 5/2; 40/17; ; ; ; ; 21/10; 
META; english/non-league/national-league/dagenham-redbridge-v-forest-green; 2017-03-09 08:21:42 GMT+2; 2017-03-11 15:00; e70300-dr003
Forest Green; 13/10; 13/10; 27/20; 7/5; 7/5; 13/10; 11/8; 11/8; 7/5; 7/5; 27/20; 13/10; 11/8; ; 7/5; 11/8; 23/17; 7/5; 7/5; 23/17; 37/25; 25/18; ; ; ; ; 11/8; 
Dagenham & Redbridge; 2; 9/5; 37/20; 17/10; 15/8; 17/10; 19/10; 9/5; 9/5; 19/10; 9/5; 9/5; 9/5; ; 15/8; 9/5; 24/13; 17/11; 7/4; 24/13; 197/100; 20/11; ; ; ; ; 9/5; 
Draw; 12/5; 12/5; 23/10; 23/10; 12/5; 11/5; 12/5; 23/10; 23/10; 23/10; 23/10; 21/10; 47/20; ; 9/4; 12/5; 23/10; 23/10; 9/4; 23/10; 5/2; 40/17; ; ; ; ; 21/10; 
META; english/non-league/national-league/dagenham-redbridge-v-forest-green; 2017-03-09 12:21:16 GMT+2; 2017-03-11 15:00; e70300-dr003
Forest Green; 13/10; 13/10; 27/20; 7/5; 7/5; 13/10; 11/8; 11/8; 7/5; 7/5; 27/20; 13/10; 27/20; ; 7/5; 13/10; 23/17; 7/5; 5/4; 23/17; 37/25; 25/18; 23/18; ; ; ; 11/8; 
Dagenham & Redbridge; 2; 9/5; 37/20; 17/10; 19/10; 17/10; 19/10; 9/5; 15/8; 19/10; 9/5; 9/5; 15/8; ; 15/8; 15/8; 19/10; 17/11; 19/10; 19/10; 197/100; 20/11; 37/19; ; ; ; 9/5; 
Draw; 12/5; 12/5; 23/10; 23/10; 12/5; 11/5; 12/5; 23/10; 23/10; 23/10; 23/10; 21/10; 47/20; ; 9/4; 12/5; 23/10; 23/10; 11/5; 23/10; 5/2; 40/17; 11/5; ; ; ; 21/10; 
META; english/non-league/national-league/dagenham-redbridge-v-forest-green; 2017-03-09 16:21:21 GMT+2; 2017-03-11 15:00; e70300-dr003
Forest Green; 13/10; 13/10; 27/20; 7/5; 7/5; 13/10; 11/8; 11/8; 7/5; 7/5; 27/20; 13/10; 27/20; ; 7/5; 13/10; 23/17; 7/5; 5/4; 23/17; 37/25; 25/18; 23/18; ; ; ; 11/8; 
Dagenham & Redbridge; 2; 9/5; 37/20; 17/10; 19/10; 17/10; 19/10; 9/5; 15/8; 19/10; 9/5; 9/5; 15/8; ; 15/8; 15/8; 19/10; 17/11; 19/10; 19/10; 197/100; 20/11; 37/19; ; ; ; 9/5; 
Draw; 12/5; 12/5; 23/10; 23/10; 12/5; 11/5; 12/5; 23/10; 23/10; 23/10; 23/10; 21/10; 47/20; ; 9/4; 12/5; 23/10; 23/10; 11/5; 23/10; 5/2; 40/17; 11/5; ; ; ; 21/10; 
META; english/non-league/national-league/dagenham-redbridge-v-forest-green; 2017-03-09 20:21:10 GMT+2; 2017-03-11 15:00; e70300-dr003
Forest Green; 13/10; 13/10; 27/20; 7/5; 7/5; 13/10; 11/8; 11/8; 7/5; 7/5; 27/20; 13/10; 27/20; ; 7/5; 13/10; ; 7/5; 5/4; 23/17; 37/25; 25/18; 23/18; ; ; ; 11/8; 
Dagenham & Redbridge; 2; 9/5; 37/20; 17/10; 19/10; 17/10; 19/10; 9/5; 15/8; 19/10; 9/5; 9/5; 15/8; ; 15/8; 15/8; ; 17/11; 19/10; 19/10; 197/100; 20/11; 37/19; ; ; ; 9/5; 
Draw; 12/5; 12/5; 23/10; 23/10; 12/5; 11/5; 12/5; 23/10; 23/10; 23/10; 23/10; 21/10; 47/20; ; 9/4; 12/5; ; 23/10; 11/5; 23/10; 5/2; 40/17; 11/5; ; ; ; 21/10; 
META; english/non-league/national-league/dagenham-redbridge-v-forest-green; 2017-03-10 00:22:02 GMT+2; 2017-03-11 15:00; e70300-dr003
Forest Green; 13/10; 13/10; 27/20; 7/5; 7/5; 13/10; 11/8; 11/8; 7/5; 7/5; 27/20; 13/10; 27/20; ; 7/5; 13/10; 23/17; 7/5; 5/4; 23/17; 37/25; 25/18; 23/18; ; ; ; 11/8; 
Dagenham & Redbridge; 2; 9/5; 37/20; 17/10; 19/10; 17/10; 19/10; 9/5; 15/8; 19/10; 9/5; 9/5; 15/8; ; 15/8; 15/8; 19/10; 17/11; 19/10; 19/10; 197/100; 20/11; 37/19; ; ; ; 9/5; 
Draw; 12/5; 12/5; 23/10; 23/10; 12/5; 11/5; 12/5; 23/10; 23/10; 23/10; 23/10; 21/10; 47/20; ; 9/4; 12/5; 23/10; 23/10; 11/5; 23/10; 5/2; 40/17; 11/5; ; ; ; 21/10; 
META; english/non-league/national-league/dagenham-redbridge-v-forest-green; 2017-03-10 04:21:06 GMT+2; 2017-03-11 15:00; e70300-dr003
Forest Green; 13/10; 13/10; 27/20; 7/5; 7/5; 13/10; 11/8; 11/8; 7/5; 11/8; 27/20; 13/10; 27/20; ; 7/5; 13/10; 13/10; 7/5; 5/4; 13/10; 37/25; 25/18; 23/18; ; ; ; 11/8; 
Dagenham & Redbridge; 2; 9/5; 37/20; 17/10; 19/10; 17/10; 19/10; 9/5; 15/8; 19/10; 9/5; 9/5; 15/8; ; 15/8; 15/8; 19/10; 17/11; 19/10; 19/10; 197/100; 20/11; 37/19; ; ; ; 17/10; 
Draw; 12/5; 12/5; 23/10; 23/10; 12/5; 11/5; 12/5; 23/10; 23/10; 23/10; 23/10; 21/10; 47/20; ; 9/4; 12/5; 23/10; 23/10; 11/5; 23/10; 5/2; 40/17; 11/5; ; ; ; 21/10; 
META; english/non-league/national-league/dagenham-redbridge-v-forest-green; 2017-03-10 08:21:09 GMT+2; 2017-03-11 15:00; e70300-dr003
Forest Green; 13/10; 13/10; 27/20; 7/5; 7/5; 13/10; 11/8; 11/8; ; 11/8; 27/20; 13/10; 27/20; ; 7/5; 13/10; 13/10; 7/5; 5/4; 13/10; 37/25; 25/18; 23/18; ; ; ; 11/8; 
Dagenham & Redbridge; 2; 9/5; 37/20; 17/10; 19/10; 7/4; 19/10; 9/5; ; 19/10; 9/5; 9/5; 15/8; ; 15/8; 15/8; 19/10; 17/11; 19/10; 19/10; 197/100; 20/11; 37/19; ; ; ; 17/10; 
Draw; 12/5; 12/5; 23/10; 23/10; 12/5; 11/5; 12/5; 23/10; ; 23/10; 23/10; 21/10; 47/20; ; 9/4; 12/5; 23/10; 23/10; 11/5; 23/10; 5/2; 40/17; 11/5; ; ; ; 21/10; 
META; english/non-league/national-league/dagenham-redbridge-v-forest-green; 2017-03-10 12:21:14 GMT+2; 2017-03-11 15:00; e70300-dr003
Forest Green; 13/10; 13/10; 27/20; 7/5; 7/5; 13/10; 11/8; 11/8; 7/5; 11/8; 27/20; 13/10; 27/20; ; 7/5; 13/10; 13/10; 7/5; 5/4; 13/10; 37/25; 25/18; 23/18; ; ; ; 27/20; 
Dagenham & Redbridge; 2; 9/5; 37/20; 17/10; 19/10; 7/4; 19/10; 9/5; 15/8; 19/10; 9/5; 9/5; 15/8; ; 15/8; 15/8; 19/10; 17/11; 19/10; 19/10; 197/100; 20/11; 37/19; ; ; ; 9/5; 
