META; english/non-league/national-league/wrexham-v-tranmere; 2017-03-27 04:19:13 GMT+2; 2017-04-01 15:00; e70300-dr003
Draw 1-1; 11/2; 5; 6; 6; 11/2; 5; 13/2; 6; 5; 5; 5; 5; 21/4; 6; 5; ; 6; 11/2; 6; 6; ; 27/5; 6; 5; 6; ; ; ; 
Wolves 4-2; 50; 66; 75; 66; 66; 50; 70; 90; 80; 50; 66; 50; 66; 80; 50; ; 58; 80; 70; 58; ; 80; 70; 80; 70; ; ; ; 
Draw 3-3; 50; 66; 66; 66; 50; 50; 70; 80; 80; 50; 60; 50; 66; 70; 50; ; 227/4; 100; 70; 227/4; ; 80; 70; 66; 70; ; ; ; 
Cardiff 4-1; 66; 80; 95; 80; 80; 80; 80; 125; 100; 80; 80; 66; 80; 100; 66; ; 251/4; 125; 75; 251/4; ; 100; 75; 100; 75; ; ; ; 
Wolves 5-1; 80; 100; ; 125; 100; 80; 150; 175; 100; 100; 100; 80; 125; 100; 80; ; 309/4; ; 100; 309/4; ; ; 100; 125; 100; ; ; ; 
Cardiff 4-0; 80; 100; 125; 100; 100; 80; 110; 200; 100; 100; 100; 80; 125; 100; 100; ; 145/2; 150; 100; 145/2; ; 140; 100; 125; 100; ; ; ; 
Cardiff 6-3; ; ; ; ; ; ; ; ; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Cardiff 7-2; ; ; ; ; ; ; ; ; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Wolves 7-2; ; ; ; ; ; ; ; ; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Wolves 5-0; 100; 100; ; 150; 100; 100; 175; 225; 100; 100; 100; 80; 125; 100; 80; ; 159/2; ; 110; 159/2; ; ; 110; 150; 110; ; ; ; 
Cardiff 4-2; 80; 100; 120; 100; 80; 80; 100; 150; 100; 100; 90; 66; 100; 100; 80; ; 147/2; 250; 110; 147/2; ; 140; 110; 125; 110; ; ; ; 
Cardiff 4-3; 150; 200; 200; 125; ; 150; 175; 250; ; 150; 125; 100; 150; 200; 150; ; 367/4; 250; 225; 367/4; ; 250; 225; 250; 225; ; ; ; 
Wolves 4-3; 100; 150; 150; 125; 100; 100; 150; 175; ; 125; 125; 80; 125; 150; 80; ; 343/4; 250; 180; 343/4; ; 200; 180; 200; 180; ; ; ; 
Wolves 5-2; 150; 200; ; 200; ; 150; 175; 300; ; 150; 125; 100; 150; 200; 100; ; 367/4; ; 180; 367/4; ; ; 180; 250; 180; ; ; ; 
Draw 4-4; 350; 250; 250; 200; ; ; 175; 350; ; 250; 150; 100; 175; 300; ; ; ; 250; 400; ; ; 250; 400; ; 400; ; ; ; 
Wolves 6-3; ; ; ; ; ; ; ; ; ; 475; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Cardiff 10-0; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Cardiff 5-0; 300; 250; ; 300; ; ; 175; 500; 100; 275; 150; ; 200; 300; ; ; ; ; 325; ; ; ; 325; ; 325; ; ; ; 
Cardiff 5-1; 200; 250; ; 250; ; 250; 175; 500; 100; 225; 150; 100; 175; 250; ; ; ; ; 250; ; ; ; 250; 250; 250; ; ; ; 
Cardiff 5-2; 300; 250; ; 300; ; ; 175; 500; ; 250; 150; 100; 175; 300; ; ; ; ; 375; ; ; ; 375; ; 375; ; ; ; 
Cardiff 5-3; ; 250; ; ; ; ; 175; 500; ; 350; 200; ; 200; 300; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Cardiff 5-4; ; ; ; ; ; ; ; 500; ; 475; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Cardiff 6-0; ; 250; ; 500; ; ; 175; 500; 100; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Cardiff 6-1; ; 250; ; 500; ; ; 175; 500; ; 475; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Cardiff 6-2; ; 250; ; 500; ; ; 175; ; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Cardiff 7-0; ; ; ; ; ; ; 175; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Cardiff 7-1; ; ; ; ; ; ; 175; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Cardiff 8-0; ; ; ; ; ; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Cardiff 8-1; ; ; ; ; ; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Cardiff 9-0; ; ; ; ; ; ; ; 500; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Wolves 10-0; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Wolves 5-3; 350; 250; ; ; ; ; 175; 500; ; 250; 150; 100; 175; 300; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Wolves 5-4; ; ; ; ; ; ; ; 500; ; 450; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Wolves 6-0; 300; 250; ; 300; ; ; 175; 500; 100; 275; 150; ; 175; 300; ; ; ; ; 350; ; ; ; 350; ; 350; ; ; ; 
Wolves 6-1; 300; 250; ; 300; ; ; 175; 500; ; 250; 150; 100; 175; 300; ; ; ; ; 350; ; ; ; 350; 250; 350; ; ; ; 
Wolves 6-2; 500; 250; ; 500; ; ; 175; ; ; 325; 200; ; 200; 300; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Wolves 7-0; ; ; ; 500; ; ; 175; 500; ; 500; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Wolves 7-1; ; ; ; 500; ; ; 175; 500; ; 500; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Wolves 8-0; ; ; ; ; ; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Wolves 8-1; ; ; ; ; ; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Wolves 9-0; ; ; ; ; ; ; ; 500; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/wrexham-v-tranmere; 2017-03-27 12:08:35 GMT+3; 2017-04-01 12:15; e70300-dr003
Tranmere; 1; 10/11; 1; ; 1; 19/20; 1; ; 1; 1; ; 20/21; 1; ; 1; 1; 19/20; 10/11; 1; 19/20; ; ; 1; ; 1; ; ; ; 
Draw; 12/5; 12/5; 23/10; ; 5/2; 9/4; 12/5; ; 5/2; 12/5; ; 12/5; 12/5; ; 12/5; 12/5; 23/10; 23/10; 23/10; 23/10; ; ; 40/17; ; 40/17; ; ; ; 
Wrexham; 11/4; 5/2; 13/5; ; 13/5; 12/5; 11/4; ; 13/5; 13/5; ; 23/10; 51/20; ; 13/5; 27/10; 5/2; 5/2; 5/2; 5/2; ; ; 5/2; ; 5/2; ; ; ; 
META; english/non-league/national-league/wrexham-v-tranmere; 2017-03-28 00:20:26 GMT+3; 2017-04-01 12:15; e70300-dr003
Tranmere; 10/11; 10/11; 10/11; 19/20; 19/20; 17/20; 19/20; ; 10/11; 20/21; ; 10/11; 10/11; 10/11; 19/20; 19/20; 10/11; 10/11; 1; 10/11; ; 10/11; 1; ; 1; ; ; ; 
Draw; 12/5; 12/5; 43/20; 11/5; 12/5; 43/20; 23/10; ; 12/5; 9/4; ; 2; 12/5; 23/10; 12/5; 23/10; 9/4; 21/10; 23/10; 9/4; ; 11/5; 40/17; ; 40/17; ; ; ; 
Wrexham; 3; 5/2; 31/10; 14/5; 3; 14/5; 31/10; ; 3; 3; ; 3; 59/20; 14/5; 14/5; 29/10; 56/19; 11/4; 5/2; 56/19; ; 14/5; 5/2; ; 5/2; ; ; ; 
META; english/non-league/national-league/wrexham-v-tranmere; 2017-03-28 04:21:20 GMT+3; 2017-04-01 12:15; e70300-dr003
Tranmere; 10/11; 10/11; 19/20; 19/20; 19/20; 17/20; 19/20; 5/6; 10/11; 20/21; ; 10/11; 10/11; 19/20; 19/20; 10/11; 10/11; 10/11; 1; 10/11; ; 10/11; 1; ; 1; ; ; ; 
Draw; 12/5; 12/5; 43/20; 11/5; 12/5; 43/20; 23/10; 23/10; 12/5; 23/10; ; 2; 12/5; 12/5; 12/5; 12/5; 9/4; 21/10; 23/10; 9/4; ; 11/5; 40/17; ; 40/17; ; ; ; 
Wrexham; 3; 5/2; 3; 14/5; 3; 11/4; 31/10; 3; 3; 3; ; 3; 59/20; 5/2; 14/5; 3; 29/10; 11/4; 5/2; 29/10; ; 14/5; 5/2; ; 5/2; ; ; ; 
META; english/non-league/national-league/wrexham-v-tranmere; 2017-03-28 12:38:46 GMT+3; 2017-04-01 12:15; e70300-dr003
Tranmere; 10/11; 10/11; 10/11; 19/20; 19/20; 17/20; 19/20; 5/6; 10/11; 20/21; ; 10/11; 10/11; 10/11; 19/20; 10/11; 10/11; 10/11; 1; 10/11; ; 10/11; 1; ; 1; ; ; ; 
Draw; 12/5; 12/5; 43/20; 11/5; 12/5; 43/20; 23/10; 23/10; 12/5; 9/4; ; 2; 12/5; 23/10; 12/5; 12/5; 9/4; 21/10; 23/10; 9/4; ; 11/5; 40/17; ; 40/17; ; ; ; 
Wrexham; 3; 5/2; 31/10; 14/5; 3; 14/5; 31/10; 3; 3; 3; ; 3; 59/20; 14/5; 14/5; 3; 29/10; 11/4; 5/2; 29/10; ; 14/5; 5/2; ; 5/2; ; ; ; 
META; english/non-league/national-league/wrexham-v-tranmere; 2017-03-28 16:25:17 GMT+3; 2017-04-01 12:15; e70300-dr003
Tranmere; 10/11; 10/11; 10/11; 19/20; 19/20; 17/20; 19/20; 5/6; 10/11; 20/21; ; 10/11; 10/11; 10/11; 19/20; 10/11; 10/11; 10/11; 1; 10/11; 1; 10/11; 1; ; 1; ; ; ; 
Draw; 12/5; 12/5; 43/20; 11/5; 12/5; 43/20; 23/10; 23/10; 12/5; 9/4; ; 2; 12/5; 23/10; 12/5; 12/5; 9/4; 21/10; 23/10; 9/4; 13/5; 11/5; 40/17; ; 40/17; ; ; ; 
Wrexham; 3; 5/2; 31/10; 14/5; 3; 14/5; 31/10; 3; 3; 3; ; 3; 59/20; 14/5; 14/5; 3; 29/10; 11/4; 5/2; 29/10; 61/20; 14/5; 5/2; ; 5/2; ; ; ; 
META; english/non-league/national-league/wrexham-v-tranmere; 2017-03-29 00:20:39 GMT+3; 2017-04-01 12:15; e70300-dr003
Tranmere; 10/11; 10/11; 10/11; 19/20; 19/20; 17/20; 19/20; 5/6; 10/11; 20/21; ; 10/11; 10/11; 10/11; 19/20; 10/11; 10/11; 10/11; 1; 10/11; 1; 10/11; 1; ; 1; ; ; ; 
Draw; 12/5; 12/5; 43/20; 11/5; 12/5; 43/20; 23/10; 23/10; 12/5; 9/4; ; 2; 12/5; 23/10; 12/5; 12/5; 9/4; 21/10; 23/10; 9/4; 13/5; 11/5; 40/17; ; 40/17; ; ; ; 
Wrexham; 3; 5/2; 31/10; 14/5; 3; 14/5; 31/10; 3; 3; 3; ; 3; 59/20; 14/5; 14/5; 3; 29/10; 11/4; 5/2; 29/10; 61/20; 14/5; 5/2; ; 5/2; ; ; ; 
META; english/non-league/national-league/wrexham-v-tranmere; 2017-03-29 04:20:44 GMT+3; 2017-04-02 13:30; e70300-dr003
Den Haag; 6/5; 13/10; 27/20; ; 11/8; 6/5; 13/10; 5/4; 5/4; 13/10; 13/10; 11/8; 5/4; 13/10; 13/10; 13/10; 5/4; 5/4; 6/5; 5/4; 33/25; 11/9; 6/5; 13/10; 16/13; ; 5/4; 5/4; 7/5
Roda; 11/5; 21/10; 21/10; ; 21/10; 39/20; 21/10; 21/10; 85/40; 2; 2; 21/10; 11/5; 21/10; 21/10; 11/5; 39/19; 2; 11/5; 39/19; 57/25; 19/10; 11/5; 15/8; 9/4; ; 2; 2; 11/5
Draw; 12/5; 9/4; 11/5; ; 23/10; 9/4; 12/5; 9/4; 23/10; 9/4; 21/10; 11/5; 47/20; 9/4; 11/5; 23/10; 9/4; 12/5; 23/10; 9/4; 61/25; 9/4; 40/17; 23/10; 12/5; ; 21/10; 21/10; 23/10
META; english/non-league/national-league/wrexham-v-tranmere; 2017-03-29 12:22:00 GMT+3; 2017-04-01 12:15; e70300-dr003
Tranmere; 10/11; 10/11; 10/11; 19/20; 19/20; 17/20; 19/20; 5/6; 10/11; 20/21; ; 10/11; 10/11; 10/11; 19/20; 10/11; 10/11; 10/11; 1; ; 1; 10/11; 1; ; 1; ; ; 10/11; 
Draw; 12/5; 12/5; 43/20; 11/5; 12/5; 43/20; 23/10; 23/10; 12/5; 23/10; ; 21/10; 12/5; 23/10; 12/5; 12/5; 9/4; 21/10; 23/10; ; 13/5; 11/5; 40/17; ; 40/17; ; ; 9/4; 
Wrexham; 3; 5/2; 31/10; 14/5; 3; 14/5; 31/10; 3; 3; 3; ; 14/5; 59/20; 14/5; 14/5; 3; 29/10; 11/4; 5/2; ; 61/20; 14/5; 5/2; ; 5/2; ; ; 3; 
META; english/non-league/national-league/wrexham-v-tranmere; 2017-03-29 20:19:32 GMT+3; 2017-04-01 12:15; e70300-dr003
Tranmere; 17/20; 17/20; 10/11; 19/20; 10/11; 17/20; 10/11; 5/6; 9/10; 10/11; ; 20/23; 9/10; 10/11; 17/20; 10/11; 13/15; 10/11; 5/6; 13/15; 1; 11/12; 11/13; ; 11/13; ; ; 9/10; 
Draw; 5/2; 9/4; 43/20; 11/5; 12/5; 43/20; 23/10; 23/10; 23/10; 23/10; ; 21/10; 23/10; 23/10; 12/5; 12/5; 23/10; 21/10; 9/4; 23/10; 123/50; 23/10; 9/4; ; 9/4; ; ; 9/4; 
Wrexham; 16/5; 16/5; 31/10; 14/5; 16/5; 14/5; 16/5; 3; 3; 16/5; ; 3; 3; 29/10; 16/5; 31/10; 16/5; 11/4; 3; 16/5; 13/4; 58/19; 13/4; ; 13/4; ; ; 3; 
META; english/non-league/national-league/wrexham-v-tranmere; 2017-03-30 00:20:06 GMT+3; 2017-04-01 12:15; e70300-dr003
Tranmere; 17/20; 17/20; 10/11; 19/20; 10/11; 17/20; 20/23; 5/6; 9/10; 10/11; ; 20/23; 9/10; 10/11; 17/20; 10/11; 13/15; 10/11; 5/6; 13/15; 1; 7/8; 11/13; ; 11/13; ; ; 9/10; 
Draw; 5/2; 9/4; 43/20; 11/5; 12/5; 43/20; 12/5; 23/10; 23/10; 23/10; ; 21/10; 23/10; 23/10; 12/5; 12/5; 23/10; 21/10; 9/4; 23/10; 123/50; 40/17; 9/4; ; 9/4; ; ; 9/4; 
Wrexham; 16/5; 16/5; 31/10; 14/5; 16/5; 14/5; 10/3; 3; 3; 16/5; ; 3; 3; 29/10; 16/5; 31/10; 13/4; 11/4; 3; 13/4; 13/4; 41/13; 13/4; ; 13/4; ; ; 3; 
META; english/non-league/national-league/wrexham-v-tranmere; 2017-03-30 04:20:14 GMT+3; ; e70300-dr003
Marine Le Pen; ; 4/6; 4/6; ; 4/5; ; ; ; 8/11; 4/5; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/11; ; 
Francois Fillon; ; 22; 14; ; 20; ; ; ; 16; 16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 66/5; ; 
Benoit Hamon; ; 100; 100; ; 100; ; ; ; 100; 100; ; 100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 294; ; 
Jean-Luc Melenchon; ; 150; 50; ; ; ; ; ; 150; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 132; ; 
Francois Baroin; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 949; ; 
META; english/non-league/national-league/wrexham-v-tranmere; 2017-03-31 00:20:03 GMT+3; ; e70300-dr003
Besiktas; 1/3; 2/7; 1/7; ; ; ; ; ; ; ; ; ; ; ; 1/4; ; 5/18; ; 1/4; 5/18; 1/5; 1/4; 5/18; ; 5/18; ; 1/4; ; 
Istanbul BB; 11/4; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; 10/3; ; 14/5; ; 5/2; 14/5; ; 3; 5/2; ; 5/2; ; 7/2; ; 
Galatasaray; 25; 25; ; ; ; ; ; ; ; ; ; ; ; ; 20; ; 25; ; 20; 25; 11; 18; 20; ; 20; ; 3; ; 
Fenerbahce; 66; 66; ; ; ; ; ; ; ; ; ; ; ; ; 66; ; 70; ; 35; 70; 19; 66; 35; ; 35; ; 1/100; ; 
Trabzonspor; 2000; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2500; ; 250; 2500; 500; ; 250; ; 250; ; 1/100; ; 
Antalyaspor; 2500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2000; ; 300; 2000; 1000; ; 300; ; 300; ; ; ; 
Gaziantepspor; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4000; ; ; 4000; ; ; ; ; ; ; ; ; 
Akhisar; 4500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 750; ; ; ; 750; ; 750; ; ; ; 
Alanyaspor; 4500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4000; ; 750; 4000; ; ; 750; ; 750; ; ; ; 
Kayserispor; 4500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4500; ; 750; 4500; ; ; 750; ; 750; ; ; ; 
Karabukspor; 4500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4000; ; 500; 4000; 5000; ; 500; ; 500; ; ; ; 
Kasimpasa; 4500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4000; ; 300; 4000; 5000; ; 300; ; 300; ; ; ; 
Konyaspor; 1500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2000; ; 300; 2000; 5000; ; 300; ; 300; ; ; ; 
Bursaspor; 2500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2500; ; 200; 2500; 10000; ; 200; ; 200; ; 1/100; ; 
Genclerbirligi; 4500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4000; ; 750; 4000; 10000; ; 750; ; 750; ; ; ; 
Osmanlispor; 4500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4000; ; 300; 4000; 10000; ; 300; ; 300; ; ; ; 
META; english/non-league/national-league/wrexham-v-tranmere; 2017-03-31 00:22:02 GMT+3; ; e70300-dr003
Boris Johnson; ; ; 5; 6; 7; ; ; 5; ; 7; 6; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Jeremy Corbyn; ; ; 6; 7; 5; ; ; 6; ; 5; 6; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Phillip Hammond; ; ; 12; 10; 9; ; ; 9; ; 10; 10; ; 10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Keir Starmer; ; ; 18; 16; 16; ; ; 16; ; 16; 14; ; 14; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
George Osborne; ; ; 14; 20; 20; ; ; 20; ; 20; 20; ; 20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Clive Lewis; ; ; 25; 20; 20; ; ; 20; ; 16; 25; ; 25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Dan Jarvis; ; ; 25; 20; 25; ; ; 25; ; 25; 25; ; 25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Amber Rudd; ; ; 28; 25; 25; ; ; 33; ; 25; 33; ; 28; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
David Miliband; ; ; 12; 25; 25; ; ; 25; ; 33; 25; ; 25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Justine Greening; ; ; 33; 33; 33; ; ; 33; ; 33; 33; ; 33; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sajid Javid; ; ; 33; 33; 33; ; ; 33; ; 25; 33; ; 33; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Angela Rayner; ; ; ; ; ; ; ; ; ; 50; ; ; 40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chuka Umunna; ; ; 40; 40; 33; ; ; 40; ; 50; 50; ; 40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Lisa Nandy; ; ; ; 40; 50; ; ; 40; ; 50; 50; ; 50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Ruth Davidson; ; ; 50; 40; 40; ; ; 33; ; 50; 50; ; 40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sadiq Khan; ; ; 33; 50; 50; ; ; 40; ; 50; 50; ; 50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Tom Watson; ; ; 40; 40; 40; ; ; 33; ; 50; 50; ; 40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Yvette Cooper; ; ; ; 50; 50; ; ; ; ; ; 50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Hilary Benn; ; ; ; 66; 66; ; ; 66; ; 66; 66; ; 66; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
John McDonnell; ; ; 66; 33; 33; ; ; 33; ; 33; 33; ; 33; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Nigel Farage; ; ; 20; 14; 20; ; ; 66; ; 50; 20; ; 20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Stephen Kinnock; ; ; ; ; ; ; ; 66; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Tim Farron; ; ; ; 20; 40; ; ; 66; ; 50; 50; ; 50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Nicky Morgan; ; ; ; ; ; ; ; 80; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Steven Woolfe; ; ; ; ; 80; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Andy Burnham; ; ; ; 100; 100; ; ; ; ; 100; 100; ; 100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Angela Eagle; ; ; ; 33; 66; ; ; 33; ; 100; 80; ; 66; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chris Grayling; ; ; 66; 50; 66; ; ; 40; ; 100; 80; ; 66; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
David Cameron; ; ; 100; 66; 100; ; ; 66; ; 100; 100; ; 66; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
David Davis; ; ; ; ; ; ; ; ; ; 100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Diane James; ; ; ; 100; 100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Dominic Raab; ; ; ; ; ; ; ; ; ; 100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Ed Balls; ; ; ; 100; 100; ; ; ; ; 100; 100; ; 100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Jacob Rees-Mogg; ; ; ; 50; ; ; ; ; ; 100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Jeremy Hunt; ; ; 100; 50; 50; ; ; 40; ; 66; 80; ; 66; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Liz Truss; ; ; ; ; ; ; ; ; ; 100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Michael Gove; ; ; ; 40; 66; ; ; 33; ; 100; 80; ; 66; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
