META; english/non-league/national-league/guiseley-v-gateshead; 2016-10-23 00:22:31 GMT+3; 2016-10-25 19:45; e70300-dr003
Gateshead; 11/10; 1; ; ; 11/10; ; 21/20; ; ; ; ; ; 11/10; ; ; 21/20; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; 12/5; ; ; 5/2; ; 5/2; ; ; ; ; ; 12/5; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; 
Guiseley; 12/5; 5/2; ; ; 23/10; ; 5/2; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-gateshead; 2016-10-23 04:21:10 GMT+3; 2016-10-25 19:45; e70300-dr003
Gateshead; 11/10; 1; ; ; 11/10; ; 21/20; ; ; ; 10/11; ; 21/20; ; ; 21/20; ; ; ; ; ; ; ; ; ; ; ; ; 
Guiseley; 5/2; 23/10; 49/20; 21/10; 5/2; 11/5; 12/5; 13/5; 5/2; 12/5; 5/2; 13/5; 5/2; 12/5; 23/10; 5/2; 27/11; 5/2; 12/5; 5/2; 27/11; 49/18; ; 5/2; ; ; 12/5; 12/5; 
META; english/non-league/national-league/guiseley-v-gateshead; 2016-10-24 20:24:13 GMT+3; 2016-10-25 19:45; e70300-dr003
Gateshead; 21/20; 1; 1; 1; 21/20; 19/20; 21/20; 10/11; 21/20; 21/20; 21/20; 21/20; 1; 21/20; 11/10; 1; 1; 21/20; 19/20; 21/20; 1; 19/17; ; 21/20; ; ; 1; 20/21; 
Draw; 12/5; 12/5; 47/20; 9/4; 5/2; 9/4; 5/2; 12/5; 5/2; 5/2; 5/2; 12/5; 49/20; 23/10; 12/5; 5/2; 27/11; 9/4; 23/10; 9/4; 27/11; 5/2; ; 9/4; ; ; 12/5; 23/10; 
Guiseley; 5/2; 12/5; 49/20; 23/10; 5/2; 11/5; 5/2; 13/5; 5/2; 12/5; 5/2; 13/5; 5/2; 12/5; 23/10; 5/2; 27/11; 5/2; 12/5; 5/2; 27/11; 49/18; ; 5/2; ; ; 12/5; 12/5; 
META; english/non-league/national-league/guiseley-v-gateshead; 2016-10-25 00:22:57 GMT+3; 2016-10-25 19:45; e70300-dr003
Gateshead; 21/20; 1; 21/20; 1; 21/20; 19/20; 21/20; 10/11; 21/20; 11/10; 21/20; 21/20; 1; 21/20; 11/10; 1; 21/20; 21/20; 19/20; 21/20; 21/20; 8/7; ; 21/20; ; ; 11/10; 1; 
Draw; 12/5; 12/5; 12/5; 9/4; 5/2; 9/4; 13/5; 12/5; 5/2; 12/5; 12/5; 12/5; 49/20; 23/10; 12/5; 5/2; 12/5; 9/4; 23/10; 9/4; 12/5; 5/2; ; 9/4; ; ; 5/2; 2; 
Guiseley; 5/2; 12/5; 47/20; 23/10; 5/2; 11/5; 12/5; 13/5; 5/2; 12/5; 5/2; 13/5; 5/2; 23/10; 23/10; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; 51/19; ; 5/2; ; ; 12/5; 11/5; 
META; english/non-league/national-league/guiseley-v-gateshead; 2016-10-25 04:23:11 GMT+3; 2016-10-25 19:45; e70300-dr003
Gateshead; 21/20; 1; 21/20; 21/20; 21/20; 19/20; 21/20; 10/11; 21/20; 11/10; 21/20; 21/20; 1; 21/20; 11/10; 1; 21/20; 21/20; 19/20; 21/20; 21/20; 8/7; ; 21/20; ; ; 21/20; 1; 
Draw; 12/5; 12/5; 12/5; 11/5; 5/2; 9/4; 13/5; 12/5; 5/2; 12/5; 12/5; 12/5; 49/20; 23/10; 12/5; 5/2; 12/5; 9/4; 23/10; 9/4; 12/5; 52/21; ; 9/4; ; ; 5/2; 23/10; 
Guiseley; 5/2; 12/5; 47/20; 9/4; 5/2; 11/5; 12/5; 13/5; 5/2; 12/5; 5/2; 13/5; 5/2; 23/10; 23/10; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; 51/19; ; 5/2; ; ; 5/2; 23/10; 
META; english/non-league/national-league/guiseley-v-gateshead; 2016-10-25 08:23:13 GMT+3; 2016-10-25 19:45; e70300-dr003
Gateshead; 21/20; 1; 21/20; 21/20; 21/20; 19/20; 21/20; 10/11; 21/20; 11/10; 21/20; 21/20; 1; 21/20; 11/10; 21/20; 21/20; 21/20; 19/20; 21/20; 21/20; 8/7; ; 21/20; ; ; 21/20; 1; 
Draw; 12/5; 12/5; 12/5; 11/5; 5/2; 9/4; 13/5; 12/5; 5/2; 12/5; 12/5; 12/5; 49/20; 23/10; 12/5; 12/5; 12/5; 9/4; 23/10; 9/4; 12/5; 52/21; ; 9/4; ; ; 12/5; 23/10; 
Guiseley; 5/2; 12/5; 47/20; 9/4; 5/2; 11/5; 12/5; 13/5; 5/2; 12/5; 5/2; 13/5; 5/2; 23/10; 23/10; 5/2; 40/17; 5/2; 12/5; 5/2; 40/17; 51/19; ; 5/2; ; ; 5/2; 23/10; 
META; english/non-league/national-league/guiseley-v-gateshead; 2016-10-25 12:24:13 GMT+3; 2016-10-25 19:45; e70300-dr003
Gateshead; 21/20; 21/20; 21/20; 21/20; 21/20; 19/20; 11/10; 10/11; 21/20; 11/10; 21/20; 21/20; 1; 21/20; 11/10; 21/20; 21/20; 21/20; 19/20; 21/20; 21/20; 10/9; ; 21/20; ; ; 21/20; 21/20; 
Draw; 12/5; 5/2; 12/5; 11/5; 5/2; 9/4; 5/2; 12/5; 5/2; 5/2; 5/2; 12/5; 49/20; 23/10; 12/5; 12/5; 12/5; 9/4; 23/10; 9/4; 12/5; 32/13; ; 9/4; ; ; 12/5; 12/5; 
Guiseley; 5/2; 23/10; 47/20; 9/4; 5/2; 11/5; 12/5; 13/5; 5/2; 12/5; 5/2; 13/5; 5/2; 23/10; 23/10; 5/2; 27/11; 5/2; 12/5; 5/2; 27/11; 25/9; ; 5/2; ; ; 12/5; 12/5; 
META; english/non-league/national-league/guiseley-v-gateshead; 2016-10-25 16:23:31 GMT+3; 2016-10-25 19:45; e70300-dr003
Gateshead; 21/20; 21/20; 21/20; 21/20; 21/20; 19/20; 21/20; 10/11; 21/20; 21/20; 21/20; 21/20; 1; 21/20; 11/10; 21/20; 1; 21/20; 19/20; 21/20; 1; 12/11; ; 21/20; ; ; 21/20; 21/20; 
Draw; 12/5; 5/2; 47/20; 11/5; 5/2; 9/4; 13/5; 12/5; 5/2; 5/2; 5/2; 12/5; 49/20; 23/10; 12/5; 12/5; 12/5; 9/4; 23/10; 9/4; 12/5; 13/5; ; 9/4; ; ; 5/2; 5/2; 
Guiseley; 5/2; 23/10; 47/20; 23/10; 5/2; 11/5; 12/5; 13/5; 5/2; 5/2; 5/2; 13/5; 5/2; 23/10; 23/10; 5/2; 28/11; 5/2; 12/5; 5/2; 28/11; 49/18; ; 5/2; ; ; 5/2; 5/2; 
META; english/non-league/national-league/guiseley-v-gateshead; 2016-10-25 20:23:49 GMT+3; 2016-10-25 19:45; e70300-dr003
Gateshead; 21/20; 21/20; 11/10; 21/20; 11/10; 19/20; 11/10; 1; 11/10; 11/10; 11/10; 21/20; 21/20; 11/10; 11/10; 21/20; 21/20; 21/20; 19/20; 21/20; 21/20; 10/9; ; 21/20; ; ; 21/20; 21/20; 
Draw; 12/5; 12/5; 47/20; 9/4; 12/5; 9/4; 13/5; 23/10; 12/5; 5/2; 12/5; 12/5; 12/5; 9/4; 12/5; 12/5; 12/5; 12/5; 23/10; 12/5; 12/5; 13/5; ; 12/5; ; ; 12/5; 5/2; 
Guiseley; 5/2; 23/10; 23/10; 21/10; 5/2; 11/5; 23/10; 12/5; 12/5; 23/10; 5/2; 13/5; 12/5; 9/4; 23/10; 5/2; 27/11; 5/2; 12/5; 5/2; 27/11; 45/17; ; 5/2; ; ; 12/5; 5/2; 
