META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-18 04:22:24 GMT+2; 2016-12-26 15:00; e70300-dr003
Macclesfield; 7/2; 10/3; ; ; 7/2; ; 18/5; ; ; ; 7/2; ; ; ; ; ; ; 7/2; ; 7/2; ; ; ; 7/2; ; ; ; ; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-19 08:22:39 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 8/11; 3/4; ; ; 8/11; ; 8/11; ; ; ; 8/11; ; ; ; ; ; ; 13/18; ; ; ; ; ; ; ; ; ; ; 
Draw; 14/5; 5/2; ; ; 14/5; ; 14/5; ; ; ; 5/2; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; 
Macclesfield; 7/2; 10/3; ; ; 7/2; ; 18/5; ; ; ; 7/2; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-19 12:22:08 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 8/11; 3/4; ; ; 8/11; ; 8/11; ; ; ; 8/11; ; ; ; ; ; ; 13/18; ; 4/6; ; ; ; 13/18; ; ; ; ; 
Draw; 14/5; 5/2; ; ; 14/5; ; 14/5; ; ; ; 5/2; ; ; ; ; ; ; 14/5; ; 14/5; ; ; ; 14/5; ; ; ; ; 
Macclesfield; 7/2; 10/3; ; ; 7/2; ; 18/5; ; ; ; 7/2; ; ; ; ; ; ; 7/2; ; 7/2; ; ; ; 7/2; ; ; ; ; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-19 16:22:21 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 3/4; 3/4; 3/4; 7/10; 8/11; ; 4/5; ; ; 3/4; 8/11; ; ; ; ; ; 9/13; 13/18; ; 4/6; 9/13; ; 5/6; 13/18; ; ; ; ; 
Draw; 14/5; 5/2; 12/5; 12/5; 11/4; ; 5/2; ; ; 13/5; 5/2; ; ; ; ; ; 45/17; 14/5; ; 14/5; 45/17; ; 12/5; 14/5; ; ; ; ; 
Macclesfield; 10/3; 10/3; 7/2; 10/3; 7/2; ; 7/2; ; ; 7/2; 7/2; ; ; ; ; ; 33/10; 7/2; ; 7/2; 33/10; ; 14/5; 7/2; ; ; ; ; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-19 20:24:33 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 3/4; 3/4; 3/4; 8/11; 4/5; ; 4/5; ; ; 3/4; 8/11; 3/4; ; ; 4/5; ; 9/13; 13/18; 13/18; 4/6; 9/13; ; 5/6; 13/18; ; ; ; 8/11; 
Draw; 14/5; 5/2; 23/10; 23/10; 13/5; ; 5/2; ; ; 12/5; 5/2; 12/5; ; ; 12/5; ; 27/11; 14/5; 27/10; 14/5; 27/11; ; 12/5; 14/5; ; ; ; 12/5; 
Macclesfield; 10/3; 10/3; 18/5; 10/3; 18/5; ; 18/5; ; ; 15/4; 7/2; 7/2; ; ; 7/2; ; 39/11; 7/2; 29/10; 7/2; 39/11; ; 14/5; 7/2; ; ; ; 3; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-20 00:23:50 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 3/4; 3/4; 3/4; 8/11; 4/5; ; 4/5; ; ; 3/4; 8/11; 3/4; ; ; 4/5; ; 9/13; 13/18; 13/18; 4/6; 9/13; ; 5/6; 13/18; ; ; ; 8/11; 
Draw; 14/5; 5/2; 23/10; 23/10; 13/5; ; 5/2; ; ; 12/5; 5/2; 12/5; ; ; 12/5; ; 27/11; 14/5; 27/10; 14/5; 27/11; ; 12/5; 14/5; ; ; ; 12/5; 
Macclesfield; 10/3; 10/3; 18/5; 10/3; 18/5; ; 18/5; ; ; 15/4; 7/2; 7/2; ; ; 7/2; ; 39/11; 7/2; 29/10; 7/2; 39/11; ; 14/5; 7/2; ; ; ; 3; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-20 04:23:58 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 3/4; 3/4; 3/4; 8/11; 4/5; ; 4/5; ; ; 3/4; 8/11; 3/4; ; ; 4/5; ; 9/13; 3/4; 13/18; 8/11; 9/13; ; 5/6; 3/4; ; ; ; 8/11; 
Draw; 14/5; 5/2; 23/10; 23/10; 13/5; ; 5/2; ; ; 12/5; 5/2; 12/5; ; ; 12/5; ; 27/11; 27/10; 27/10; 27/10; 27/11; ; 12/5; 27/10; ; ; ; 12/5; 
Macclesfield; 10/3; 10/3; 18/5; 10/3; 18/5; ; 18/5; ; ; 15/4; 7/2; 7/2; ; ; 7/2; ; 39/11; 7/2; 29/10; 7/2; 39/11; ; 14/5; 7/2; ; ; ; 3; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-20 08:23:58 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 3/4; 3/4; 3/4; 8/11; 4/5; ; 4/5; ; 4/5; 3/4; 8/11; 3/4; ; ; 4/5; ; 9/13; 3/4; 13/18; 8/11; 9/13; ; 5/6; 3/4; ; ; ; 8/11; 
Draw; 14/5; 5/2; 23/10; 23/10; 13/5; ; 5/2; ; 5/2; 12/5; 5/2; 12/5; ; ; 12/5; ; 27/11; 27/10; 27/10; 27/10; 27/11; ; 12/5; 27/10; ; ; ; 12/5; 
Macclesfield; 10/3; 10/3; 18/5; 10/3; 18/5; ; 18/5; ; 7/2; 15/4; 7/2; 7/2; ; ; 7/2; ; 39/11; 7/2; 29/10; 7/2; 39/11; ; 14/5; 7/2; ; ; ; 3; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-20 12:24:55 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 3/4; 3/4; 3/4; 8/11; 4/5; ; 4/5; ; 4/5; 3/4; 8/11; 3/4; ; ; 4/5; ; 9/13; 3/4; 13/18; 8/11; 9/13; ; 5/6; 3/4; ; ; ; 8/11; 
Draw; 14/5; 12/5; 23/10; 23/10; 13/5; ; 5/2; ; 5/2; 12/5; 5/2; 12/5; ; ; 12/5; ; 27/11; 27/10; 27/10; 27/10; 27/11; ; 12/5; 27/10; ; ; ; 12/5; 
Macclesfield; 10/3; 18/5; 18/5; 10/3; 18/5; ; 18/5; ; 7/2; 15/4; 7/2; 7/2; ; ; 7/2; ; 39/11; 7/2; 29/10; 7/2; 39/11; ; 14/5; 7/2; ; ; ; 3; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-20 16:25:15 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 5/4; 3/4; 4/5; 8/11; 4/5; ; 4/5; 8/11; 4/5; 3/4; 8/11; 3/4; ; 8/11; 4/5; ; 9/13; 3/4; 13/18; 8/11; 9/13; 41/50; 5/6; 3/4; ; ; 8/11; 8/11; 
Draw; 9/4; 12/5; 23/10; 23/10; 13/5; ; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; ; 12/5; 12/5; ; 27/11; 27/10; 27/10; 27/10; 27/11; 53/20; 12/5; 27/10; ; ; 23/10; 12/5; 
Macclesfield; 11/5; 18/5; 7/2; 10/3; 18/5; ; 18/5; 7/2; 7/2; 15/4; 7/2; 7/2; ; 16/5; 7/2; ; 39/11; 7/2; 29/10; 7/2; 39/11; 79/20; 14/5; 7/2; ; ; 3; 3; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-20 20:26:13 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 5/4; 3/4; 4/5; 8/11; 4/5; ; 4/5; 8/11; 4/5; 3/4; 8/11; 3/4; ; 8/11; 4/5; 4/5; 9/13; 3/4; 13/18; 8/11; 9/13; 41/50; 5/6; 3/4; ; ; 8/11; 8/11; 
Draw; 9/4; 12/5; 23/10; 23/10; 13/5; ; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; ; 12/5; 12/5; 5/2; 27/11; 27/10; 27/10; 27/10; 27/11; 53/20; 12/5; 27/10; ; ; 23/10; 12/5; 
Macclesfield; 11/5; 18/5; 7/2; 10/3; 18/5; ; 18/5; 7/2; 7/2; 15/4; 7/2; 7/2; ; 16/5; 7/2; 7/2; 39/11; 7/2; 29/10; 7/2; 39/11; 79/20; 14/5; 7/2; ; ; 3; 3; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-21 00:23:50 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 3/4; 3/4; 4/5; 8/11; 4/5; ; 4/5; 8/11; 4/5; 3/4; 8/11; 3/4; ; 8/11; 4/5; 4/5; 9/13; 3/4; 13/18; 8/11; 9/13; 41/50; 5/6; 3/4; ; ; 8/11; 8/11; 
Draw; 14/5; 12/5; 23/10; 23/10; 13/5; ; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; ; 12/5; 12/5; 5/2; 27/11; 27/10; 27/10; 27/10; 27/11; 53/20; 12/5; 27/10; ; ; 23/10; 12/5; 
Macclesfield; 10/3; 18/5; 7/2; 10/3; 18/5; ; 18/5; 7/2; 7/2; 15/4; 7/2; 7/2; ; 16/5; 7/2; 7/2; 39/11; 7/2; 29/10; 7/2; 39/11; 79/20; 14/5; 7/2; ; ; 7/2; 3; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-21 04:23:50 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 5/4; 3/4; 4/5; 8/11; 4/5; ; 4/5; 8/11; 4/5; 3/4; 8/11; 3/4; ; 8/11; 4/5; 4/5; 9/13; 3/4; 13/18; 8/11; 9/13; 41/50; 5/6; 3/4; ; ; 8/11; 4/6; 
Draw; 9/4; 12/5; 23/10; 23/10; 13/5; ; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; ; 12/5; 12/5; 5/2; 27/11; 27/10; 27/10; 27/10; 27/11; 53/20; 12/5; 27/10; ; ; 23/10; 9/4; 
Macclesfield; 11/5; 18/5; 7/2; 10/3; 18/5; ; 18/5; 7/2; 7/2; 15/4; 7/2; 7/2; ; 16/5; 7/2; 7/2; 39/11; 7/2; 29/10; 7/2; 39/11; 79/20; 14/5; 7/2; ; ; 3; 3; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-21 08:23:59 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 3/4; 3/4; 4/5; 8/11; 4/5; ; 4/5; 8/11; 4/5; 3/4; 8/11; 3/4; ; 8/11; 4/5; 4/5; 9/13; 3/4; 13/18; 8/11; 9/13; 41/50; 5/6; 3/4; ; ; 8/11; 8/11; 
Draw; 14/5; 12/5; 23/10; 23/10; 13/5; ; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; ; 12/5; 12/5; 5/2; 12/5; 27/10; 27/10; 27/10; 12/5; 53/20; 12/5; 27/10; ; ; 23/10; 12/5; 
Macclesfield; 10/3; 18/5; 7/2; 10/3; 18/5; ; 18/5; 7/2; 7/2; 15/4; 7/2; 7/2; ; 16/5; 7/2; 7/2; 18/5; 7/2; 29/10; 7/2; 18/5; 79/20; 14/5; 7/2; ; ; 3; 3; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-21 12:24:28 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 3/4; 3/4; 4/5; 8/11; 4/5; ; 4/5; 8/11; 4/5; 3/4; 8/11; 3/4; ; 8/11; 4/5; 4/5; 9/13; 3/4; 13/18; 8/11; 9/13; 41/50; 5/6; 3/4; ; ; 8/11; 8/11; 
Draw; 14/5; 12/5; 23/10; 23/10; 13/5; ; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; ; 12/5; 12/5; 5/2; 27/11; 27/10; 27/10; 27/10; 27/11; 53/20; 12/5; 27/10; ; ; 23/10; 12/5; 
Macclesfield; 10/3; 18/5; 7/2; 10/3; 18/5; ; 18/5; 7/2; 7/2; 15/4; 7/2; 7/2; ; 16/5; 7/2; 7/2; 39/11; 7/2; 29/10; 7/2; 39/11; 79/20; 14/5; 7/2; ; ; 3; 3; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-21 16:25:04 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 3/4; 3/4; 4/5; 8/11; 4/5; 7/10; 4/5; 8/11; 4/5; 3/4; 4/5; 3/4; ; 8/11; 4/5; 4/5; 9/13; 3/4; 13/18; 8/11; 9/13; 41/50; 5/6; 3/4; ; ; 8/11; 8/11; 
Draw; 14/5; 12/5; 23/10; 23/10; 13/5; 23/10; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; ; 12/5; 12/5; 5/2; 27/11; 27/10; 27/10; 27/10; 27/11; 53/20; 12/5; 27/10; ; ; 23/10; 12/5; 
Macclesfield; 10/3; 18/5; 7/2; 10/3; 18/5; 3; 18/5; 7/2; 7/2; 15/4; 15/4; 7/2; ; 16/5; 7/2; 7/2; 39/11; 7/2; 29/10; 7/2; 39/11; 79/20; 14/5; 7/2; ; ; 3; 3; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-21 20:28:47 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 3/4; 3/4; 4/5; 8/11; 4/5; 7/10; 4/5; 8/11; 4/5; 3/4; 4/5; 3/4; ; 8/11; 4/5; 4/5; 5/7; 3/4; 13/18; 8/11; 5/7; 41/50; 5/6; 3/4; ; ; 8/11; 8/11; 
Draw; 14/5; 12/5; 23/10; 23/10; 13/5; 23/10; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; ; 12/5; 12/5; 5/2; 5/2; 27/10; 27/10; 27/10; 5/2; 53/20; 12/5; 27/10; ; ; 23/10; 12/5; 
Macclesfield; 10/3; 18/5; 7/2; 10/3; 18/5; 3; 18/5; 7/2; 7/2; 15/4; 15/4; 7/2; ; 16/5; 7/2; 7/2; 18/5; 7/2; 29/10; 7/2; 18/5; 79/20; 14/5; 7/2; ; ; 3; 3; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-22 00:23:50 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 5/4; 3/4; 4/5; 8/11; 4/5; 7/10; 4/5; 8/11; 4/5; 3/4; 4/5; 3/4; ; 8/11; 4/5; 4/5; 5/7; 3/4; 13/18; 8/11; 5/7; 41/50; 5/6; 3/4; ; ; 8/11; 8/11; 
Draw; 9/4; 12/5; 23/10; 23/10; 13/5; 23/10; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; ; 12/5; 12/5; 5/2; 5/2; 27/10; 27/10; 27/10; 5/2; 53/20; 12/5; 27/10; ; ; 23/10; 12/5; 
Macclesfield; 11/5; 18/5; 7/2; 10/3; 18/5; 3; 18/5; 7/2; 7/2; 15/4; 15/4; 7/2; ; 16/5; 7/2; 7/2; 18/5; 7/2; 29/10; 7/2; 18/5; 79/20; 14/5; 7/2; ; ; 7/2; 3; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-22 04:23:45 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 3/4; 3/4; 4/5; 8/11; 4/5; 7/10; 4/5; 8/11; 4/5; 3/4; 4/5; 3/4; ; 8/11; 4/5; 4/5; 5/7; 3/4; 13/18; 8/11; 5/7; 41/50; 5/6; 3/4; ; ; 8/11; 8/11; 
Draw; 14/5; 12/5; 23/10; 23/10; 13/5; 23/10; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; ; 12/5; 12/5; 5/2; 5/2; 27/10; 27/10; 27/10; 5/2; 53/20; 12/5; 27/10; ; ; 23/10; 12/5; 
Macclesfield; 10/3; 18/5; 7/2; 10/3; 18/5; 3; 18/5; 7/2; 7/2; 15/4; 15/4; 7/2; ; 16/5; 7/2; 7/2; 18/5; 7/2; 29/10; 7/2; 18/5; 79/20; 14/5; 7/2; ; ; 7/2; 3; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-22 08:23:29 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 3/4; 3/4; 4/5; 8/11; 4/5; 7/10; 4/5; 8/11; 4/5; 3/4; 5/6; 3/4; ; 8/11; 4/5; 4/5; 5/7; 3/4; 13/18; 8/11; 5/7; 41/50; 5/6; 3/4; ; ; 8/11; 8/11; 
Draw; 14/5; 12/5; 23/10; 23/10; 13/5; 23/10; 5/2; 12/5; 5/2; 12/5; 12/5; 12/5; ; 12/5; 12/5; 5/2; 5/2; 27/10; 27/10; 27/10; 5/2; 53/20; 12/5; 27/10; ; ; 23/10; 12/5; 
Macclesfield; 10/3; 18/5; 7/2; 10/3; 18/5; 3; 18/5; 7/2; 7/2; 15/4; 15/4; 7/2; ; 16/5; 7/2; 7/2; 18/5; 7/2; 29/10; 7/2; 18/5; 79/20; 14/5; 7/2; ; ; 7/2; 3; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-22 12:23:39 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 5/4; 3/4; 4/5; 8/11; 4/5; 7/10; 4/5; 8/11; 4/5; 3/4; 5/6; 3/4; ; 8/11; 4/5; 4/5; 5/7; 3/4; 13/18; 8/11; 5/7; 41/50; 5/6; 3/4; ; ; 8/11; 8/11; 
Draw; 9/4; 12/5; 23/10; 23/10; 13/5; 23/10; 5/2; 12/5; 5/2; 12/5; 12/5; 12/5; ; 12/5; 12/5; 5/2; 5/2; 27/10; 27/10; 27/10; 5/2; 53/20; 12/5; 27/10; ; ; 23/10; 12/5; 
Macclesfield; 11/5; 18/5; 7/2; 10/3; 18/5; 3; 18/5; 7/2; 7/2; 15/4; 15/4; 7/2; ; 16/5; 7/2; 7/2; 18/5; 7/2; 29/10; 7/2; 18/5; 79/20; 14/5; 7/2; ; ; 7/2; 3; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-22 16:24:05 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 3/4; 3/4; 4/5; 8/11; 4/5; 7/10; 4/5; 8/11; 4/5; 3/4; 4/5; 4/5; ; 8/11; 4/5; 4/5; 5/7; 3/4; 13/18; 8/11; 5/7; 41/50; 5/6; 3/4; ; ; 8/11; 8/11; 
Draw; 9/4; 12/5; 23/10; 23/10; 13/5; 23/10; 5/2; 12/5; 5/2; 12/5; 5/2; 5/2; ; 12/5; 12/5; 5/2; 5/2; 27/10; 27/10; 27/10; 5/2; 53/20; 12/5; 27/10; ; ; 23/10; 12/5; 
Macclesfield; 11/5; 18/5; 7/2; 10/3; 18/5; 3; 18/5; 7/2; 7/2; 15/4; 7/2; 7/2; ; 16/5; 7/2; 7/2; 18/5; 7/2; 29/10; 7/2; 18/5; 79/20; 14/5; 7/2; ; ; 7/2; 3; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-22 20:23:58 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 3/4; 3/4; 4/5; 8/11; 4/5; 7/10; 4/5; 8/11; 4/5; 3/4; 4/5; 4/5; ; 8/11; 4/5; 4/5; 5/7; 3/4; 13/18; 8/11; 5/7; 41/50; 5/6; 3/4; ; ; 8/11; 8/11; 
Draw; 9/4; 12/5; 23/10; 23/10; 13/5; 23/10; 5/2; 12/5; 5/2; 12/5; 5/2; 5/2; ; 12/5; 12/5; 5/2; 5/2; 27/10; 27/10; 27/10; 5/2; 53/20; 12/5; 27/10; ; ; 23/10; 12/5; 
Macclesfield; 11/5; 18/5; 7/2; 10/3; 18/5; 3; 18/5; 7/2; 7/2; 15/4; 7/2; 7/2; ; 16/5; 7/2; 7/2; 18/5; 7/2; 29/10; 7/2; 18/5; 79/20; 14/5; 7/2; ; ; 7/2; 3; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-23 00:23:42 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 5/4; 3/4; 4/5; 8/11; 4/5; 7/10; 4/5; 8/11; 4/5; 3/4; 4/5; 4/5; ; 8/11; 4/5; 4/5; 5/7; 3/4; 13/18; 8/11; 5/7; 41/50; 5/6; 3/4; ; ; 8/11; 8/11; 
Draw; 14/5; 12/5; 23/10; 23/10; 13/5; 23/10; 5/2; 12/5; 5/2; 12/5; 5/2; 5/2; ; 12/5; 12/5; 5/2; 5/2; 27/10; 27/10; 27/10; 5/2; 53/20; 12/5; 27/10; ; ; 23/10; 12/5; 
Macclesfield; 10/3; 18/5; 7/2; 10/3; 18/5; 3; 18/5; 7/2; 7/2; 15/4; 7/2; 7/2; ; 16/5; 7/2; 7/2; 18/5; 7/2; 29/10; 7/2; 18/5; 79/20; 14/5; 7/2; ; ; 7/2; 3; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-23 04:23:10 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 3/4; 3/4; 4/5; 8/11; 4/5; 7/10; 4/5; 8/11; 4/5; 3/4; 4/5; 4/5; ; 8/11; 4/5; 4/5; 5/7; 3/4; 13/18; 8/11; 5/7; 41/50; 5/6; 3/4; ; ; 8/11; 8/11; 
Draw; 9/4; 12/5; 23/10; 23/10; 13/5; 23/10; 5/2; 12/5; 5/2; 12/5; 5/2; 5/2; ; 12/5; 12/5; 5/2; 27/11; 27/10; 27/10; 27/10; 27/11; 53/20; 12/5; 27/10; ; ; 23/10; 12/5; 
Macclesfield; 11/5; 18/5; 7/2; 10/3; 18/5; 3; 18/5; 7/2; 7/2; 15/4; 7/2; 7/2; ; 16/5; 7/2; 7/2; 62/17; 7/2; 29/10; 7/2; 62/17; 79/20; 14/5; 7/2; ; ; 7/2; 3; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-23 08:23:10 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 5/4; 3/4; 4/5; 8/11; 4/5; 7/10; 4/5; 8/11; 4/5; 3/4; 4/5; 4/5; ; 8/11; 4/5; 4/5; 5/7; 3/4; 13/18; 8/11; ; 41/50; 5/6; 3/4; ; ; 8/11; 8/11; 
Draw; 9/4; 12/5; 23/10; 23/10; 13/5; 23/10; 5/2; 12/5; 5/2; 12/5; 5/2; 5/2; ; 12/5; 12/5; 5/2; 27/11; 27/10; 27/10; 27/10; ; 53/20; 12/5; 27/10; ; ; 23/10; 12/5; 
Macclesfield; 11/5; 18/5; 7/2; 10/3; 18/5; 3; 18/5; 7/2; 7/2; 15/4; 7/2; 7/2; ; 16/5; 7/2; 7/2; 62/17; 7/2; 29/10; 7/2; ; 79/20; 14/5; 7/2; ; ; 7/2; 3; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-23 12:23:32 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 3/4; 3/4; 4/5; 8/11; 4/5; 7/10; 4/5; 8/11; 4/5; 3/4; 4/5; 4/5; ; 8/11; 4/5; 4/5; 5/7; 3/4; 13/18; 8/11; ; 41/50; 5/6; 3/4; ; ; 8/11; 4/6; 
Draw; 14/5; 12/5; 23/10; 23/10; 13/5; 23/10; 5/2; 12/5; 5/2; 12/5; 5/2; 5/2; ; 12/5; 12/5; 5/2; 5/2; 27/10; 27/10; 27/10; 5/2; 53/20; 12/5; 27/10; ; ; 23/10; 9/4; 
Macclesfield; 10/3; 18/5; 7/2; 10/3; 18/5; 3; 18/5; 7/2; 7/2; 15/4; 7/2; 7/2; ; 16/5; 7/2; 7/2; 18/5; 7/2; 29/10; 7/2; 18/5; 79/20; 14/5; 7/2; ; ; 7/2; 3; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-23 16:23:25 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 3/4; 3/4; 3/4; 8/11; 4/5; 7/10; 3/4; 8/11; 4/5; 3/4; 4/5; 4/5; ; 8/11; 4/5; 4/5; 5/7; 3/4; 13/18; 8/11; ; 41/50; 8/11; 3/4; ; ; 5/6; 8/11; 
Draw; 14/5; 12/5; 23/10; 23/10; 13/5; 23/10; 13/5; 12/5; 5/2; 12/5; 5/2; 5/2; ; 12/5; 12/5; 5/2; 5/2; 27/10; 27/10; 27/10; 5/2; 53/20; 23/10; 27/10; ; ; 23/10; 12/5; 
Macclesfield; 10/3; 18/5; 37/10; 10/3; 18/5; 3; 15/4; 7/2; 7/2; 15/4; 15/4; 7/2; ; 10/3; 7/2; 7/2; 18/5; 7/2; 29/10; 7/2; 18/5; 79/20; 7/2; 7/2; ; ; 7/2; 10/3; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-23 20:23:32 GMT+2; 2016-12-26 15:00; e70300-dr003
