META; english/non-league/national-league/southport-v-guiseley; 2017-03-26 04:22:58 GMT+2; 2017-04-01 15:00; e70300-dr003
Guiseley; ; 3/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Southport; ; 3/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/southport-v-guiseley; 2017-03-27 04:19:33 GMT+2; 2017-03-31 19:00; e70300-dr003
Helmond Sport; 3/4; ; 3/4; ; 8/11; 8/11; 8/11; ; 8/11; 3/4; ; 3/4; ; ; 3/4; ; 5/7; 3/4; ; 5/7; 3/4; ; 13/19; 3/4; 7/10; ; ; ; 
META; english/non-league/national-league/southport-v-guiseley; 2017-03-28 04:21:40 GMT+3; 2017-04-22 16:15; e70300-dr003
Draw 1-1; 5; 5; 11/2; ; ; ; 6; 5; 5; 11/2; 5; 5; 21/4; 11/2; 11/2; ; 60/11; ; 6; 60/11; ; ; 6; ; 6; ; 21/5; ; 
Chelsea 1-0; 6; 6; 13/2; ; ; ; 13/2; 13/2; 6; 6; 6; 6; 6; 13/2; 6; ; 96/17; ; 6; 96/17; ; ; 6; ; 6; ; 21/5; ; 
Chelsea 2-1; 8; 8; 17/2; ; ; ; 17/2; 17/2; 8; 15/2; 8; 15/2; 15/2; 8; 15/2; ; 31/4; ; 8; 31/4; ; ; 8; ; 8; ; 21/5; ; 
Tottenham 1-0; 8; 15/2; 9; ; ; ; 9; 9; 8; 8; 17/2; 8; 8; 17/2; 8; ; 8; ; 9; 8; ; ; 9; ; 9; ; 21/5; ; 
Draw 0-0; 8; 17/2; 9; ; ; ; 15/2; 15/2; 8; 9; 8; 15/2; 15/2; 17/2; 8; ; 7; ; 15/2; 7; ; ; 15/2; ; 15/2; ; 33/5; ; 
Chelsea 2-0; 9; 17/2; 10; ; ; ; 19/2; 9; 9; 9; 9; 9; 9; 10; 8; ; 8; ; 17/2; 8; ; ; 17/2; ; 17/2; ; 21/5; ; 
Tottenham 2-1; 11; 10; 11; ; ; ; 11; 11; 10; 10; 10; 10; 10; 11; 10; ; 43/4; ; 23/2; 43/4; ; ; 23/2; ; 23/2; ; 21/5; ; 
Draw 2-2; 14; 14; 14; ; ; ; 16; 13; 14; 14; 14; 12; 12; 14; 12; ; 59/4; ; 15; 59/4; ; ; 15; ; 15; ; 38/5; ; 
Tottenham 2-0; 16; 14; 17; ; ; ; 17; 14; 14; 14; 16; 14; 16; 16; 12; ; 15; ; 15; 15; ; ; 15; ; 15; ; 21/5; ; 
Chelsea 3-1; 18; 18; 18; ; ; ; 18; 18; 18; 16; 18; 16; 16; 16; 14; ; 16; ; 16; 16; ; ; 16; ; 16; ; 33/5; ; 
Chelsea 3-0; 20; 20; 20; ; ; ; 21; 20; 20; 16; 20; 18; 20; 20; 16; ; 33/2; ; 15; 33/2; ; ; 15; ; 15; ; 33/5; ; 
Tottenham 3-1; 28; 28; 28; ; ; ; 30; 25; 28; 28; 28; 25; 28; 28; 22; ; 109/4; ; 26; 109/4; ; ; 26; ; 26; ; 33/5; ; 
Chelsea 3-2; 28; 33; 28; ; ; ; 30; 30; 33; 28; 28; 25; 28; 28; 22; ; 109/4; ; 27; 109/4; ; ; 27; ; 27; ; 52/5; ; 
Tottenham 3-0; 40; 40; 40; ; ; ; 40; 40; 40; 40; 40; 33; 40; 35; 33; ; 71/2; ; 31; 71/2; ; ; 31; ; 31; ; 33/5; ; 
Tottenham 3-2; 40; 40; 35; ; ; ; 35; 40; 40; 33; 33; 33; 33; 33; 28; ; 137/4; ; 36; 137/4; ; ; 36; ; 36; ; 52/5; ; 
Any Other Score; ; ; 35; ; ; ; ; 35; 50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chelsea 4-1; 40; 50; 45; ; ; ; 45; 50; 50; 40; 45; 33; 45; 40; 33; ; 147/4; ; 34; 147/4; ; ; 34; ; 34; ; ; ; 
Chelsea 4-0; 40; 50; 50; ; ; ; 55; 60; 50; 40; 50; 40; 55; 45; 40; ; 147/4; ; 33; 147/4; ; ; 33; ; 33; ; ; ; 
Draw 3-3; 50; 66; 60; ; ; ; 70; 60; 80; 66; 60; 50; 66; 66; 50; ; 111/2; ; 66; 111/2; ; ; 66; ; 66; ; 62/5; ; 
Chelsea 4-2; 50; 66; 70; ; ; ; 80; 80; 80; 80; 66; 50; 66; 70; 50; ; 109/2; ; 60; 109/2; ; ; 60; ; 60; ; ; ; 
Tottenham 4-1; 66; 80; 80; ; ; ; 100; 100; 100; 100; 80; 66; 75; 90; 80; ; 255/4; ; 66; 255/4; ; ; 66; ; 66; ; ; ; 
Tottenham 4-2; 80; 100; 100; ; ; ; 110; 125; 100; 125; 90; 66; 90; 100; 80; ; 293/4; ; 100; 293/4; ; ; 100; ; 100; ; ; ; 
Tottenham 4-0; 80; 100; 110; ; ; ; 125; 150; 100; 125; 100; 80; 100; 100; 100; ; 293/4; ; 80; 293/4; ; ; 80; ; 80; ; ; ; 
Chelsea 5-1; 100; 100; ; ; ; ; 125; 175; 100; 125; 100; 80; 125; 100; 80; ; 72; ; 90; 72; ; ; 90; ; 90; ; ; ; 
Chelsea 4-3; 125; 150; 125; ; ; ; 150; 175; ; 200; 125; 80; 125; 150; 100; ; 84; ; 150; 84; ; ; 150; ; 150; ; ; ; 
Chelsea 5-0; 100; 150; ; ; ; ; 150; 200; 100; 125; 100; 80; 125; 150; 100; ; 293/4; ; 80; 293/4; ; ; 80; ; 80; ; ; ; 
Chelsea 6-3; ; ; ; ; ; ; ; ; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chelsea 7-2; ; ; ; ; ; ; ; ; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Tottenham 6-3; ; ; ; ; ; ; ; ; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Tottenham 7-2; ; ; ; ; ; ; ; ; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chelsea 5-2; 150; 200; ; ; ; ; 225; 250; ; 200; 125; 100; 150; 150; 125; ; 177/2; ; 150; 177/2; ; ; 150; ; 150; ; ; ; 
Tottenham 4-3; 150; 200; 150; ; ; ; 250; 225; ; 250; 125; 100; 125; 150; 125; ; 91; ; 200; 91; ; ; 200; ; 200; ; ; ; 
Tottenham 6-2; ; 250; ; ; ; ; 225; ; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Tottenham 5-1; 200; 250; ; ; ; ; 250; 425; 100; 450; 150; 100; 175; 250; 250; ; ; ; 200; ; ; ; 200; ; 200; ; ; ; 
Chelsea 10-0; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chelsea 5-3; 400; 250; ; ; ; ; 250; 500; ; 500; 150; ; 175; 300; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chelsea 5-4; ; ; ; ; ; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chelsea 6-0; 350; 250; ; ; ; ; 250; 500; 100; 450; 150; ; 200; 300; ; ; ; ; 250; ; ; ; 250; ; 250; ; ; ; 
Chelsea 6-1; 350; 250; ; ; ; ; 250; 500; ; 450; 150; ; 175; 300; ; ; ; ; 250; ; ; ; 250; ; 250; ; ; ; 
Chelsea 6-2; ; 250; ; ; ; ; 250; ; ; 500; 200; ; 200; 300; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chelsea 7-0; ; ; ; ; ; ; 225; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chelsea 7-1; ; ; ; ; ; ; 225; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chelsea 8-0; ; ; ; ; ; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chelsea 8-1; ; ; ; ; ; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chelsea 9-0; ; ; ; ; ; ; ; 500; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw 4-4; 350; 250; 250; ; ; ; 250; 350; ; 500; 150; ; 175; 300; ; ; ; ; 300; ; ; ; 300; ; 300; ; ; ; 
Tottenham 10-0; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Tottenham 5-0; 300; 250; ; ; ; ; 250; 500; 100; 500; 150; ; 175; 300; ; ; ; ; 250; ; ; ; 250; ; 250; ; ; ; 
Tottenham 5-2; 300; 250; ; ; ; ; 250; 500; ; 450; 150; ; 175; 250; ; ; ; ; 300; ; ; ; 300; ; 300; ; ; ; 
Tottenham 5-3; ; 250; ; ; ; ; 225; 500; ; ; 200; ; 200; 300; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Tottenham 5-4; ; ; ; ; ; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Tottenham 6-0; ; 250; ; ; ; ; 225; 500; 100; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Tottenham 6-1; ; 250; ; ; ; ; 225; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Tottenham 7-0; ; ; ; ; ; ; 225; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Tottenham 7-1; ; ; ; ; ; ; 225; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Tottenham 8-0; ; ; ; ; ; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Tottenham 8-1; ; ; ; ; ; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Tottenham 9-0; ; ; ; ; ; ; ; 500; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/southport-v-guiseley; 2017-03-28 12:39:17 GMT+3; 2017-04-01 15:00; e70300-dr003
Southport; 29/20; 3/2; 29/20; 7/5; 6/4; 11/8; 6/4; 6/4; 6/4; 7/5; 29/20; 11/8; 6/4; 29/20; 6/4; 6/4; 7/5; 6/4; 7/5; 7/5; ; 7/5; 16/11; ; 16/11; ; ; ; 
Guiseley; 9/5; 3/2; 17/10; 17/10; 9/5; 13/8; 9/5; 17/10; 7/4; 9/5; 17/10; 17/10; 7/4; 7/4; 7/4; 7/4; 17/10; 6/4; 17/10; 17/10; ; 13/8; 17/10; ; 17/10; ; ; ; 
Draw; 23/10; 9/4; 9/4; 23/10; 23/10; 43/20; 23/10; 9/4; 23/10; 23/10; 9/4; 11/5; 9/4; 21/10; 9/4; 23/10; 9/4; 11/5; 9/4; 9/4; ; 23/10; 9/4; ; 9/4; ; ; ; 
META; english/non-league/national-league/southport-v-guiseley; 2017-03-28 16:25:51 GMT+3; 2017-04-01 15:00; e70300-dr003
Southport; 29/20; 3/2; 29/20; 7/5; 6/4; 11/8; 6/4; 6/4; 6/4; 7/5; 29/20; 11/8; 6/4; 29/20; 6/4; 6/4; 7/5; 6/4; 7/5; 7/5; 31/20; 7/5; 16/11; ; 16/11; ; ; ; 
Guiseley; 9/5; 3/2; 17/10; 17/10; 9/5; 13/8; 9/5; 17/10; 7/4; 9/5; 17/10; 17/10; 7/4; 7/4; 7/4; 7/4; 17/10; 6/4; 17/10; 17/10; 181/100; 13/8; 17/10; ; 17/10; ; ; ; 
Draw; 23/10; 9/4; 9/4; 23/10; 23/10; 43/20; 23/10; 9/4; 23/10; 23/10; 9/4; 11/5; 9/4; 21/10; 9/4; 23/10; 9/4; 11/5; 9/4; 9/4; 13/5; 23/10; 9/4; ; 9/4; ; ; ; 
META; english/non-league/national-league/southport-v-guiseley; 2017-03-29 00:20:59 GMT+3; 2017-04-01 15:00; e70300-dr003
Southport; 29/20; 3/2; 29/20; 7/5; 6/4; 11/8; 6/4; 6/4; 6/4; 7/5; 29/20; 11/8; 6/4; 29/20; 6/4; 6/4; 7/5; 6/4; 7/5; 7/5; 31/20; 7/5; 16/11; ; 16/11; ; ; ; 
Guiseley; 9/5; 3/2; 17/10; 17/10; 9/5; 13/8; 9/5; 17/10; 7/4; 9/5; 17/10; 17/10; 7/4; 7/4; 7/4; 7/4; 17/10; 6/4; 17/10; 17/10; 181/100; 13/8; 17/10; ; 17/10; ; ; ; 
Draw; 23/10; 9/4; 9/4; 23/10; 23/10; 43/20; 23/10; 9/4; 23/10; 23/10; 9/4; 11/5; 9/4; 21/10; 9/4; 23/10; 9/4; 11/5; 9/4; 9/4; 13/5; 23/10; 9/4; ; 9/4; ; ; ; 
META; english/non-league/national-league/southport-v-guiseley; 2017-03-29 04:21:10 GMT+3; 2017-04-01 15:00; e70300-dr003
Southport; 29/20; 3/2; 29/20; 7/5; 6/4; 11/8; 6/4; 6/4; 6/4; 7/5; 29/20; 11/8; 6/4; 29/20; 6/4; 6/4; 7/5; 6/4; 7/5; 7/5; 31/20; 7/5; 16/11; ; 16/11; ; ; ; 
Guiseley; 9/5; 3/2; 17/10; 17/10; 9/5; 13/8; 9/5; 17/10; 7/4; 9/5; 17/10; 17/10; 7/4; 7/4; 7/4; 7/4; 17/10; 6/4; 17/10; 17/10; 181/100; 13/8; 17/10; ; 17/10; ; ; ; 
Draw; 23/10; 9/4; 9/4; 23/10; 23/10; 43/20; 23/10; 9/4; 23/10; 23/10; 9/4; 11/5; 9/4; 21/10; 9/4; 23/10; 9/4; 11/5; 9/4; 9/4; 13/5; 23/10; 9/4; ; 9/4; ; ; ; 
META; english/non-league/national-league/southport-v-guiseley; 2017-03-29 12:22:25 GMT+3; 2017-04-01 15:00; e70300-dr003
Southport; 29/20; 3/2; 29/20; 7/5; 6/4; 11/8; 6/4; 6/4; 6/4; 7/5; 29/20; 11/8; 6/4; 29/20; 6/4; 6/4; 7/5; 6/4; 7/5; ; 31/20; 7/5; 16/11; ; 16/11; ; ; 7/5; 
Guiseley; 9/5; 3/2; 17/10; 17/10; 9/5; 13/8; 9/5; 17/10; 7/4; 9/5; 17/10; 17/10; 7/4; 7/4; 7/4; 7/4; 17/10; 6/4; 17/10; ; 181/100; 13/8; 17/10; ; 17/10; ; ; 17/10; 
Draw; 23/10; 9/4; 9/4; 23/10; 23/10; 43/20; 23/10; 9/4; 23/10; 23/10; 9/4; 11/5; 9/4; 21/10; 9/4; 23/10; 9/4; 11/5; 9/4; ; 13/5; 23/10; 9/4; ; 9/4; ; ; 19/10; 
META; english/non-league/national-league/southport-v-guiseley; 2017-03-29 20:19:53 GMT+3; 2017-04-01 15:00; e70300-dr003
Southport; 29/20; 7/5; 29/20; 7/5; 6/4; 11/8; 6/4; 6/4; 7/5; 7/5; 29/20; 13/10; 29/20; 29/20; 6/4; 16/11; 7/5; 6/4; 7/5; 7/5; 31/20; 16/11; 16/11; ; 16/11; ; ; 7/5; 
Guiseley; 9/5; 9/5; 17/10; 17/10; 9/5; 13/8; 9/5; 17/10; 9/5; 9/5; 17/10; 17/10; 9/5; 7/4; 7/4; 9/5; 7/4; 6/4; 17/10; 7/4; 181/100; 9/5; 17/10; ; 17/10; ; ; 17/10; 
Draw; 23/10; 23/10; 9/4; 23/10; 23/10; 43/20; 23/10; 9/4; 23/10; 23/10; 9/4; 23/10; 9/4; 21/10; 9/4; 23/10; 23/10; 11/5; 9/4; 23/10; 13/5; 23/10; 9/4; ; 9/4; ; ; 21/10; 
META; english/non-league/national-league/southport-v-guiseley; 2017-03-30 00:20:26 GMT+3; 2017-04-02 14:00; e70300-dr003
Chievo; 5/6; 4/5; 5/6; 4/5; 5/6; 5/6; 4/5; 7/10; 5/6; 4/5; 4/5; 4/5; 4/5; 4/5; 5/6; 4/5; 10/13; 3/4; 8/11; 10/13; 41/50; 13/16; 11/14; 5/6; 4/5; ; 4/5; 4/5; 4/5
Draw; 12/5; 12/5; 47/20; 12/5; 5/2; 13/5; 12/5; 12/5; 5/2; 12/5; 9/4; 5/2; 49/20; 5/2; 12/5; 12/5; 27/11; 5/2; 12/5; 27/11; 13/5; 27/11; 27/11; 12/5; 5/2; ; 23/10; 12/5; 13/5
Crotone; 7/2; 15/4; 15/4; 15/4; 19/5; 15/4; 21/5; 10/3; 7/2; 15/4; 7/2; 7/2; 15/4; 7/2; 15/4; 4; 15/4; 15/4; 7/2; 15/4; 43/10; 13/4; 18/5; 15/4; 62/17; ; 7/2; 7/2; 4
META; english/non-league/national-league/southport-v-guiseley; 2017-03-30 04:20:38 GMT+3; ; e70300-dr003
Elizabeth Warren; ; ; ; 13/2; 7; ; ; ; ; 6; 6; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; 5; ; 
Cory Booker; ; ; ; 7; 9; ; ; ; ; 8; 8; ; ; ; 7; ; ; ; ; ; ; ; ; ; ; ; 57/5; ; 
Michelle Obama; ; ; ; 9; 10; ; ; ; ; 8; 8; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; 38/5; ; 
Bernie Sanders; ; ; ; 10; 10; ; ; ; ; 8; 8; ; ; ; 12; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Andrew Cuomo; ; ; ; 10; 10; ; ; ; ; 12; 12; ; ; ; 8; ; ; ; ; ; ; ; ; ; ; ; 19/2; ; 
Hillary Clinton; ; ; ; 12; 10; ; ; ; ; 10; 10; ; ; ; 10; ; ; ; ; ; ; ; ; ; ; ; 54/5; ; 
Tim Kaine; ; ; ; 14; 12; ; ; ; ; 12; 12; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; 17/2; ; 
Sherrod Brown; ; ; ; 16; 16; ; ; ; ; 16; 16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 76/5; ; 
Julian Castro; ; ; ; 20; 20; ; ; ; ; 20; 20; ; ; ; 16; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Kirsten Gillibrand; ; ; ; 20; 20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Kamala Harris; ; ; ; 20; 20; ; ; ; ; 16; 16; ; ; ; 20; ; ; ; ; ; ; ; ; ; ; ; 17/2; ; 
Amy Klobuchar; ; ; ; 20; 20; ; ; ; ; ; ; ; ; ; 18; ; ; ; ; ; ; ; ; ; ; ; 62/5; ; 
Joe Biden; ; ; ; 20; 16; ; ; ; ; 16; 16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 62/5; ; 
John Hickenlooper; ; ; ; 16; 25; ; ; ; ; 25; 25; ; ; ; 33; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Mark Warner; ; ; ; 33; 33; ; ; ; ; 33; 33; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Al Gore; ; ; ; 33; 25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Al Franken; ; ; ; 50; 50; ; ; ; ; 25; 50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Jerry Brown; ; ; ; 50; 50; ; ; ; ; 50; 50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Joe Manchin; ; ; ; 50; 50; ; ; ; ; 50; 50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Mark Cuban; ; ; ; 20; 25; ; ; ; ; ; ; ; ; ; 50; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Tulsi  Gabbard; ; ; ; 50; 33; ; ; ; ; 50; 50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Jim Webb; ; ; ; 66; 50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chelsea Clinton; ; ; ; 66; 66; ; ; ; ; 80; 80; ; ; ; 50; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/southport-v-guiseley; 2017-03-30 12:21:44 GMT+3; 2017-04-01 15:00; e70300-dr003
Southport; 29/20; 7/5; 7/5; 7/5; 6/4; 11/8; 29/20; 6/4; 7/5; 7/5; 7/5; 13/10; 29/20; 29/20; 6/4; 16/11; 7/5; 6/4; 7/5; 7/5; 31/20; 16/11; 10/7; ; 10/7; ; ; 7/5; 
Guiseley; 9/5; 9/5; 7/4; 17/10; 9/5; 13/8; 15/8; 17/10; 9/5; 9/5; 7/4; 17/10; 9/5; 9/5; 7/4; 9/5; 7/4; 6/4; 7/4; 7/4; 181/100; 9/5; 7/4; ; 7/4; ; ; 9/5; 
Draw; 23/10; 23/10; 9/4; 23/10; 23/10; 43/20; 23/10; 9/4; 23/10; 12/5; 9/4; 23/10; 9/4; 21/10; 9/4; 23/10; 23/10; 11/5; 11/5; 23/10; 13/5; 23/10; 11/5; ; 11/5; ; ; 21/10; 
META; english/non-league/national-league/southport-v-guiseley; 2017-03-30 16:20:58 GMT+3; 2017-03-31 17:00; e70300-dr003
Kamil Bilinski; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 24/13; ; 9/5; ; ; ; 9/5; ; 9/5; ; ; ; 
Lukasz Zwolinski; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/4; ; 9/5; ; ; ; 24/13; ; 24/13; ; ; ; 
Robert Pich; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 21/10; ; ; ; 28/13; ; 28/13; ; ; ; 
Ilian Micanski; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; 23/10; 12/5; ; ; 40/17; ; 40/17; ; ; ; 
Sito Riera; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; 12/5; ; ; ; 12/5; ; 12/5; ; ; ; 
Peter Grajciar; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; 5/2; 12/5; ; ; 28/11; ; 28/11; ; ; ; 
Ryota Morioka; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 28/11; ; 5/2; ; ; ; 28/11; ; 28/11; ; ; ; 
Maciej Gorski; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 29/10; ; 14/5; ; ; ; 29/10; ; 29/10; ; ; ; 
Miguel Palanca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 14/5; ; 14/5; ; ; ; 29/10; ; 29/10; ; ; ; 
Alvarinho; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 37/13; ; 3; 37/13; ; ; 3; ; 3; ; ; ; 
Joan Roman; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 29/10; ; 3; ; ; ; 3; ; 3; ; ; ; 
Lukasz Madej; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; 3; 3; ; ; 3; ; 3; ; ; ; 
Aleksander Kovacevic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 16/5; ; 3; 16/5; ; ; 13/4; ; 13/4; ; ; ; 
Jacek Kielb; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 16/5; ; 10/3; ; ; ; 57/17; ; 57/17; ; ; ; 
Dani Abalo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/5; ; 10/3; ; ; ; 57/17; ; 57/17; ; ; ; 
Mario Engels; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4; ; 4; 4; ; ; 4; ; 4; ; ; ; 
Nabil Aankour; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4; ; 4; ; ; ; 41/10; ; 41/10; ; ; ; 
Sergiy Pilipchuk; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 43/10; ; 22/5; 43/10; ; ; 22/5; ; 22/5; ; ; ; 
Adam Kokoszka; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/4; ; 26/5; 21/4; ; ; 21/4; ; 21/4; ; ; ; 
Ostoja Stjepanovic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5; ; 26/5; 5; ; ; 21/4; ; 21/4; ; ; ; 
Piotr Celeban; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5; ; 26/5; ; ; ; 21/4; ; 21/4; ; ; ; 
