META; english/non-league/national-league/solihull-moors-v-sutton-utd; 2017-02-05 16:25:23 GMT+2; 2017-02-11 15:00; e70300-dr003
Solihull Moors; 2; 19/10; 2; 19/10; 2; ; 2; ; 2; ; 2; 9/5; 2; ; ; 2; 37/19; 24/13; 2; 37/19; ; ; 2; ; ; ; ; 
Draw; 5/2; 5/2; 9/4; 21/10; 5/2; ; 5/2; ; 12/5; ; 9/4; 12/5; 47/20; ; ; 12/5; 40/17; 12/5; 23/10; 40/17; ; ; 23/10; ; ; ; ; 
META; english/non-league/national-league/solihull-moors-v-sutton-utd; 2017-02-07 04:22:31 GMT+2; 2017-02-11 15:00; e70300-dr003
Sutton Utd; 5/4; 5/4; 5/4; 6/5; 5/4; ; 5/4; ; 5/4; ; 5/4; 5/4; 5/4; ; ; 5/4; 6/5; 15/13; 6/5; 6/5; ; ; 6/5; ; ; ; ; 
Solihull Moors; 2; 19/10; 2; 19/10; 2; ; 2; ; 2; ; 2; 9/5; 2; ; ; 2; 37/19; 24/13; 2; 37/19; ; ; 2; ; ; ; ; 
Draw; 5/2; 5/2; 9/4; 21/10; 5/2; ; 5/2; ; 12/5; ; 9/4; 12/5; 47/20; ; ; 12/5; 40/17; 12/5; 23/10; 40/17; ; ; 23/10; ; ; ; ; 
META; english/non-league/national-league/solihull-moors-v-sutton-utd; 2017-02-07 08:22:39 GMT+2; 2017-02-11 15:00; e70300-dr003
Sutton Utd; 5/4; 5/4; 5/4; 6/5; 5/4; ; 5/4; 6/5; 5/4; ; 5/4; 5/4; 5/4; ; ; 5/4; 6/5; 15/13; 6/5; 6/5; ; ; 6/5; ; ; ; ; 
Solihull Moors; 2; 19/10; 2; 19/10; 2; ; 2; 2; 2; ; 2; 9/5; 2; ; ; 2; 37/19; 24/13; 2; 37/19; ; ; 2; ; ; ; ; 
Draw; 5/2; 5/2; 9/4; 21/10; 5/2; ; 5/2; 23/10; 12/5; ; 9/4; 12/5; 47/20; ; ; 12/5; 40/17; 12/5; 23/10; 40/17; ; ; 23/10; ; ; ; ; 
META; english/non-league/national-league/solihull-moors-v-sutton-utd; 2017-02-07 12:24:03 GMT+2; 2017-02-11 15:00; e70300-dr003
Sutton Utd; 5/4; 5/4; 5/4; 6/5; 5/4; ; 5/4; 6/5; 5/4; ; 5/4; 5/4; 5/4; ; ; 5/4; 6/5; 15/13; 6/5; 6/5; ; ; 6/5; ; ; ; ; 
Solihull Moors; 2; 19/10; 2; 19/10; 2; ; 2; 2; 2; ; 2; 9/5; 2; ; ; 2; 19/10; 24/13; 2; 19/10; ; ; 2; ; ; ; ; 
Draw; 5/2; 5/2; 9/4; 21/10; 5/2; ; 5/2; 23/10; 12/5; ; 9/4; 12/5; 47/20; ; ; 12/5; 12/5; 12/5; 23/10; 12/5; ; ; 23/10; ; ; ; ; 
META; english/non-league/national-league/solihull-moors-v-sutton-utd; 2017-02-07 16:23:27 GMT+2; 2017-02-11 15:00; e70300-dr003
Sutton Utd; 11/8; 7/5; 29/20; 7/5; 7/5; 5/4; 29/20; 7/5; 7/5; 6/4; 29/20; 29/20; 7/5; ; 6/4; 16/11; 7/5; 15/13; 6/5; 7/5; 153/100; 25/19; 6/5; ; ; ; 11/8; 
Solihull Moors; 9/5; 7/4; 9/5; 17/10; 15/8; 17/10; 9/5; 9/5; 9/5; 9/5; 7/4; 17/10; 9/5; ; 7/4; 9/5; 7/4; 24/13; 2; 7/4; 19/10; 32/19; 2; ; ; ; 7/4; 
Draw; 5/2; 23/10; 11/5; 21/10; 12/5; 9/4; 12/5; 11/5; 23/10; 23/10; 11/5; 11/5; 23/10; ; 9/4; 23/10; 9/4; 12/5; 23/10; 9/4; 5/2; 12/5; 23/10; ; ; ; 21/10; 
META; english/non-league/national-league/solihull-moors-v-sutton-utd; 2017-02-07 20:23:23 GMT+2; 2017-02-11 15:00; e70300-dr003
Sutton Utd; 11/8; 7/5; 29/20; 7/5; 29/20; 5/4; 29/20; 7/5; 7/5; 6/4; 29/20; 29/20; 7/5; ; 6/4; 16/11; 7/5; 13/10; 6/5; 7/5; 153/100; 25/19; 6/5; ; ; ; 7/5; 
Solihull Moors; 9/5; 7/4; 9/5; 17/10; 15/8; 17/10; 9/5; 9/5; 9/5; 9/5; 7/4; 17/10; 9/5; ; 7/4; 9/5; 7/4; 7/4; 2; 7/4; 19/10; 32/19; 2; ; ; ; 7/4; 
Draw; 5/2; 23/10; 11/5; 21/10; 23/10; 9/4; 12/5; 11/5; 23/10; 23/10; 11/5; 11/5; 23/10; ; 9/4; 23/10; 9/4; 11/5; 23/10; 9/4; 5/2; 12/5; 23/10; ; ; ; 21/10; 
META; english/non-league/national-league/solihull-moors-v-sutton-utd; 2017-02-08 00:22:26 GMT+2; 2017-02-11 15:00; e70300-dr003
Sutton Utd; 11/8; 7/5; 29/20; 7/5; 29/20; 5/4; 29/20; 7/5; 7/5; 6/4; 29/20; 29/20; 7/5; ; 6/4; 16/11; 7/5; 13/10; 6/5; 7/5; 153/100; 25/19; 6/5; ; ; 7/5; 11/8; 
Solihull Moors; 9/5; 7/4; 9/5; 17/10; 15/8; 17/10; 9/5; 9/5; 9/5; 9/5; 7/4; 17/10; 9/5; ; 7/4; 9/5; 7/4; 7/4; 2; 7/4; 19/10; 32/19; 2; ; ; 7/4; 7/4; 
Draw; 5/2; 23/10; 11/5; 21/10; 23/10; 9/4; 12/5; 11/5; 23/10; 23/10; 11/5; 11/5; 23/10; ; 9/4; 23/10; 9/4; 11/5; 23/10; 9/4; 5/2; 12/5; 23/10; ; ; 9/4; 21/10; 
META; english/non-league/national-league/solihull-moors-v-sutton-utd; 2017-02-08 04:22:25 GMT+2; 2017-02-11 15:00; e70300-dr003
Sutton Utd; 11/8; 7/5; 29/20; 7/5; 29/20; 5/4; 6/4; 7/5; 6/4; 6/4; 29/20; 29/20; 6/4; ; 6/4; 16/11; 7/5; 13/10; 6/5; 7/5; 153/100; 15/11; 6/5; ; ; 6/4; 7/5; 
Solihull Moors; 9/5; 7/4; 7/4; 17/10; 9/5; 17/10; 7/4; 9/5; 9/5; 7/4; 17/10; 17/10; 7/4; ; 7/4; 9/5; 7/4; 7/4; 2; 7/4; 19/10; 13/8; 2; ; ; 17/10; 13/8; 
Draw; 5/2; 23/10; 11/5; 21/10; 12/5; 9/4; 12/5; 11/5; 23/10; 23/10; 11/5; 11/5; 9/4; ; 9/4; 23/10; 9/4; 11/5; 23/10; 9/4; 5/2; 12/5; 23/10; ; ; 9/4; 21/10; 
META; english/non-league/national-league/solihull-moors-v-sutton-utd; 2017-02-08 08:22:04 GMT+2; 2017-02-11 15:00; e70300-dr003
Sutton Utd; 11/8; 7/5; 29/20; 29/20; 6/4; 5/4; 29/20; 7/5; ; 6/4; 29/20; 29/20; 6/4; ; 6/4; 16/11; 16/11; 13/10; 6/4; 16/11; 153/100; 15/11; 6/4; ; ; 6/4; 7/5; 
Solihull Moors; 9/5; 7/4; 7/4; 17/10; 9/5; 17/10; 9/5; 9/5; ; 7/4; 7/4; 17/10; 7/4; ; 7/4; 9/5; 17/10; 7/4; 13/8; 17/10; 19/10; 13/8; 28/17; ; ; 17/10; 17/10; 
Draw; 5/2; 23/10; 11/5; 2; 23/10; 9/4; 12/5; 11/5; ; 23/10; 11/5; 11/5; 9/4; ; 9/4; 23/10; 9/4; 11/5; 9/4; 9/4; 5/2; 12/5; 9/4; ; ; 9/4; 21/10; 
META; english/non-league/national-league/solihull-moors-v-sutton-utd; 2017-02-08 12:24:59 GMT+2; 2017-02-11 15:00; e70300-dr003
Sutton Utd; 11/8; 7/5; 29/20; 29/20; 6/4; 5/4; 29/20; 7/5; 6/4; 6/4; 29/20; 29/20; 6/4; ; 6/4; 16/11; 16/11; 13/10; 6/4; ; ; 15/11; 6/4; ; ; 6/4; 7/5; 
Solihull Moors; 9/5; 7/4; 7/4; 17/10; 9/5; 17/10; 9/5; 9/5; 9/5; 7/4; 7/4; 17/10; 7/4; ; 7/4; 9/5; 17/10; 7/4; 13/8; ; ; 13/8; 28/17; ; ; 17/10; 7/4; 
Draw; 5/2; 23/10; 11/5; 2; 23/10; 9/4; 12/5; 11/5; 23/10; 23/10; 11/5; 11/5; 9/4; ; 9/4; 23/10; 9/4; 11/5; 9/4; ; ; 12/5; 9/4; ; ; 9/4; 21/10; 
META; english/non-league/national-league/solihull-moors-v-sutton-utd; 2017-02-08 16:23:06 GMT+2; 2017-02-11 15:00; e70300-dr003
Sutton Utd; 11/8; 7/5; 29/20; 29/20; 6/4; 5/4; 29/20; 7/5; 6/4; 6/4; 29/20; 29/20; 6/4; ; 6/4; 16/11; 16/11; 13/10; 6/4; 16/11; 153/100; 15/11; 6/4; ; ; 6/4; 7/5; 
Solihull Moors; 9/5; 9/5; 7/4; 17/10; 9/5; 17/10; 9/5; 9/5; 9/5; 7/4; 7/4; 17/10; 7/4; ; 7/4; 9/5; 17/10; 7/4; 13/8; 17/10; 47/25; 13/8; 28/17; ; ; 17/10; 7/4; 
Draw; 5/2; 23/10; 11/5; 2; 23/10; 9/4; 12/5; 11/5; 23/10; 23/10; 11/5; 11/5; 9/4; ; 9/4; 23/10; 9/4; 11/5; 9/4; 9/4; 5/2; 12/5; 9/4; ; ; 23/10; 21/10; 
META; english/non-league/national-league/solihull-moors-v-sutton-utd; 2017-02-08 20:23:57 GMT+2; 2017-02-11 15:00; e70300-dr003
Sutton Utd; 11/8; 7/5; 29/20; 29/20; 6/4; 5/4; 29/20; 7/5; 6/4; 6/4; 29/20; 29/20; 6/4; 29/20; 6/4; 16/11; ; 13/10; 6/4; 16/11; 153/100; 15/11; 6/4; ; ; 6/4; 7/5; 
Solihull Moors; 9/5; 9/5; 7/4; 17/10; 9/5; 17/10; 9/5; 9/5; 9/5; 7/4; 7/4; 17/10; 7/4; 17/10; 7/4; 9/5; ; 7/4; 13/8; 17/10; 47/25; 13/8; 28/17; ; ; 17/10; 7/4; 
Draw; 5/2; 23/10; 11/5; 2; 23/10; 9/4; 12/5; 11/5; 23/10; 23/10; 11/5; 11/5; 9/4; 2; 9/4; 23/10; ; 11/5; 9/4; 23/10; 5/2; 12/5; 9/4; ; ; 23/10; 21/10; 
META; english/non-league/national-league/solihull-moors-v-sutton-utd; 2017-02-09 00:22:22 GMT+2; 2017-02-11 15:00; e70300-dr003
Sutton Utd; 11/8; 7/5; 29/20; 29/20; 6/4; 5/4; 29/20; 7/5; 6/4; 6/4; 29/20; 29/20; 6/4; 29/20; 6/4; 16/11; 16/11; 13/10; 6/4; 16/11; 153/100; 15/11; 6/4; ; ; 6/4; 7/5; 
Solihull Moors; 9/5; 9/5; 7/4; 17/10; 9/5; 17/10; 9/5; 9/5; 9/5; 7/4; 7/4; 17/10; 7/4; 17/10; 7/4; 9/5; 17/10; 7/4; 13/8; 17/10; 47/25; 13/8; 28/17; ; ; 17/10; 7/4; 
Draw; 5/2; 23/10; 11/5; 2; 23/10; 9/4; 12/5; 11/5; 23/10; 23/10; 11/5; 11/5; 9/4; 2; 9/4; 23/10; 23/10; 11/5; 9/4; 23/10; 5/2; 12/5; 9/4; ; ; 23/10; 21/10; 
META; english/non-league/national-league/solihull-moors-v-sutton-utd; 2017-02-09 04:22:15 GMT+2; 2017-02-11 15:00; e70300-dr003
Sutton Utd; 11/8; 7/5; 29/20; 29/20; 6/4; 5/4; 29/20; 7/5; 6/4; 6/4; 29/20; 29/20; 6/4; 29/20; 6/4; 16/11; 16/11; 13/10; 6/4; 16/11; 153/100; 15/11; 6/4; ; ; 6/4; 7/5; 
Solihull Moors; 9/5; 9/5; 7/4; 17/10; 9/5; 17/10; 9/5; 9/5; 9/5; 7/4; 7/4; 17/10; 7/4; 17/10; 7/4; 9/5; 17/10; 7/4; 13/8; 17/10; 47/25; 13/8; 28/17; ; ; 17/10; 7/4; 
Draw; 5/2; 23/10; 11/5; 2; 23/10; 9/4; 12/5; 11/5; 23/10; 23/10; 11/5; 11/5; 9/4; 2; 9/4; 23/10; 23/10; 11/5; 9/4; 23/10; 5/2; 12/5; 9/4; ; ; 23/10; 21/10; 
META; english/non-league/national-league/solihull-moors-v-sutton-utd; 2017-02-09 08:22:14 GMT+2; 2017-02-11 15:00; e70300-dr003
Sutton Utd; 11/8; 7/5; 29/20; 29/20; 6/4; 5/4; 29/20; 7/5; 6/4; 6/4; 29/20; 29/20; 6/4; 29/20; 6/4; 16/11; 6/4; 13/10; 6/4; 6/4; 153/100; 15/11; 6/4; ; ; 6/4; 7/5; 
Solihull Moors; 9/5; 9/5; 7/4; 17/10; 9/5; 17/10; 9/5; 9/5; 9/5; 7/4; 7/4; 17/10; 7/4; 17/10; 7/4; 9/5; 17/10; 7/4; 13/8; 17/10; 47/25; 13/8; 28/17; ; ; 17/10; 17/10; 
Draw; 5/2; 23/10; 11/5; 2; 23/10; 9/4; 12/5; 11/5; 23/10; 23/10; 11/5; 11/5; 9/4; 2; 9/4; 23/10; 9/4; 11/5; 9/4; 9/4; 5/2; 12/5; 9/4; ; ; 23/10; 21/10; 
META; english/non-league/national-league/solihull-moors-v-sutton-utd; 2017-02-09 12:31:55 GMT+2; 2017-02-11 15:00; e70300-dr003
Sutton Utd; 11/8; 7/5; 29/20; 29/20; 6/4; 5/4; 29/20; 7/5; 6/4; 6/4; 29/20; 29/20; 6/4; 29/20; 6/4; 16/11; 16/11; 13/10; 6/4; 16/11; 153/100; 15/11; 6/4; ; ; 6/4; 7/5; 
Solihull Moors; 9/5; 9/5; 7/4; 17/10; 9/5; 17/10; 9/5; 9/5; 9/5; 7/4; 7/4; 17/10; 7/4; 17/10; 7/4; 9/5; 17/10; 7/4; 13/8; 17/10; 47/25; 13/8; 28/17; ; ; 17/10; 7/4; 
Draw; 5/2; 23/10; 11/5; 2; 23/10; 9/4; 23/10; 11/5; 23/10; 23/10; 11/5; 11/5; 9/4; 2; 9/4; 23/10; 23/10; 11/5; 9/4; 23/10; 5/2; 12/5; 9/4; ; ; 23/10; 21/10; 
META; english/non-league/national-league/solihull-moors-v-sutton-utd; 2017-02-09 13:58:08 GMT+2; 2017-02-11 15:00; e70300-dr003
Sutton Utd; 11/8; 7/5; 29/20; 29/20; 6/4; 5/4; 29/20; 7/5; 6/4; 6/4; 29/20; 29/20; 6/4; 29/20; 6/4; 16/11; 16/11; 13/10; 6/4; 16/11; 153/100; 15/11; 6/4; ; ; 6/4; 7/5; 
Solihull Moors; 9/5; 9/5; 7/4; 17/10; 9/5; 17/10; 9/5; 9/5; 9/5; 7/4; 7/4; 17/10; 7/4; 17/10; 7/4; 9/5; 17/10; 7/4; 13/8; 17/10; 47/25; 13/8; 28/17; ; ; 17/10; 7/4; 
Draw; 5/2; 23/10; 11/5; 2; 23/10; 9/4; 12/5; 11/5; 23/10; 23/10; 11/5; 11/5; 9/4; 2; 9/4; 23/10; 23/10; 11/5; 9/4; 23/10; 5/2; 12/5; 9/4; ; ; 23/10; 21/10; 
META; english/non-league/national-league/solihull-moors-v-sutton-utd; 2017-02-09 16:23:31 GMT+2; 2017-02-11 15:00; e70300-dr003
Sutton Utd; 11/8; 7/5; 29/20; 29/20; 6/4; 5/4; 6/4; 7/5; 6/4; 6/4; 29/20; 29/20; 6/4; 29/20; 6/4; 16/11; 6/4; 13/10; 6/4; 6/4; 153/100; 15/11; 6/4; ; ; 6/4; 7/5; 
Solihull Moors; 9/5; 9/5; 7/4; 17/10; 9/5; 17/10; 9/5; 9/5; 9/5; 7/4; 17/10; 17/10; 7/4; 17/10; 7/4; 9/5; 17/10; 7/4; 13/8; 17/10; 47/25; 13/8; 28/17; ; ; 17/10; 7/4; 
Draw; 5/2; 23/10; 11/5; 2; 23/10; 9/4; 23/10; 11/5; 23/10; 23/10; 11/5; 11/5; 9/4; 2; 9/4; 23/10; 23/10; 11/5; 9/4; 23/10; 5/2; 12/5; 9/4; ; ; 23/10; 21/10; 
META; english/non-league/national-league/solihull-moors-v-sutton-utd; 2017-02-09 20:22:11 GMT+2; 2017-02-11 15:00; e70300-dr003
Sutton Utd; 11/8; 7/5; 29/20; 29/20; 6/4; 5/4; 29/20; 7/5; 6/4; 7/5; 29/20; 29/20; 6/4; 6/4; 6/4; 16/11; 16/11; 13/10; 6/4; 7/5; 153/100; 15/11; 6/4; ; ; 7/5; 7/5; 
Solihull Moors; 9/5; 7/4; 7/4; 17/10; 9/5; 17/10; 9/5; 9/5; 9/5; 15/8; 17/10; 17/10; 7/4; 9/5; 7/4; 9/5; 17/10; 7/4; 13/8; 9/5; 47/25; 13/8; 28/17; ; ; 9/5; 9/5; 
Draw; 5/2; 23/10; 11/5; 2; 23/10; 9/4; 12/5; 11/5; 23/10; 23/10; 11/5; 11/5; 9/4; 21/10; 9/4; 23/10; 23/10; 11/5; 9/4; 23/10; 5/2; 12/5; 9/4; ; ; 23/10; 21/10; 
META; english/non-league/national-league/solihull-moors-v-sutton-utd; 2017-02-10 00:21:54 GMT+2; 2017-02-11 15:00; e70300-dr003
Sutton Utd; 11/8; 7/5; 29/20; 11/8; 29/20; 5/4; 29/20; 7/5; 7/5; 7/5; 7/5; 29/20; 7/5; 29/20; 6/4; 16/11; 7/5; 13/10; 6/4; 7/5; 153/100; 15/11; 6/4; ; ; 7/5; 7/5; 
Solihull Moors; 9/5; 9/5; 7/4; 7/4; 9/5; 17/10; 9/5; 9/5; 9/5; 15/8; 9/5; 17/10; 9/5; 19/10; 7/4; 9/5; 9/5; 7/4; 13/8; 9/5; 47/25; 13/8; 28/17; ; ; 9/5; 9/5; 
Draw; 5/2; 23/10; 11/5; 21/10; 12/5; 9/4; 12/5; 11/5; 23/10; 23/10; 11/5; 11/5; 23/10; 21/10; 9/4; 23/10; 23/10; 11/5; 9/4; 23/10; 5/2; 12/5; 9/4; ; ; 23/10; 21/10; 
META; english/non-league/national-league/solihull-moors-v-sutton-utd; 2017-02-10 04:22:06 GMT+2; 2017-02-11 15:00; e70300-dr003
Sutton Utd; 11/8; 7/5; 29/20; 11/8; 29/20; 5/4; 29/20; 7/5; 7/5; 7/5; 7/5; 29/20; 7/5; 29/20; 6/4; 16/11; 7/5; 13/10; 6/4; 7/5; 153/100; 15/11; 6/4; ; ; 7/5; 7/5; 
Solihull Moors; 9/5; 9/5; 7/4; 7/4; 9/5; 17/10; 9/5; 9/5; 9/5; 15/8; 9/5; 17/10; 9/5; 19/10; 7/4; 9/5; 9/5; 7/4; 13/8; 9/5; 47/25; 13/8; 28/17; ; ; 9/5; 9/5; 
Draw; 5/2; 23/10; 11/5; 21/10; 12/5; 9/4; 12/5; 11/5; 23/10; 23/10; 11/5; 11/5; 23/10; 21/10; 9/4; 23/10; 23/10; 11/5; 9/4; 23/10; 5/2; 12/5; 9/4; ; ; 23/10; 21/10; 
META; english/non-league/national-league/solihull-moors-v-sutton-utd; 2017-02-10 08:21:52 GMT+2; 2017-02-11 15:00; e70300-dr003
Sutton Utd; 11/8; 7/5; 29/20; 11/8; 29/20; 5/4; 29/20; 7/5; 7/5; 7/5; 7/5; 29/20; 7/5; 29/20; 6/4; 16/11; 7/5; 13/10; 6/4; 7/5; 153/100; 15/11; 6/4; ; ; 7/5; 7/5; 
Solihull Moors; 9/5; 9/5; 7/4; 7/4; 9/5; 17/10; 9/5; 9/5; 9/5; 15/8; 9/5; 17/10; 9/5; 19/10; 7/4; 9/5; 9/5; 7/4; 13/8; 9/5; 47/25; 13/8; 28/17; ; ; 9/5; 17/10; 
Draw; 5/2; 23/10; 11/5; 21/10; 12/5; 9/4; 12/5; 11/5; 23/10; 23/10; 11/5; 11/5; 23/10; 21/10; 9/4; 23/10; 23/10; 11/5; 9/4; 23/10; 5/2; 12/5; 9/4; ; ; 23/10; 21/10; 
META; english/non-league/national-league/solihull-moors-v-sutton-utd; 2017-02-10 12:22:39 GMT+2; 2017-02-11 15:00; e70300-dr003
Sutton Utd; 13/10; 13/10; 27/20; 29/20; 29/20; 5/4; 11/8; 7/5; 7/5; 7/5; 11/8; 11/8; 7/5; 29/20; 7/5; 11/8; 7/5; 13/10; 6/4; 7/5; 153/100; 9/7; 6/4; ; ; 7/5; 13/10; 
Solihull Moors; 19/10; 19/10; 19/10; 17/10; 15/8; 17/10; 19/10; 9/5; 9/5; 15/8; 9/5; 7/4; 9/5; 19/10; 15/8; 15/8; 24/13; 7/4; 13/8; 24/13; 47/25; 12/7; 28/17; ; ; 7/4; 15/8; 
Draw; 5/2; 23/10; 11/5; 11/5; 23/10; 9/4; 12/5; 11/5; 23/10; 23/10; 11/5; 21/10; 23/10; 11/5; 9/4; 23/10; 23/10; 11/5; 9/4; 23/10; 5/2; 12/5; 9/4; ; ; 23/10; 19/10; 
META; english/non-league/national-league/solihull-moors-v-sutton-utd; 2017-02-10 16:25:15 GMT+2; 2017-02-11 15:00; e70300-dr003
Sutton Utd; 13/10; 13/10; 27/20; 6/4; 29/20; 5/4; 11/8; 7/5; 7/5; 7/5; 11/8; 11/8; 7/5; 29/20; 7/5; 11/8; 7/5; 13/10; 6/4; 7/5; 153/100; 23/17; 6/4; ; ; 7/5; 13/10; 
Solihull Moors; 19/10; 19/10; 19/10; 19/10; 15/8; 17/10; 19/10; 9/5; 9/5; 15/8; 9/5; 7/4; 9/5; 19/10; 15/8; 15/8; 24/13; 7/4; 13/8; 24/13; 47/25; 19/10; 28/17; ; ; 7/4; 15/8; 
Draw; 5/2; 23/10; 11/5; 11/5; 23/10; 9/4; 12/5; 11/5; 23/10; 23/10; 11/5; 21/10; 23/10; 11/5; 9/4; 23/10; 23/10; 11/5; 9/4; 23/10; 5/2; 12/5; 9/4; ; ; 12/5; 19/10; 
META; english/non-league/national-league/solihull-moors-v-sutton-utd; 2017-02-10 20:23:00 GMT+2; 2017-02-11 15:00; e70300-dr003
Sutton Utd; 13/10; 13/10; 11/8; 6/4; 29/20; 5/4; 7/5; 7/5; 7/5; 7/5; 7/5; 11/8; 7/5; 29/20; 7/5; 11/8; 7/5; 13/10; 6/4; 7/5; 153/100; 23/17; 6/4; ; ; 7/5; 7/5; 
Solihull Moors; 19/10; 19/10; 15/8; 19/10; 15/8; 17/10; 15/8; 9/5; 9/5; 15/8; 9/5; 7/4; 9/5; 19/10; 15/8; 15/8; 24/13; 7/4; 13/8; 9/5; 47/25; 19/10; 28/17; ; ; 9/5; 9/5; 
