META; english/non-league/national-league/york-v-sutton-utd; 2016-10-23 16:23:43 GMT+3; 2016-10-29 15:00; e70300-dr003
York; 11/8; ; ; 13/10; 7/5; ; 11/8; ; 7/5; ; 27/20; ; ; ; ; 11/8; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Sutton Utd; 19/10; ; ; 9/5; 19/10; ; 19/10; ; 15/8; ; 15/8; ; ; ; ; 15/8; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; 23/10; ; ; 21/10; 12/5; ; 12/5; ; 12/5; ; 11/5; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/york-v-sutton-utd; 2016-10-25 08:24:03 GMT+3; 2016-10-29 15:00; e70300-dr003
York; 11/8; ; ; 13/10; 7/5; ; 11/8; ; 7/5; ; 27/20; ; ; ; ; 11/8; ; 23/17; ; ; ; ; ; ; ; ; 1/50; ; 
Sutton Utd; 19/10; ; ; 9/5; 19/10; ; 19/10; ; 15/8; ; 15/8; ; ; ; ; 15/8; ; 9/5; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; 23/10; ; ; 21/10; 12/5; ; 12/5; ; 12/5; ; 11/5; ; ; ; ; 9/4; ; 23/10; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/york-v-sutton-utd; 2016-10-25 12:25:29 GMT+3; 2016-10-29 15:00; e70300-dr003
York; 11/8; ; ; 13/10; 7/5; ; 11/8; ; 7/5; ; 27/20; ; ; ; ; 11/8; ; 23/17; ; 27/20; ; ; ; 23/17; ; ; 1/50; ; 
Sutton Utd; 19/10; ; ; 9/5; 19/10; ; 19/10; ; 15/8; ; 15/8; ; ; ; ; 15/8; ; 9/5; ; 9/5; ; ; ; 9/5; ; ; 1/50; ; 
Draw; 23/10; ; ; 21/10; 12/5; ; 12/5; ; 12/5; ; 11/5; ; ; ; ; 9/4; ; 23/10; ; 23/10; ; ; ; 23/10; ; ; 21/10; ; 
META; english/non-league/national-league/york-v-sutton-utd; 2016-10-25 16:24:28 GMT+3; 2016-10-29 15:00; e70300-dr003
York; 11/8; ; ; 13/10; 7/5; ; 11/8; ; 7/5; ; 27/20; ; ; ; ; 11/8; ; 23/17; ; 27/20; ; ; ; 23/17; ; ; 1/50; ; 
Sutton Utd; 19/10; ; ; 9/5; 19/10; ; 19/10; ; 15/8; ; 15/8; ; ; ; ; 15/8; ; 9/5; ; 9/5; ; ; ; 9/5; ; ; 1/50; ; 
Draw; 23/10; ; ; 21/10; 12/5; ; 12/5; ; 12/5; ; 11/5; ; ; ; ; 9/4; ; 23/10; ; 23/10; ; ; ; 23/10; ; ; 21/10; ; 
META; english/non-league/national-league/york-v-sutton-utd; 2016-10-25 20:24:44 GMT+3; 2016-10-29 15:00; e70300-dr003
York; 11/8; ; ; 13/10; 7/5; ; 11/8; ; 7/5; ; 27/20; ; ; ; ; 11/8; ; 23/17; ; 27/20; ; ; ; 23/17; ; ; 1/50; ; 
Sutton Utd; 19/10; ; ; 9/5; 19/10; ; 19/10; ; 15/8; ; 15/8; ; ; ; ; 15/8; ; 9/5; ; 9/5; ; ; ; 9/5; ; ; 1/50; ; 
Draw; 23/10; ; ; 21/10; 12/5; ; 12/5; ; 12/5; ; 11/5; ; ; ; ; 9/4; ; 23/10; ; 23/10; ; ; ; 23/10; ; ; 21/10; ; 
META; english/non-league/national-league/york-v-sutton-utd; 2016-10-26 00:23:10 GMT+3; 2016-10-29 15:00; e70300-dr003
York; 11/8; ; ; 13/10; 7/5; ; 11/8; 13/10; 7/5; ; 27/20; ; 27/20; ; ; 11/8; 23/17; 23/17; ; 27/20; 23/17; ; ; 23/17; ; ; 1/20; ; 
Sutton Utd; 19/10; ; ; 9/5; 19/10; ; 19/10; 15/8; 15/8; ; 15/8; ; 37/20; ; ; 15/8; 9/5; 9/5; ; 9/5; 9/5; ; ; 9/5; ; ; 1/20; ; 
Draw; 23/10; ; ; 21/10; 12/5; ; 12/5; 9/4; 12/5; ; 11/5; ; 47/20; ; ; 9/4; 23/10; 23/10; ; 23/10; 23/10; ; ; 23/10; ; ; 21/10; ; 
META; english/non-league/national-league/york-v-sutton-utd; 2016-10-26 04:23:09 GMT+3; 2016-10-29 15:00; e70300-dr003
York; 11/8; ; ; 13/10; 7/5; ; 7/5; 13/10; 7/5; ; 27/20; ; ; ; ; 11/8; 23/17; 23/17; ; 27/20; 23/17; ; ; 23/17; ; ; 1/20; ; 
Sutton Utd; 19/10; ; ; 17/10; 19/10; ; 19/10; 15/8; 15/8; ; 15/8; ; ; ; ; 15/8; 9/5; 9/5; ; 9/5; 9/5; ; ; 9/5; ; ; 1/20; ; 
Draw; 23/10; ; ; 23/10; 12/5; ; 23/10; 9/4; 12/5; ; 11/5; ; ; ; ; 9/4; 9/4; 23/10; ; 23/10; 9/4; ; ; 23/10; ; ; 21/10; ; 
META; english/non-league/national-league/york-v-sutton-utd; 2016-10-26 08:23:02 GMT+3; 2016-10-29 15:00; e70300-dr003
York; 11/8; ; ; 13/10; 7/5; ; 7/5; 13/10; 7/5; ; 27/20; ; 27/20; ; ; 11/8; 23/17; 23/17; ; 27/20; 23/17; ; ; 23/17; ; ; 1/20; ; 
Sutton Utd; 19/10; ; ; 17/10; 15/8; ; 19/10; 15/8; 15/8; ; 15/8; ; 37/20; ; ; 15/8; 9/5; 9/5; ; 9/5; 9/5; ; ; 9/5; ; ; 1/20; ; 
Draw; 23/10; ; ; 23/10; 12/5; ; 23/10; 9/4; 12/5; ; 11/5; ; 47/20; ; ; 9/4; 23/10; 23/10; ; 23/10; 23/10; ; ; 23/10; ; ; 21/10; ; 
META; english/non-league/national-league/york-v-sutton-utd; 2016-10-26 12:24:55 GMT+3; 2016-10-29 15:00; e70300-dr003
York; 11/8; ; ; 13/10; 7/5; ; 11/8; 13/10; 7/5; ; 27/20; ; 27/20; ; ; 11/8; 23/17; 23/17; ; 27/20; 23/17; ; ; 23/17; ; ; 1/20; ; 
Sutton Utd; 19/10; ; ; 7/4; 15/8; ; 19/10; 15/8; 15/8; ; 15/8; ; 37/20; ; ; 15/8; 9/5; 9/5; ; 9/5; 9/5; ; ; 9/5; ; ; 1/20; ; 
Draw; 23/10; ; ; 11/5; 12/5; ; 12/5; 9/4; 12/5; ; 11/5; ; 47/20; ; ; 9/4; 23/10; 23/10; ; 23/10; 23/10; ; ; 23/10; ; ; 21/10; ; 
META; english/non-league/national-league/york-v-sutton-utd; 2016-10-26 16:24:27 GMT+3; 2016-10-29 15:00; e70300-dr003
York; 11/8; 13/10; 11/8; 13/10; 7/5; ; 7/5; 13/10; 7/5; ; 27/20; 13/10; 27/20; ; ; 11/8; 23/17; 23/17; 13/10; 27/20; 23/17; 16/11; ; 23/17; ; ; 1/20; ; 
Sutton Utd; 19/10; 9/5; 19/10; 7/4; 19/10; ; 19/10; 15/8; 15/8; ; 15/8; 9/5; 37/20; ; ; 15/8; 9/5; 9/5; 7/4; 9/5; 9/5; 21/10; ; 9/5; ; ; 1/20; ; 
Draw; 23/10; 9/4; 11/5; 11/5; 12/5; ; 23/10; 9/4; 12/5; ; 11/5; 11/5; 47/20; ; ; 9/4; 9/4; 23/10; 11/5; 23/10; 9/4; 12/5; ; 23/10; ; ; 21/10; ; 
META; english/non-league/national-league/york-v-sutton-utd; 2016-10-26 20:24:27 GMT+3; 2016-10-29 15:00; e70300-dr003
Sutton Utd; 7/4; 9/5; 31/20; 11/8; 17/10; ; 9/5; 15/8; 8/5; 6/4; 6/4; 9/5; 37/20; ; ; 7/4; 7/4; 9/5; 8/5; 9/5; 7/4; 11/7; 25/19; 9/5; ; ; 1/20; ; 
York; 8/5; 13/10; 17/10; 17/10; 8/5; ; 6/4; 13/10; 13/8; 9/5; 17/10; 13/10; 27/20; ; ; 6/4; 16/11; 23/17; 16/11; 27/20; 16/11; 23/12; 32/19; 23/17; ; ; 1/20; ; 
Draw; 11/5; 9/4; 43/20; 21/10; 23/10; ; 23/10; 9/4; 23/10; 23/10; 11/5; 11/5; 47/20; ; ; 9/4; 23/10; 23/10; 11/5; 23/10; 23/10; 12/5; 12/5; 23/10; ; ; 21/10; ; 
META; english/non-league/national-league/york-v-sutton-utd; 2016-10-27 00:23:15 GMT+3; 2016-10-29 15:00; e70300-dr003
Sutton Utd; 7/4; 6/4; 6/4; 29/20; 13/8; ; 29/20; 6/4; 8/5; 6/4; 6/4; 9/5; 31/20; 6/4; 6/4; 17/11; 28/17; 9/5; 8/5; 9/5; 28/17; 11/7; 25/19; 9/5; ; ; 7/5; ; 
York; 8/5; 7/4; 17/10; 13/8; 13/8; ; 9/5; 13/8; 13/8; 7/4; 17/10; 13/10; 33/20; 7/4; 17/10; 7/4; 8/5; 23/17; 16/11; 27/20; 8/5; 23/12; 32/19; 23/17; ; ; 17/10; ; 
Draw; 11/5; 11/5; 43/20; 21/10; 23/10; ; 23/10; 11/5; 23/10; 23/10; 11/5; 11/5; 9/4; 19/10; 23/10; 9/4; 28/13; 23/10; 11/5; 23/10; 28/13; 12/5; 12/5; 23/10; ; ; 21/10; ; 
META; english/non-league/national-league/york-v-sutton-utd; 2016-10-27 04:23:33 GMT+3; 2016-10-29 15:00; e70300-dr003
Sutton Utd; 7/4; 6/4; 6/4; 29/20; 13/8; ; 6/4; 6/4; 8/5; 6/4; 6/4; 9/5; 31/20; 6/4; 6/4; 17/11; 28/17; 9/5; 8/5; 9/5; 28/17; 11/7; 25/19; 9/5; ; ; 7/5; ; 
York; 8/5; 7/4; 17/10; 13/8; 13/8; ; 9/5; 13/8; 13/8; 7/4; 17/10; 13/10; 33/20; 7/4; 17/10; 7/4; 8/5; 23/17; 16/11; 27/20; 8/5; 23/12; 32/19; 23/17; ; ; 17/10; ; 
Draw; 11/5; 11/5; 43/20; 21/10; 23/10; ; 23/10; 11/5; 23/10; 23/10; 11/5; 11/5; 9/4; 19/10; 23/10; 9/4; 28/13; 23/10; 11/5; 23/10; 28/13; 12/5; 12/5; 23/10; ; ; 9/4; ; 
META; english/non-league/national-league/york-v-sutton-utd; 2016-10-27 08:23:26 GMT+3; 2016-10-29 15:00; e70300-dr003
Sutton Utd; 7/4; 6/4; 6/4; 29/20; 8/5; ; 6/4; 6/4; 8/5; 6/4; 6/4; 9/5; ; 6/4; 6/4; 17/11; 17/11; 17/11; 8/5; 6/4; 17/11; 11/7; 25/19; 17/11; ; ; 7/5; ; 
York; 8/5; 7/4; 17/10; 13/8; 17/10; ; 9/5; 13/8; 13/8; 7/4; 17/10; 13/10; ; 7/4; 17/10; 7/4; 17/10; 8/5; 16/11; 8/5; 17/10; 23/12; 32/19; 8/5; ; ; 17/10; ; 
Draw; 11/5; 11/5; 43/20; 21/10; 23/10; ; 23/10; 11/5; 23/10; 9/4; 11/5; 11/5; ; 19/10; 23/10; 9/4; 11/5; 9/4; 11/5; 9/4; 11/5; 12/5; 12/5; 9/4; ; ; 9/4; ; 
META; english/non-league/national-league/york-v-sutton-utd; 2016-10-27 12:24:58 GMT+3; 2016-10-29 15:00; e70300-dr003
Sutton Utd; 7/4; 6/4; 6/4; 29/20; 6/4; ; 6/4; 6/4; 6/4; 6/4; 6/4; 9/5; ; 6/4; 6/4; 17/11; 17/11; 6/4; 8/5; 6/4; 17/11; 11/7; 25/19; 6/4; ; ; 7/5; ; 
York; 8/5; 17/10; 17/10; 13/8; 7/4; ; 9/5; 13/8; 7/4; 7/4; 17/10; 13/10; ; 7/4; 17/10; 7/4; 17/10; 28/17; 16/11; 13/8; 17/10; 23/12; 32/19; 28/17; ; ; 13/8; ; 
Draw; 11/5; 9/4; 43/20; 21/10; 23/10; ; 23/10; 11/5; 9/4; 9/4; 11/5; 11/5; ; 19/10; 23/10; 9/4; 9/4; 9/4; 11/5; 9/4; 9/4; 12/5; 12/5; 9/4; ; ; 23/10; ; 
META; english/non-league/national-league/york-v-sutton-utd; 2016-10-27 16:24:24 GMT+3; 2016-10-29 15:00; e70300-dr003
Sutton Utd; 7/4; 6/4; 6/4; 29/20; 6/4; ; 6/4; 6/4; 6/4; 6/4; 6/4; 29/20; 6/4; 6/4; 6/4; 17/11; 6/4; 6/4; 8/5; 6/4; 6/4; 11/7; 25/19; 6/4; ; ; 7/5; ; 
York; 8/5; 17/10; 17/10; 13/8; 7/4; ; 7/4; 13/8; 7/4; 7/4; 17/10; 17/10; 7/4; 7/4; 17/10; 7/4; 17/10; 28/17; 16/11; 13/8; 17/10; 23/12; 32/19; 28/17; ; ; 13/8; ; 
Draw; 11/5; 9/4; 43/20; 21/10; 23/10; ; 12/5; 11/5; 9/4; 9/4; 11/5; 11/5; 11/5; 19/10; 23/10; 9/4; 9/4; 9/4; 11/5; 9/4; 9/4; 12/5; 12/5; 9/4; ; ; 12/5; ; 
META; english/non-league/national-league/york-v-sutton-utd; 2016-10-27 20:24:50 GMT+3; 2016-10-29 15:00; e70300-dr003
Sutton Utd; 29/20; 6/4; 7/5; 11/8; 6/4; ; 6/4; 7/5; 7/5; 7/5; 27/20; 29/20; 6/4; 7/5; 7/5; 16/11; 7/5; 6/4; 16/11; 6/4; 7/5; 11/7; 11/8; 6/4; ; ; 7/5; ; 
York; 15/8; 17/10; 37/20; 9/5; 9/5; ; 7/4; 9/5; 15/8; 19/10; 15/8; 17/10; 7/4; 2; 15/8; 9/5; 9/5; 28/17; 8/5; 13/8; 9/5; 23/12; 24/13; 28/17; ; ; 9/5; ; 
Draw; 11/5; 9/4; 11/5; 21/10; 23/10; ; 12/5; 11/5; 9/4; 23/10; 11/5; 11/5; 11/5; 2; 9/4; 9/4; 9/4; 9/4; 11/5; 9/4; 9/4; 12/5; 40/17; 9/4; ; ; 12/5; ; 
META; english/non-league/national-league/york-v-sutton-utd; 2016-10-28 00:23:51 GMT+3; 2016-10-29 15:00; e70300-dr003
Sutton Utd; 29/20; 6/4; 7/5; 11/8; 6/4; ; 6/4; 7/5; 7/5; 7/5; 27/20; 29/20; 7/5; 11/8; 7/5; 16/11; 7/5; 6/4; 16/11; 6/4; 7/5; 11/7; 17/13; 6/4; ; ; 7/5; ; 
York; 15/8; 17/10; 15/8; 9/5; 9/5; ; 7/4; 9/5; 15/8; 19/10; 19/10; 17/10; 15/8; 2; 15/8; 9/5; 24/13; 28/17; 8/5; 13/8; 9/5; 23/12; 37/19; 28/17; ; ; 9/5; ; 
Draw; 11/5; 9/4; 11/5; 21/10; 23/10; ; 12/5; 11/5; 9/4; 23/10; 11/5; 11/5; 11/5; 2; 9/4; 9/4; 9/4; 9/4; 11/5; 9/4; 9/4; 12/5; 40/17; 9/4; ; ; 12/5; ; 
META; english/non-league/national-league/york-v-sutton-utd; 2016-10-28 04:23:41 GMT+3; 2016-10-29 15:00; e70300-dr003
Sutton Utd; 29/20; 6/4; 7/5; 11/8; 29/20; ; 6/4; 7/5; 7/5; 7/5; 27/20; 29/20; ; 11/8; 7/5; 16/11; 7/5; 6/4; 16/11; 6/4; 7/5; 11/7; 17/13; 6/4; ; ; 7/5; ; 
York; 15/8; 17/10; 37/20; 9/5; 15/8; ; 7/4; 9/5; 15/8; 19/10; 19/10; 17/10; ; 2; 15/8; 9/5; 24/13; 28/17; 8/5; 13/8; 24/13; 23/12; 37/19; 28/17; ; ; 9/5; ; 
Draw; 11/5; 9/4; 11/5; 21/10; 23/10; ; 12/5; 11/5; 9/4; 23/10; 11/5; 11/5; ; 2; 9/4; 9/4; 9/4; 9/4; 11/5; 9/4; 9/4; 12/5; 40/17; 9/4; ; ; 12/5; ; 
META; english/non-league/national-league/york-v-sutton-utd; 2016-10-28 08:23:37 GMT+3; 2016-10-29 15:00; e70300-dr003
Sutton Utd; 29/20; 6/4; 11/8; 11/8; 29/20; ; 7/5; 7/5; 7/5; 7/5; 27/20; 29/20; ; 11/8; 7/5; 16/11; 7/5; 6/4; 16/11; 6/4; 7/5; 11/7; 17/13; 6/4; ; ; 7/5; ; 
York; 15/8; 17/10; 37/20; 9/5; 15/8; ; 19/10; 9/5; 15/8; 19/10; 19/10; 17/10; ; 2; 15/8; 9/5; 24/13; 28/17; 8/5; 13/8; 24/13; 23/12; 37/19; 28/17; ; ; 9/5; ; 
Draw; 11/5; 9/4; 11/5; 21/10; 23/10; ; 12/5; 11/5; 9/4; 23/10; 11/5; 11/5; ; 2; 9/4; 9/4; 9/4; 9/4; 11/5; 9/4; 9/4; 12/5; 40/17; 9/4; ; ; 12/5; ; 
META; english/non-league/national-league/york-v-sutton-utd; 2016-10-28 12:25:26 GMT+3; 2016-10-29 15:00; e70300-dr003
Sutton Utd; 29/20; 11/8; 7/5; 13/10; 29/20; ; 7/5; 7/5; 7/5; 7/5; 27/20; 29/20; 7/5; 11/8; 7/5; 7/5; 7/5; 6/4; 16/11; 6/4; 7/5; 11/7; 17/13; 6/4; ; ; 7/5; ; 
York; 15/8; 15/8; 37/20; 15/8; 15/8; ; 19/10; 9/5; 15/8; 19/10; 15/8; 17/10; 15/8; 19/10; 15/8; 15/8; 24/13; 28/17; 8/5; 13/8; 24/13; 23/12; 37/19; 28/17; ; ; 9/5; ; 
Draw; 11/5; 9/4; 11/5; 21/10; 23/10; ; 12/5; 11/5; 9/4; 23/10; 11/5; 11/5; 11/5; 21/10; 9/4; 9/4; 9/4; 9/4; 11/5; 9/4; 9/4; 12/5; 40/17; 9/4; ; ; 11/5; ; 
META; english/non-league/national-league/york-v-sutton-utd; 2016-10-28 16:23:11 GMT+3; 2016-10-29 15:00; e70300-dr003
Sutton Utd; 29/20; 11/8; 7/5; 13/10; 29/20; ; 7/5; 7/5; 7/5; 7/5; 27/20; 7/5; 7/5; 11/8; 7/5; 7/5; 23/17; 6/4; 16/11; 6/4; 7/5; 11/7; 17/13; 6/4; ; ; 7/5; ; 
York; 15/8; 15/8; 37/20; 15/8; 15/8; ; 19/10; 9/5; 15/8; 19/10; 15/8; 19/10; 15/8; 19/10; 15/8; 15/8; 24/13; 28/17; 8/5; 13/8; 24/13; 23/12; 37/19; 28/17; ; ; 9/5; ; 
Draw; 11/5; 9/4; 11/5; 21/10; 23/10; ; 12/5; 11/5; 9/4; 23/10; 11/5; 23/10; 11/5; 21/10; 9/4; 9/4; 9/4; 9/4; 11/5; 9/4; 9/4; 12/5; 40/17; 9/4; ; ; 21/10; ; 
META; english/non-league/national-league/york-v-sutton-utd; 2016-10-28 20:25:58 GMT+3; 2016-10-29 15:00; e70300-dr003
Sutton Utd; 29/20; 11/8; 7/5; 13/10; 29/20; ; 7/5; 7/5; 7/5; 7/5; 27/20; 7/5; 7/5; 11/8; 7/5; 7/5; 7/5; 6/4; 16/11; 6/4; 7/5; 17/11; 17/13; 6/4; ; ; 7/5; ; 
York; 15/8; 15/8; 37/20; 15/8; 15/8; ; 19/10; 9/5; 15/8; 19/10; 19/10; 19/10; 15/8; 19/10; 15/8; 15/8; 24/13; 28/17; 8/5; 13/8; 24/13; 133/67; 37/19; 28/17; ; ; 9/5; ; 
Draw; 11/5; 9/4; 11/5; 21/10; 23/10; ; 12/5; 11/5; 9/4; 23/10; 11/5; 23/10; 11/5; 21/10; 9/4; 9/4; 9/4; 9/4; 11/5; 9/4; 9/4; 40/17; 40/17; 9/4; ; ; 9/4; ; 
META; english/non-league/national-league/york-v-sutton-utd; 2016-10-29 00:23:17 GMT+3; 2016-10-29 15:00; e70300-dr003
Sutton Utd; 29/20; 11/8; 7/5; 13/10; 29/20; ; 7/5; 7/5; 7/5; 7/5; 27/20; 7/5; 7/5; 11/8; 7/5; 7/5; 7/5; 6/4; 16/11; 6/4; 7/5; 17/11; 17/13; 6/4; ; ; 7/5; 27/20; 
York; 15/8; 15/8; 37/20; 15/8; 15/8; ; 19/10; 9/5; 15/8; 19/10; 19/10; 19/10; 15/8; 19/10; 15/8; 15/8; 24/13; 28/17; 8/5; 13/8; 24/13; 133/67; 37/19; 28/17; ; ; 19/10; 9/5; 
Draw; 11/5; 9/4; 11/5; 21/10; 23/10; ; 12/5; 11/5; 9/4; 23/10; 11/5; 23/10; 11/5; 21/10; 9/4; 9/4; 9/4; 9/4; 11/5; 9/4; 9/4; 40/17; 40/17; 9/4; ; ; 23/10; 21/10; 
META; english/non-league/national-league/york-v-sutton-utd; 2016-10-29 04:22:47 GMT+3; 2016-10-29 15:00; e70300-dr003
Sutton Utd; 29/20; 11/8; 7/5; 13/10; 29/20; ; 7/5; 7/5; 7/5; 7/5; 27/20; 7/5; 7/5; 11/8; 7/5; 7/5; 23/17; 6/4; 16/11; 6/4; 23/17; 17/11; 17/13; 6/4; ; ; 7/5; 27/20; 
York; 15/8; 15/8; 37/20; 15/8; 15/8; ; 19/10; 9/5; 15/8; 19/10; 19/10; 19/10; 15/8; 19/10; 15/8; 15/8; 24/13; 28/17; 8/5; 13/8; 24/13; 57/29; 37/19; 28/17; ; ; 9/5; 9/5; 
Draw; 11/5; 9/4; 11/5; 21/10; 23/10; ; 12/5; 11/5; 9/4; 23/10; 11/5; 23/10; 11/5; 21/10; 9/4; 9/4; 9/4; 9/4; 11/5; 9/4; 9/4; 40/17; 40/17; 9/4; ; ; 23/10; 21/10; 
META; english/non-league/national-league/york-v-sutton-utd; 2016-10-29 08:22:26 GMT+3; 2016-10-29 15:00; e70300-dr003
Sutton Utd; 29/20; 11/8; 7/5; 13/10; 29/20; ; 11/8; 7/5; 7/5; 13/10; 27/20; 7/5; 7/5; 11/8; 7/5; 7/5; 23/17; 23/17; 16/11; 27/20; 23/17; 17/11; 17/13; 23/17; ; ; 7/5; 7/5; 
York; 15/8; 15/8; 37/20; 9/5; 15/8; ; 2; 9/5; 15/8; 19/10; 19/10; 19/10; 15/8; 19/10; 15/8; 15/8; 19/10; 24/13; 8/5; 9/5; 19/10; 83/41; 37/19; 24/13; ; ; 19/10; 15/8; 
Draw; 11/5; 9/4; 11/5; 11/5; 23/10; ; 23/10; 11/5; 9/4; 23/10; 11/5; 23/10; 11/5; 21/10; 9/4; 9/4; 9/4; 9/4; 11/5; 9/4; 9/4; 44/19; 40/17; 9/4; ; ; 23/10; 9/4; 
META; english/non-league/national-league/york-v-sutton-utd; 2016-10-29 12:23:05 GMT+3; 2016-10-29 15:00; e70300-dr003
