META; english/non-league/national-league/solihull-moors-v-guiseley; 2016-08-16 00:22:12 GMT+3; 2016-08-20 15:00; e70300-dr003
Solihull Moors; 21/20; 1; 1; 21/20; 21/20; 1; 11/10; 1; 11/10; 1; ; 11/10; 1; 21/20; ; ; 21/20; 1; 21/20; 1; 21/20; 11/10; ; ; 10/11; ; 
Draw; 12/5; 11/5; 23/10; 9/4; 12/5; 9/4; 12/5; 12/5; 12/5; 23/10; ; 11/5; 23/10; 47/20; ; ; 12/5; 23/10; 9/4; 23/10; 40/17; 5/2; ; ; 21/10; ; 
Guiseley; 5/2; 5/2; 5/2; 9/4; 12/5; 12/5; 5/2; 23/10; 12/5; 5/2; ; 2; 5/2; 5/2; ; ; 12/5; 5/2; 11/5; 5/2; 27/11; 14/5; ; ; 2; ; 
META; english/non-league/national-league/solihull-moors-v-guiseley; 2016-08-18 04:20:38 GMT+3; 2016-08-20 15:00; e70300-dr003
Solihull Moors; 21/20; 1; 1; 21/20; 21/20; 1; 21/20; 1; 11/10; 1; ; 11/10; 1; 1; 1; ; 21/20; 1; 21/20; 1; 21/20; 11/10; ; ; 10/11; ; 
Draw; 12/5; 11/5; 23/10; 9/4; 12/5; 9/4; 12/5; 12/5; 12/5; 23/10; ; 11/5; 23/10; 12/5; 23/10; ; 12/5; 23/10; 9/4; 23/10; 40/17; 5/2; ; ; 21/10; ; 
Guiseley; 5/2; 5/2; 5/2; 9/4; 12/5; 12/5; 13/5; 23/10; 12/5; 5/2; ; 2; 5/2; 51/20; 23/10; ; 12/5; 5/2; 11/5; 5/2; 5/2; 14/5; ; ; 2; ; 
META; english/non-league/national-league/solihull-moors-v-guiseley; 2016-08-18 08:20:26 GMT+3; 2016-08-20 15:00; e70300-dr003
Solihull Moors; 21/20; 1; 1; 21/20; 21/20; 1; 21/20; 1; 11/10; 1; ; 11/10; 1; 1; 1; ; 21/20; 1; 21/20; 1; 21/20; 11/10; ; ; 10/11; ; 
Draw; 12/5; 11/5; 23/10; 9/4; 12/5; 9/4; 12/5; 12/5; 12/5; 23/10; ; 11/5; 23/10; 12/5; 23/10; ; 12/5; 23/10; 9/4; 23/10; 40/17; 5/2; ; ; 21/10; ; 
Guiseley; 5/2; 5/2; 5/2; 9/4; 12/5; 12/5; 13/5; 23/10; 12/5; 5/2; ; 2; 5/2; 51/20; 23/10; ; 12/5; 5/2; 11/5; 5/2; 5/2; 14/5; ; ; 2; ; 
META; english/non-league/national-league/solihull-moors-v-guiseley; 2016-08-18 12:26:27 GMT+3; 2016-08-20 15:00; e70300-dr003
Solihull Moors; 1; 1; 21/20; 1; 21/20; 1; 6/5; 1; 11/10; ; 23/20; 11/10; 1; 1; ; ; 21/20; 1; 21/20; 1; 21/20; 11/10; ; ; 10/11; ; 
Draw; 12/5; 11/5; 12/5; 23/10; 12/5; 9/4; 12/5; 12/5; 12/5; ; 5/2; 11/5; 23/10; 47/20; ; ; 12/5; 23/10; 9/4; 23/10; 40/17; 5/2; ; ; 21/10; ; 
Guiseley; 11/4; 5/2; 12/5; 11/5; 12/5; 12/5; 9/4; 23/10; 12/5; ; 11/5; 2; 5/2; 13/5; ; ; 12/5; 5/2; 11/5; 5/2; 5/2; 14/5; ; ; 19/10; ; 
META; english/non-league/national-league/solihull-moors-v-guiseley; 2016-08-18 16:22:54 GMT+3; 2016-08-20 15:00; e70300-dr003
Solihull Moors; 1; 1; 1; 20/21; 21/20; 10/11; 1; 1; 21/20; 19/20; 1; 11/10; 1; 19/20; ; 1; 21/20; 19/20; 21/20; 20/21; 1; 11/10; ; ; 20/21; ; 
Draw; 12/5; 5/2; 49/20; 21/10; 12/5; 23/10; 13/5; 23/10; 12/5; 12/5; 5/2; 11/5; 12/5; 5/2; ; 12/5; 12/5; 12/5; 9/4; 12/5; 27/11; 5/2; ; ; 23/10; ; 
Guiseley; 11/4; 12/5; 49/20; 13/5; 12/5; 12/5; 5/2; 5/2; 13/5; 13/5; 13/5; 2; 12/5; 51/20; ; 13/5; 12/5; 13/5; 11/5; 13/5; 13/5; 14/5; ; ; 12/5; ; 
META; english/non-league/national-league/solihull-moors-v-guiseley; 2016-08-18 20:20:58 GMT+3; 2016-08-20 15:00; e70300-dr003
Solihull Moors; 1; 1; 1; 20/21; 1; 10/11; 1; 1; 21/20; ; 1; 11/10; 1; 1; ; 1; 1; 19/20; 21/20; ; 19/20; 11/10; ; ; 20/21; 20/21; 
Draw; 12/5; 5/2; 49/20; 5/2; 12/5; 23/10; 13/5; 23/10; 12/5; ; 5/2; 11/5; 12/5; 5/2; ; 12/5; 12/5; 12/5; 9/4; ; 27/11; 5/2; ; ; 5/2; 12/5; 
Guiseley; 11/4; 12/5; 49/20; 9/4; 5/2; 12/5; 5/2; 5/2; 13/5; ; 5/2; 2; 12/5; 5/2; ; 13/5; 5/2; 13/5; 11/5; ; 13/5; 14/5; ; ; 12/5; 12/5; 
META; english/non-league/national-league/solihull-moors-v-guiseley; 2016-08-19 00:21:43 GMT+3; 2016-08-20 15:00; e70300-dr003
Solihull Moors; 1; 1; 1; 20/21; 1; 10/11; 1; 1; 21/20; 19/20; 1; 11/10; 1; 1; ; 1; 1; 19/20; 21/20; ; 1; 11/10; 1; ; 20/21; 20/21; 
Draw; 12/5; 5/2; 49/20; 5/2; 12/5; 23/10; 13/5; 23/10; 12/5; 12/5; 5/2; 11/5; 12/5; 5/2; ; 12/5; 12/5; 12/5; 9/4; ; 27/11; 5/2; 13/5; ; 5/2; 12/5; 
Guiseley; 11/4; 12/5; 49/20; 9/4; 5/2; 12/5; 5/2; 5/2; 13/5; 13/5; 5/2; 2; 12/5; 5/2; ; 13/5; 5/2; 13/5; 11/5; ; 28/11; 14/5; 12/5; ; 12/5; 12/5; 
META; english/non-league/national-league/solihull-moors-v-guiseley; 2016-08-19 04:20:54 GMT+3; 2016-08-20 15:00; e70300-dr003
Solihull Moors; 1; 1; 1; 20/21; 1; 10/11; 1; 1; 21/20; ; 1; 21/20; 1; 1; 1; 1; 1; 19/20; 21/20; 20/21; ; 11/10; 1; ; 20/21; 20/21; 
Draw; 12/5; 5/2; 49/20; 5/2; 12/5; 23/10; 13/5; 23/10; 12/5; ; 5/2; 12/5; 12/5; 5/2; 11/5; 12/5; 12/5; 12/5; 9/4; 12/5; ; 5/2; 13/5; ; 5/2; 12/5; 
Guiseley; 11/4; 12/5; 49/20; 9/4; 5/2; 12/5; 5/2; 5/2; 13/5; ; 5/2; 13/5; 12/5; 5/2; 13/5; 13/5; 5/2; 13/5; 11/5; 13/5; ; 14/5; 12/5; ; 12/5; 12/5; 
META; english/non-league/national-league/solihull-moors-v-guiseley; 2016-08-19 08:21:16 GMT+3; 2016-08-20 15:00; e70300-dr003
Solihull Moors; 1; 1; 1; 20/21; 1; 10/11; 1; 1; 21/20; ; 1; 21/20; 1; 1; 1; 1; 1; 19/20; 21/20; ; ; 11/10; 1; ; 20/21; 20/21; 
Draw; 12/5; 5/2; 49/20; 5/2; 12/5; 23/10; 13/5; 23/10; 12/5; ; 5/2; 12/5; 12/5; 5/2; 11/5; 12/5; 12/5; 12/5; 9/4; ; ; 5/2; 13/5; ; 5/2; 12/5; 
Guiseley; 11/4; 12/5; 49/20; 9/4; 5/2; 12/5; 5/2; 5/2; 13/5; ; 5/2; 13/5; 12/5; 5/2; 13/5; 13/5; 5/2; 13/5; 11/5; ; ; 14/5; 12/5; ; 12/5; 12/5; 
META; english/non-league/national-league/solihull-moors-v-guiseley; 2016-08-19 12:20:57 GMT+3; 2016-08-20 15:00; e70300-dr003
Solihull Moors; 1; 1; 1; 20/21; 1; 10/11; 1; 1; 21/20; 19/20; 1; 21/20; 1; 19/20; ; 1; 1; 19/20; 21/20; 20/21; ; 11/10; 1; ; 20/21; 20/21; 
Draw; 12/5; 5/2; 49/20; 5/2; 12/5; 23/10; 13/5; 23/10; 12/5; 12/5; 5/2; 12/5; 12/5; 51/20; ; 12/5; 12/5; 12/5; 23/10; 12/5; ; 5/2; 13/5; ; 5/2; 12/5; 
Guiseley; 11/4; 12/5; 49/20; 9/4; 5/2; 12/5; 5/2; 5/2; 13/5; 13/5; 5/2; 13/5; 12/5; 5/2; ; 13/5; 5/2; 13/5; 21/10; 13/5; ; 14/5; 12/5; ; 5/2; 12/5; 
META; english/non-league/national-league/solihull-moors-v-guiseley; 2016-08-19 16:21:46 GMT+3; 2016-08-20 15:00; e70300-dr003
Solihull Moors; 10/11; 1; 19/20; 20/21; 1; 10/11; 20/21; 1; 1; ; 20/21; 1; 11/10; 19/20; ; 1; 1; 19/20; 21/20; 20/21; 1; 11/10; 1; ; 20/21; 20/21; 
Draw; 12/5; 5/2; 49/20; 11/5; 12/5; 23/10; 27/10; 23/10; 5/2; ; 13/5; 5/2; 23/10; 51/20; ; 12/5; 12/5; 12/5; 23/10; 12/5; 27/11; 5/2; 13/5; ; 5/2; 12/5; 
Guiseley; 3; 12/5; 5/2; 13/5; 5/2; 12/5; 13/5; 5/2; 13/5; ; 13/5; 13/5; 5/2; 51/20; ; 13/5; 5/2; 13/5; 21/10; 13/5; 28/11; 14/5; 12/5; ; 5/2; 5/2; 
META; english/non-league/national-league/solihull-moors-v-guiseley; 2016-08-19 20:22:19 GMT+3; 2016-08-20 15:00; e70300-dr003
Solihull Moors; 19/20; 1; 1; 20/21; 1; 10/11; 1; 1; 1; 19/20; 1; 21/20; 11/10; 19/20; ; 1; 1; 19/20; 21/20; 20/21; 1; 11/10; 1; ; 1; 20/21; 
Draw; 12/5; 5/2; 49/20; 12/5; 12/5; 23/10; 13/5; 23/10; 5/2; 12/5; 5/2; 5/2; 23/10; 51/20; ; 12/5; 12/5; 12/5; 23/10; 12/5; 5/2; 5/2; 13/5; ; 13/5; 12/5; 
Guiseley; 14/5; 12/5; 49/20; 23/10; 5/2; 12/5; 5/2; 5/2; 13/5; 13/5; 5/2; 5/2; 5/2; 51/20; ; 13/5; 5/2; 13/5; 21/10; 13/5; 5/2; 14/5; 12/5; ; 5/2; 5/2; 
META; english/non-league/national-league/solihull-moors-v-guiseley; 2016-08-20 00:22:40 GMT+3; 2016-08-20 15:00; e70300-dr003
Solihull Moors; 19/20; 1; 1; 20/21; 1; 10/11; 1; 1; 1; ; 1; 21/20; 11/10; 19/20; ; 1; 1; 19/20; 21/20; ; 1; 11/10; 1; ; 1; 1; 
Draw; 12/5; 5/2; 49/20; 12/5; 12/5; 23/10; 13/5; 23/10; 5/2; ; 5/2; 5/2; 23/10; 51/20; ; 12/5; 12/5; 12/5; 23/10; ; 27/11; 5/2; 13/5; ; 5/2; 12/5; 
Guiseley; 14/5; 12/5; 49/20; 23/10; 5/2; 12/5; 5/2; 5/2; 13/5; ; 5/2; 5/2; 5/2; 5/2; ; 13/5; 5/2; 13/5; 21/10; ; 5/2; 14/5; 12/5; ; 12/5; 12/5; 
META; english/non-league/national-league/solihull-moors-v-guiseley; 2016-08-20 04:22:37 GMT+3; 2016-08-20 15:00; e70300-dr003
Solihull Moors; 19/20; 1; 1; 20/21; 1; 10/11; 1; 1; 1; ; 1; 21/20; 11/10; 19/20; ; 1; 1; 19/20; 21/20; 20/21; 1; 11/10; 1; ; 1; 1; 
Draw; 12/5; 5/2; 49/20; 12/5; 12/5; 23/10; 13/5; 23/10; 5/2; ; 5/2; 5/2; 23/10; 51/20; ; 12/5; 12/5; 12/5; 23/10; 12/5; 27/11; 5/2; 13/5; ; 13/5; 12/5; 
Guiseley; 14/5; 12/5; 49/20; 23/10; 5/2; 12/5; 5/2; 5/2; 13/5; ; 5/2; 5/2; 5/2; 5/2; ; 13/5; 5/2; 13/5; 21/10; 13/5; 5/2; 14/5; 12/5; ; 5/2; 12/5; 
META; english/non-league/national-league/solihull-moors-v-guiseley; 2016-08-20 08:21:44 GMT+3; 2016-08-20 15:00; e70300-dr003
Solihull Moors; 19/20; 1; 1; 20/21; 1; 10/11; 1; 1; 1; 19/20; 1; 21/20; 11/10; 19/20; ; 1; 1; 19/20; 21/20; 20/21; 1; 11/10; 1; ; 1; 1; 
Draw; 12/5; 5/2; 49/20; 23/10; 12/5; 23/10; 13/5; 23/10; 5/2; 12/5; 13/5; 5/2; 23/10; 51/20; ; 12/5; 12/5; 12/5; 23/10; 12/5; 27/11; 5/2; 13/5; ; 13/5; 12/5; 
Guiseley; 14/5; 12/5; 49/20; 23/10; 5/2; 12/5; 5/2; 5/2; 13/5; 13/5; 5/2; 5/2; 5/2; 5/2; ; 13/5; 5/2; 13/5; 21/10; 13/5; 5/2; 14/5; 12/5; ; 5/2; 12/5; 
META; english/non-league/national-league/solihull-moors-v-guiseley; 2016-08-20 12:21:36 GMT+3; 2016-08-20 15:00; e70300-dr003
Solihull Moors; 19/20; 1; 1; 20/21; 1; 10/11; 1; 1; 1; 19/20; 1; 21/20; 11/10; 19/20; ; 1; 1; 19/20; 21/20; 20/21; 1; 17/16; 1; ; 1; 1; 
Draw; 12/5; 5/2; 49/20; 23/10; 12/5; 23/10; 13/5; 23/10; 5/2; 12/5; 13/5; 5/2; 23/10; 51/20; ; 12/5; 12/5; 12/5; 23/10; 12/5; 5/2; 27/10; 13/5; ; 5/2; 12/5; 
Guiseley; 14/5; 12/5; 49/20; 23/10; 5/2; 12/5; 5/2; 5/2; 13/5; 13/5; 5/2; 5/2; 5/2; 5/2; ; 13/5; 5/2; 13/5; 21/10; 13/5; 5/2; 27/10; 12/5; ; 5/2; 12/5; 
META; english/non-league/national-league/solihull-moors-v-guiseley; 2016-08-20 16:22:22 GMT+3; 2016-08-20 15:00; e70300-dr003
Solihull Moors; 19/20; 1; 1; 20/21; 1; 10/11; 1; 1; 1; 19/20; 1; 21/20; 21/20; 19/20; ; 1; 1; 19/20; 21/20; 20/21; 1; 17/16; 1; ; 1; 1; 
Draw; 12/5; 5/2; 49/20; 23/10; 12/5; 23/10; 13/5; 23/10; 5/2; 12/5; 5/2; 5/2; 13/5; 51/20; ; 12/5; 12/5; 12/5; 23/10; 12/5; 27/11; 27/10; 13/5; ; 5/2; 12/5; 
Guiseley; 14/5; 12/5; 49/20; 12/5; 5/2; 12/5; 5/2; 5/2; 13/5; 13/5; 5/2; 5/2; 12/5; 5/2; ; 13/5; 5/2; 13/5; 21/10; 13/5; 5/2; 27/10; 12/5; ; 5/2; 12/5; 
