META; english/league-1/chesterfield-v-peterborough; 2017-03-11 18:20:27 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Chesterfield; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Peterborough; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/league-1/chesterfield-v-peterborough; 2017-03-11 22:21:16 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Peterborough; 5/4; 6/5; ; 6/5; 13/10; ; 5/4; ; 13/10; ; 6/5; ; ; 5/4; ; 5/4; 6/5; ; ; 6/5; ; ; ; ; ; 10/9; ; 
Peterborough; 5/4; 6/5; 13/10; 13/10; 5/4; 6/5; 13/10; 6/5; 13/10; 5/4; 5/4; 13/10; 5/4; 13/10; ; 13/10; 5/4; ; 6/5; 5/4; 13/10; 21/17; 5/4; ; ; 6/5; ; 
Chesterfield; 21/10; 21/10; 2; 2; 11/5; 39/20; 2; 2; 2; 2; 2; 21/10; 2; 2; ; 2; 39/19; ; 21/10; 39/19; 57/25; 45/23; 21/10; ; ; 19/10; ; 
Draw; 12/5; 9/4; 49/20; 12/5; 5/2; 23/10; 5/2; 12/5; 5/2; 5/2; 5/2; 23/10; 5/2; 12/5; ; 5/2; 40/17; ; 23/10; 40/17; 5/2; 12/5; 12/5; ; ; 23/10; ; 
META; english/league-1/chesterfield-v-peterborough; 2017-03-12 18:20:18 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Peterborough; 6/5; 13/10; 13/10; 13/10; 13/10; 6/5; 13/10; 6/5; 13/10; 5/4; 13/10; 5/4; 5/4; 13/10; 13/10; 13/10; 5/4; ; 6/5; 5/4; 13/10; 21/17; 16/13; 5/4; ; 5/4; ; 
Chesterfield; 11/5; 19/10; 41/20; 2; 21/10; 39/20; 2; 2; 2; 2; 2; 2; 2; 2; 21/10; 2; 21/10; ; 21/10; 21/10; 57/25; 45/23; 28/13; 21/10; ; 2; ; 
Draw; 12/5; 12/5; 12/5; 12/5; 5/2; 23/10; 5/2; 12/5; 5/2; 12/5; 12/5; 5/2; 5/2; 12/5; 23/10; 5/2; 23/10; ; 23/10; 23/10; 5/2; 12/5; 40/17; 23/10; ; 9/4; ; 
META; english/league-1/chesterfield-v-peterborough; 2017-03-12 22:20:24 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Peterborough; 6/5; 5/4; 13/10; 13/10; 13/10; 6/5; 13/10; 23/20; 13/10; 5/4; 13/10; 5/4; 5/4; 13/10; 13/10; 13/10; 5/4; ; 6/5; 5/4; 13/10; 21/17; 16/13; 5/4; ; 5/4; 6/5; 
Chesterfield; 11/5; 2; 41/20; 2; 21/10; 39/20; 2; 15/8; 2; 2; 2; 2; 2; 21/10; 21/10; 2; 21/10; ; 21/10; 21/10; 57/25; 45/23; 28/13; 21/10; ; 2; 15/8; 
Draw; 12/5; 12/5; 12/5; 12/5; 5/2; 23/10; 5/2; 12/5; 5/2; 12/5; 12/5; 5/2; 5/2; 13/5; 23/10; 12/5; 23/10; ; 23/10; 23/10; 5/2; 12/5; 40/17; 23/10; ; 23/10; 2; 
META; english/league-1/chesterfield-v-peterborough; 2017-03-13 02:21:16 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Peterborough; 6/5; 5/4; 6/5; 6/5; 5/4; 6/5; 6/5; 23/20; 13/10; 6/5; 6/5; 6/5; 23/20; 5/4; 5/4; 6/5; 5/4; ; 6/5; 5/4; 31/25; 11/9; 16/13; 6/5; ; 23/20; 23/20; 
Chesterfield; 11/5; 2; 11/5; 11/5; 11/5; 39/20; 9/4; 15/8; 11/5; 11/5; 11/5; 9/4; 11/5; 23/10; 21/10; 11/5; 28/13; ; 21/10; 28/13; 12/5; 39/19; 28/13; 11/5; ; 21/10; 21/10; 
Draw; 12/5; 12/5; 12/5; 12/5; 5/2; 23/10; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 13/5; 12/5; 12/5; 40/17; ; 23/10; 40/17; 5/2; 23/10; 40/17; 23/10; ; 12/5; 12/5; 
META; english/league-1/chesterfield-v-peterborough; 2017-03-13 06:22:23 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Peterborough; 5/4; 5/4; 6/5; 6/5; 5/4; 6/5; 23/20; 23/20; 5/4; 6/5; 5/4; 6/5; 23/20; 6/5; 5/4; 6/5; 6/5; ; 6/5; 6/5; 31/25; 11/9; 16/13; 6/5; ; 6/5; 23/20; 
Chesterfield; 23/10; 2; 11/5; 11/5; 11/5; 39/20; 9/4; 15/8; 9/4; 11/5; 21/10; 9/4; 11/5; 23/10; 21/10; 11/5; 28/13; ; 21/10; 28/13; 12/5; 39/19; 28/13; 11/5; ; 21/10; 21/10; 
Draw; 13/5; 12/5; 12/5; 12/5; 5/2; 23/10; 13/5; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 13/5; 12/5; 5/2; 40/17; ; 23/10; 40/17; 5/2; 23/10; 40/17; 23/10; ; 12/5; 12/5; 
META; english/league-1/chesterfield-v-peterborough; 2017-03-13 10:19:49 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Peterborough; 5/4; 5/4; 6/5; 6/5; 5/4; 11/10; 23/20; 23/20; 5/4; 6/5; 5/4; 6/5; 23/20; 6/5; 5/4; 6/5; 6/5; 5/4; 6/5; 6/5; 31/25; 13/11; 16/13; 6/5; ; 23/20; 23/20; 
Chesterfield; 23/10; 2; 11/5; 11/5; 11/5; 21/10; 9/4; 15/8; 9/4; 9/4; 11/5; 23/10; 11/5; 23/10; 21/10; 11/5; 9/4; 2; 21/10; 9/4; 12/5; 11/5; 28/13; 11/5; ; 21/10; 21/10; 
Draw; 13/5; 12/5; 12/5; 12/5; 5/2; 23/10; 13/5; 12/5; 12/5; 12/5; 23/10; 23/10; 5/2; 13/5; 12/5; 5/2; 12/5; 12/5; 23/10; 12/5; 5/2; 40/17; 40/17; 23/10; ; 12/5; 12/5; 
META; english/league-1/chesterfield-v-peterborough; 2017-03-13 14:21:18 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Peterborough; 5/4; 23/20; 6/5; 6/5; 6/5; 11/10; 23/20; 23/20; 5/4; 6/5; 6/5; 6/5; 6/5; 6/5; 23/20; 6/5; 15/13; 15/13; 23/20; 15/13; 31/25; 15/13; 13/11; 6/5; ; 23/20; 23/20; 6/5
Chesterfield; 23/10; 11/5; 11/5; 23/10; 23/10; 21/10; 9/4; 15/8; 9/4; 9/4; 11/5; 23/10; 11/5; 23/10; 11/5; 11/5; 9/4; 11/5; 9/4; 9/4; 12/5; 23/10; 9/4; 9/4; ; 21/10; 21/10; 11/5
Draw; 13/5; 5/2; 12/5; 23/10; 5/2; 23/10; 13/5; 12/5; 12/5; 12/5; 12/5; 23/10; 5/2; 13/5; 5/2; 12/5; 12/5; 12/5; 23/10; 12/5; 5/2; 23/10; 40/17; 12/5; ; 5/2; 12/5; 12/5
META; english/league-1/chesterfield-v-peterborough; 2017-03-13 18:22:32 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Peterborough; 23/20; 21/20; 11/10; 6/5; 23/20; 1; 11/10; 11/10; 11/10; 21/20; 11/10; 21/20; 11/10; 11/10; 11/10; 11/10; 21/20; 15/13; 23/20; 21/20; 111/100; 13/12; 13/11; 11/10; 13/11; ; 21/20; 21/20; 21/20
Chesterfield; 5/2; 12/5; 13/5; 23/10; 12/5; 23/10; 5/2; 23/10; 5/2; 5/2; 12/5; 5/2; 5/2; 5/2; 12/5; 12/5; 27/11; 11/5; 9/4; 27/11; 53/20; 5/2; 9/4; 5/2; 9/4; ; 12/5; 23/10; 12/5
Draw; 13/5; 5/2; 13/5; 23/10; 5/2; 23/10; 13/5; 12/5; 5/2; 5/2; 12/5; 5/2; 5/2; 27/10; 5/2; 5/2; 12/5; 12/5; 23/10; 12/5; 13/5; 23/10; 40/17; 5/2; 40/17; ; 12/5; 12/5; 5/2
META; english/league-1/chesterfield-v-peterborough; 2017-03-13 22:20:28 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Peterborough; 23/20; 21/20; 11/10; 21/20; 23/20; 1; 11/10; 11/10; 11/10; 1; 11/10; 21/20; 21/20; 11/10; 11/10; 11/10; 1; 11/10; 21/20; 1; 111/100; 21/20; 13/12; 21/20; 13/12; ; 21/20; 1; 21/20
Draw; 13/5; 5/2; 5/2; 5/2; 5/2; 23/10; 13/5; 12/5; 5/2; 12/5; 12/5; 12/5; 5/2; 13/5; 5/2; 5/2; 27/11; 12/5; 12/5; 27/11; 13/5; 12/5; 12/5; 5/2; 12/5; ; 12/5; 12/5; 5/2
Chesterfield; 5/2; 5/2; 13/5; 5/2; 12/5; 12/5; 13/5; 23/10; 5/2; 13/5; 12/5; 5/2; 51/20; 27/10; 12/5; 12/5; 13/5; 23/10; 12/5; 13/5; 53/20; 27/11; 27/11; 13/5; 27/11; ; 5/2; 12/5; 14/5
META; english/league-1/chesterfield-v-peterborough; 2017-03-14 02:22:18 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Peterborough; 11/10; 21/20; 11/10; 21/20; 11/10; 1; 11/10; 11/10; 11/10; 1; 11/10; 21/20; 21/20; 11/10; 11/10; 21/20; 1; 11/10; 21/20; 1; 111/100; 21/20; 13/12; 21/20; 13/12; ; 1; 21/20; 21/20
Draw; 13/5; 5/2; 13/5; 5/2; 5/2; 23/10; 13/5; 12/5; 5/2; 5/2; 12/5; 12/5; 5/2; 27/10; 5/2; 5/2; 27/11; 12/5; 12/5; 27/11; 13/5; 12/5; 12/5; 5/2; 12/5; ; 12/5; 5/2; 5/2
Chesterfield; 11/4; 5/2; 27/10; 5/2; 5/2; 12/5; 13/5; 23/10; 5/2; 13/5; 12/5; 5/2; 51/20; 27/10; 12/5; 5/2; 13/5; 23/10; 12/5; 13/5; 53/20; 27/11; 27/11; 13/5; 27/11; ; 13/5; 13/5; 14/5
META; english/league-1/chesterfield-v-peterborough; 2017-03-14 06:19:58 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Peterborough; 11/10; 21/20; 11/10; 21/20; 11/10; 1; 11/10; 1; 11/10; 21/20; 11/10; 21/20; 21/20; 11/10; 1; 21/20; 1; 11/10; 21/20; 1; 111/100; 21/20; 13/12; 21/20; 13/12; ; 1; 21/20; 21/20
Draw; 13/5; 5/2; 13/5; 5/2; 5/2; 23/10; 13/5; 12/5; 5/2; 5/2; 12/5; 12/5; 5/2; 27/10; 5/2; 5/2; 27/11; 12/5; 12/5; 27/11; 13/5; 12/5; 12/5; 5/2; 12/5; ; 12/5; 13/5; 13/5
Chesterfield; 11/4; 5/2; 13/5; 5/2; 5/2; 12/5; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 13/5; 27/10; 11/4; 5/2; 28/11; 23/10; 12/5; 28/11; 53/20; 27/11; 27/11; 13/5; 27/11; ; 13/5; 13/5; 13/5
META; english/league-1/chesterfield-v-peterborough; 2017-03-14 10:20:27 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Peterborough; 21/20; 1; 11/10; 21/20; 11/10; 19/20; 21/20; 1; 21/20; 1; 11/10; 21/20; 21/20; 11/10; 1; 21/20; 1; 11/10; 1; 1; 111/100; 21/20; 42/41; 1; 42/41; ; 1; 21/20; 1
Draw; 13/5; 5/2; 13/5; 5/2; 5/2; 12/5; 13/5; 12/5; 5/2; 5/2; 12/5; 23/10; 5/2; 13/5; 5/2; 5/2; 5/2; 12/5; 12/5; 5/2; 129/50; 12/5; 27/11; 5/2; 27/11; ; 5/2; 13/5; 13/5
Chesterfield; 14/5; 13/5; 27/10; 5/2; 5/2; 12/5; 13/5; 5/2; 13/5; 13/5; 12/5; 11/4; 53/20; 11/4; 11/4; 5/2; 45/17; 23/10; 5/2; 45/17; 53/20; 27/11; 28/11; 11/4; 28/11; ; 13/5; 13/5; 14/5
META; english/league-1/chesterfield-v-peterborough; 2017-03-14 14:22:28 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Peterborough; 21/20; 1; 11/10; 21/20; 11/10; 19/20; 11/10; 1; 21/20; 21/20; 21/20; 1; 1; 11/10; 1; 21/20; 1; 1; 20/21; 1; 27/25; 17/16; 28/29; 21/20; 28/29; ; 21/20; 21/20; 11/10
Draw; 13/5; 5/2; 27/10; 5/2; 5/2; 12/5; 13/5; 12/5; 5/2; 13/5; 5/2; 13/5; 13/5; 27/10; 13/5; 13/5; 28/11; 5/2; 5/2; 28/11; 129/50; 12/5; 28/11; 5/2; 28/11; ; 13/5; 13/5; 27/10
Chesterfield; 14/5; 13/5; 13/5; 5/2; 5/2; 12/5; 5/2; 12/5; 13/5; 12/5; 5/2; 5/2; 13/5; 27/10; 5/2; 13/5; 13/5; 5/2; 13/5; 13/5; 69/25; 27/11; 45/17; 11/4; 45/17; ; 13/5; 13/5; 27/10
META; english/league-1/chesterfield-v-peterborough; 2017-03-14 18:20:03 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Peterborough; 11/10; 1; 21/20; 21/20; 11/10; 19/20; 21/20; 1; 21/20; 1; 21/20; 1; 1; 21/20; 1; 21/20; 1; 1; 20/21; 1; 53/50; 42/41; 28/29; 21/20; 28/29; ; 1; 1; 1
Draw; 13/5; 13/5; 27/10; 5/2; 5/2; 12/5; 13/5; 12/5; 5/2; 13/5; 5/2; 5/2; 13/5; 11/4; 13/5; 13/5; 5/2; 5/2; 5/2; 5/2; 53/20; 12/5; 28/11; 5/2; 28/11; ; 13/5; 13/5; 13/5
Chesterfield; 27/10; 13/5; 27/10; 5/2; 5/2; 12/5; 13/5; 12/5; 13/5; 5/2; 5/2; 13/5; 53/20; 11/4; 5/2; 13/5; 13/5; 5/2; 13/5; 13/5; 69/25; 28/11; 45/17; 13/5; 45/17; ; 13/5; 13/5; 13/5
META; english/league-1/chesterfield-v-peterborough; 2017-03-14 22:19:57 GMT+2; 2017-03-14 19:45; In Play; Xlenovo
Peterborough; 3/10; 1/3; ; 21/20; 1; 5/18; 2/7; 3/10; ; 3/10; 19/20; ; 2/7; ; ; ; 1; 3/10; ; 1; ; ; 19/20; ; 19/20; ; 1; ; 
Draw; 4; 4; ; 13/5; 11/4; 19/5; 17/4; 7/2; ; 15/4; 23/10; ; 4; ; ; ; 28/11; 18/5; ; 28/11; ; ; 27/11; ; 27/11; ; 14/5; ; 
Chesterfield; 10; 9; ; 12/5; 12/5; 9; 9; 7; ; 9; 13/5; ; 10; ; ; ; 27/11; 15/2; ; 27/11; ; ; 28/11; ; 28/11; ; 5/2; ; 48/5
