META; english/league-1/oxford-v-millwall; 2016-10-23 04:20:01 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 31/20; 13/8; 13/8; 8/5; 13/8; 31/20; 13/8; 6/4; 13/8; 13/8; 7/4; 8/5; 8/5; 8/5; 8/5; ; ; ; 6/4; ; ; ; ; 17/11; 8/5; ; 13/8; ; 
Oxford; 7/4; 13/8; 33/20; 13/8; 8/5; 31/20; 17/10; 6/4; 13/8; 17/10; 6/4; 17/10; 33/20; 13/8; 17/10; ; ; ; 28/17; ; ; ; ; 17/10; 17/10; ; 13/8; ; 
Draw; 9/4; 23/10; 23/10; 12/5; 23/10; 11/5; 23/10; 21/10; 23/10; 11/5; 23/10; 23/10; 23/10; 9/4; 9/4; ; ; ; 21/10; ; ; ; ; 23/10; 11/5; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-27 04:22:01 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 31/20; 13/8; 13/8; 8/5; 13/8; 31/20; 13/8; 6/4; 13/8; 13/8; 7/4; 8/5; ; 8/5; 8/5; ; ; ; 6/4; ; ; ; ; 17/11; 8/5; ; 13/8; ; 
Oxford; 7/4; 13/8; 33/20; 13/8; 8/5; 31/20; 17/10; 6/4; 13/8; 17/10; 6/4; 17/10; ; 13/8; 17/10; ; ; ; 28/17; ; ; ; ; 17/10; 17/10; ; 13/8; ; 
Draw; 9/4; 23/10; 23/10; 12/5; 23/10; 11/5; 23/10; 21/10; 23/10; 11/5; 23/10; 23/10; ; 9/4; 9/4; ; ; ; 21/10; ; ; ; ; 23/10; 11/5; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-27 08:21:56 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 31/20; 13/8; 13/8; 8/5; 13/8; 31/20; 13/8; 6/4; 13/8; 13/8; 7/4; 8/5; 8/5; 8/5; 8/5; ; ; ; 6/4; ; ; ; ; 17/11; 8/5; ; 13/8; ; 
Oxford; 7/4; 13/8; 33/20; 13/8; 8/5; 31/20; 17/10; 6/4; 13/8; 17/10; 6/4; 17/10; 33/20; 13/8; 17/10; ; ; ; 28/17; ; ; ; ; 17/10; 17/10; ; 13/8; ; 
Draw; 9/4; 23/10; 23/10; 12/5; 23/10; 11/5; 23/10; 21/10; 23/10; 11/5; 23/10; 23/10; 23/10; 9/4; 9/4; ; ; ; 21/10; ; ; ; ; 23/10; 11/5; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-27 12:23:05 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 31/20; 13/8; 13/8; 8/5; 13/8; 31/20; 13/8; 6/4; 13/8; 13/8; 7/4; 8/5; 8/5; 8/5; 8/5; ; ; ; 6/4; ; ; ; ; 8/5; 8/5; ; 13/8; ; 
Oxford; 7/4; 13/8; 33/20; 13/8; 8/5; 31/20; 17/10; 6/4; 13/8; 17/10; 6/4; 17/10; 33/20; 13/8; 17/10; ; ; ; 28/17; ; ; ; ; 7/4; 17/10; ; 13/8; ; 
Draw; 9/4; 23/10; 23/10; 12/5; 23/10; 11/5; 23/10; 21/10; 23/10; 11/5; 23/10; 23/10; 23/10; 9/4; 9/4; ; ; ; 21/10; ; ; ; ; 11/5; 11/5; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-27 16:22:26 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 31/20; 13/8; 13/8; 8/5; 17/10; 31/20; 13/8; 6/4; 13/8; 13/8; 7/4; 8/5; 8/5; 8/5; 8/5; ; ; ; 6/4; ; ; ; ; 8/5; 8/5; ; 13/8; ; 
Oxford; 7/4; 13/8; 33/20; 13/8; 17/10; 31/20; 17/10; 6/4; 13/8; 17/10; 6/4; 17/10; 33/20; 13/8; 17/10; ; ; ; 28/17; ; ; ; ; 7/4; 17/10; ; 17/10; ; 
Draw; 9/4; 23/10; 23/10; 12/5; 23/10; 11/5; 23/10; 21/10; 23/10; 11/5; 23/10; 23/10; 23/10; 9/4; 9/4; ; ; ; 21/10; ; ; ; ; 11/5; 11/5; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-28 00:22:13 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 31/20; 17/10; 8/5; 13/8; 17/10; 31/20; 13/8; 6/4; 13/8; 13/8; 17/10; 8/5; 31/20; 8/5; 8/5; ; ; ; 6/4; ; ; ; ; 8/5; 8/5; ; 13/8; ; 
Oxford; 7/4; 8/5; 17/10; 7/4; 17/10; 31/20; 17/10; 17/10; 7/4; 17/10; 13/8; 17/10; 17/10; 17/10; 17/10; ; ; ; 28/17; ; ; ; ; 7/4; 17/10; ; 17/10; ; 
Draw; 9/4; 23/10; 23/10; 21/10; 23/10; 11/5; 23/10; 23/10; 23/10; 11/5; 23/10; 23/10; 23/10; 9/4; 9/4; ; ; ; 21/10; ; ; ; ; 11/5; 11/5; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-28 00:56:23 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 31/20; 17/10; 8/5; 13/8; 17/10; 31/20; 13/8; 6/4; 13/8; 13/8; 17/10; 8/5; 31/20; 8/5; 8/5; ; ; ; 6/4; ; ; ; ; 8/5; 8/5; ; 13/8; ; 
Oxford; 7/4; 8/5; 17/10; 7/4; 17/10; 31/20; 17/10; 17/10; 7/4; 17/10; 13/8; 17/10; 17/10; 17/10; 17/10; ; ; ; 28/17; ; ; ; ; 7/4; 17/10; ; 17/10; ; 
Draw; 9/4; 23/10; 23/10; 21/10; 23/10; 11/5; 23/10; 23/10; 23/10; 11/5; 23/10; 23/10; 23/10; 9/4; 9/4; ; ; ; 21/10; ; ; ; ; 11/5; 11/5; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-28 01:46:34 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 31/20; 17/10; 8/5; 13/8; 17/10; 31/20; 13/8; 6/4; 13/8; 13/8; 17/10; 8/5; ; 8/5; 8/5; ; ; ; 6/4; ; ; ; ; 8/5; 8/5; ; 13/8; ; 
Oxford; 7/4; 8/5; 17/10; 7/4; 17/10; 31/20; 17/10; 17/10; 7/4; 17/10; 13/8; 17/10; ; 17/10; 17/10; ; ; ; 28/17; ; ; ; ; 7/4; 17/10; ; 17/10; ; 
Draw; 9/4; 23/10; 23/10; 21/10; 23/10; 11/5; 23/10; 23/10; 23/10; 11/5; 23/10; 23/10; ; 9/4; 9/4; ; ; ; 21/10; ; ; ; ; 11/5; 11/5; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-28 03:46:29 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 31/20; 17/10; 8/5; 13/8; 17/10; 31/20; 13/8; 6/4; 13/8; 13/8; 17/10; 8/5; ; 8/5; 8/5; ; ; ; 6/4; ; ; ; ; 8/5; 8/5; ; 13/8; ; 
Oxford; 7/4; 8/5; 17/10; 7/4; 17/10; 31/20; 17/10; 17/10; 7/4; 17/10; 13/8; 17/10; ; 17/10; 17/10; ; ; ; 28/17; ; ; ; ; 7/4; 17/10; ; 17/10; ; 
Draw; 9/4; 23/10; 23/10; 21/10; 23/10; 11/5; 23/10; 23/10; 23/10; 11/5; 23/10; 23/10; ; 9/4; 9/4; ; ; ; 21/10; ; ; ; ; 11/5; 11/5; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-28 04:22:02 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 31/20; 17/10; 8/5; 13/8; 17/10; 31/20; 13/8; 6/4; 13/8; 13/8; 17/10; 8/5; ; 8/5; 8/5; ; ; ; 6/4; ; ; ; ; 8/5; 8/5; ; 13/8; ; 
Oxford; 7/4; 8/5; 17/10; 7/4; 17/10; 31/20; 17/10; 17/10; 7/4; 17/10; 13/8; 17/10; ; 17/10; 17/10; ; ; ; 28/17; ; ; ; ; 7/4; 17/10; ; 17/10; ; 
Draw; 9/4; 23/10; 23/10; 21/10; 23/10; 11/5; 23/10; 23/10; 23/10; 11/5; 23/10; 23/10; ; 9/4; 9/4; ; ; ; 21/10; ; ; ; ; 11/5; 11/5; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-28 05:46:37 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 31/20; 17/10; 8/5; 13/8; 17/10; 31/20; 13/8; 6/4; 13/8; 13/8; 17/10; 8/5; 31/20; 8/5; 8/5; ; ; ; 6/4; ; ; ; ; 8/5; 8/5; ; 13/8; ; 
Oxford; 7/4; 8/5; 17/10; 7/4; 17/10; 31/20; 17/10; 17/10; 7/4; 17/10; 13/8; 17/10; 17/10; 17/10; 17/10; ; ; ; 28/17; ; ; ; ; 7/4; 17/10; ; 17/10; ; 
Draw; 9/4; 23/10; 23/10; 21/10; 23/10; 11/5; 23/10; 23/10; 23/10; 11/5; 23/10; 23/10; 23/10; 9/4; 9/4; ; ; ; 21/10; ; ; ; ; 11/5; 11/5; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-28 06:32:58 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 17/10; 17/10; 8/5; 13/8; 17/10; 31/20; 13/8; 6/4; 13/8; 13/8; 17/10; 8/5; 17/10; 8/5; 8/5; ; ; ; 6/4; ; ; ; ; 8/5; 8/5; ; 13/8; ; 
Oxford; 7/4; 8/5; 17/10; 7/4; 17/10; 31/20; 17/10; 17/10; 7/4; 17/10; 13/8; 17/10; 8/5; 17/10; 17/10; ; ; ; 28/17; ; ; ; ; 7/4; 17/10; ; 17/10; ; 
Draw; 12/5; 23/10; 23/10; 21/10; 23/10; 11/5; 23/10; 23/10; 23/10; 11/5; 23/10; 23/10; 9/4; 9/4; 9/4; ; ; ; 21/10; ; ; ; ; 11/5; 11/5; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-28 07:46:28 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 17/10; 8/5; 8/5; 13/8; 17/10; 31/20; 8/5; 6/4; 13/8; 13/8; 17/10; 8/5; 17/10; 8/5; 8/5; ; ; ; 6/4; ; ; ; ; 8/5; 8/5; ; 13/8; ; 
