META; english/league-1/bristol-rovers-v-fleetwood; 2016-10-30 00:21:16 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 11/10; 11/10; ; ; 11/10; ; 11/10; ; ; ; 10/11; 17/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; 5/2; ; 12/5; 23/10; 23/10; 5/2; 12/5; 5/2; 5/2; 11/5; 5/2; 49/20; 12/5; 5/2; ; ; ; ; ; ; ; ; 5/2; ; ; 12/5; ; 
Fleetwood; 16/5; 12/5; ; 3; 11/4; 27/10; 14/5; 11/4; 14/5; 13/5; 5/2; 5/2; 59/20; 14/5; 14/5; ; ; ; ; ; ; ; ; 11/4; ; ; 13/5; ; 
META; english/league-1/bristol-rovers-v-fleetwood; 2016-10-31 00:21:46 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 17/20; 19/20; ; 1; 1; 10/11; 1; 1; 10/11; 20/21; 10/11; 21/20; 10/11; 19/20; 19/20; ; ; ; ; ; ; ; ; 19/20; ; ; 1; ; 
Draw; 12/5; 5/2; ; 12/5; 23/10; 23/10; 5/2; 9/4; 5/2; 5/2; 11/5; 5/2; 5/2; 12/5; 5/2; ; ; ; ; ; ; ; ; 5/2; ; ; 12/5; ; 
Fleetwood; 16/5; 14/5; ; 3; 11/4; 27/10; 14/5; 9/4; 14/5; 13/5; 5/2; 5/2; 57/20; 14/5; 14/5; ; ; ; ; ; ; ; ; 11/4; ; ; 13/5; ; 
META; english/league-1/bristol-rovers-v-fleetwood; 2016-10-31 04:21:16 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 1; 19/20; ; 1; 1; 10/11; 1; 1; 10/11; 20/21; 10/11; 21/20; 19/20; 19/20; 19/20; ; ; ; ; ; ; ; ; 19/20; ; ; 1; ; 
Draw; 13/5; 5/2; ; 12/5; 23/10; 23/10; 13/5; 9/4; 5/2; 5/2; 11/5; 5/2; 5/2; 12/5; 5/2; ; ; ; ; ; ; ; ; 5/2; ; ; 12/5; ; 
Fleetwood; 3; 14/5; ; 3; 11/4; 27/10; 11/4; 9/4; 14/5; 13/5; 5/2; 5/2; 11/4; 14/5; 14/5; ; ; ; ; ; ; ; ; 11/4; ; ; 14/5; ; 
META; english/league-1/bristol-rovers-v-fleetwood; 2016-10-31 05:45:59 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 1; 19/20; ; 20/21; 1; 10/11; 1; 1; 1; 20/21; 10/11; 21/20; 19/20; 1; 19/20; ; ; ; ; ; ; ; ; 19/20; ; ; 1; ; 
Draw; 13/5; 5/2; ; 5/2; 23/10; 23/10; 13/5; 9/4; 5/2; 5/2; 11/5; 5/2; 51/20; 12/5; 5/2; ; ; ; ; ; ; ; ; 5/2; ; ; 12/5; ; 
Fleetwood; 3; 14/5; ; 13/5; 11/4; 13/5; 13/5; 9/4; 14/5; 13/5; 5/2; 5/2; 27/10; 13/5; 14/5; ; ; ; ; ; ; ; ; 11/4; ; ; 14/5; ; 
META; english/league-1/bristol-rovers-v-fleetwood; 2016-10-31 06:27:47 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 1; 19/20; ; 20/21; 1; 10/11; 1; 1; 1; 20/21; 10/11; 21/20; 19/20; 1; 19/20; ; ; ; ; ; ; ; ; 19/20; ; ; 1; ; 
Draw; 13/5; 5/2; ; 5/2; 23/10; 23/10; 13/5; 9/4; 5/2; 12/5; 11/5; 5/2; 5/2; 12/5; 5/2; ; ; ; ; ; ; ; ; 5/2; ; ; 12/5; ; 
Fleetwood; 3; 14/5; ; 13/5; 11/4; 13/5; 13/5; 9/4; 14/5; 14/5; 5/2; 5/2; 11/4; 13/5; 14/5; ; ; ; ; ; ; ; ; 11/4; ; ; 14/5; ; 
META; english/league-1/bristol-rovers-v-fleetwood; 2016-10-31 07:45:58 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 1; 19/20; ; 20/21; 1; 10/11; 1; 1; 1; 20/21; 10/11; 21/20; 19/20; 1; 19/20; ; ; ; ; ; ; ; ; 19/20; ; ; 1; ; 
Draw; 13/5; 5/2; ; 5/2; 23/10; 23/10; 13/5; 9/4; 5/2; 12/5; 11/5; 5/2; 51/20; 12/5; 5/2; ; ; ; ; ; ; ; ; 14/5; ; ; 12/5; ; 
Fleetwood; 3; 14/5; ; 13/5; 11/4; 13/5; 13/5; 9/4; 14/5; 14/5; 5/2; 5/2; 27/10; 13/5; 14/5; ; ; ; ; ; ; ; ; 5/2; ; ; 11/4; ; 
META; english/league-1/bristol-rovers-v-fleetwood; 2016-10-31 08:21:04 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 1; 19/20; ; 20/21; 1; 10/11; 1; 1; 1; 20/21; 10/11; 21/20; 19/20; 1; 19/20; ; ; ; ; ; ; ; ; 19/20; ; ; 1; ; 
Draw; 13/5; 5/2; ; 5/2; 23/10; 23/10; 13/5; 9/4; 5/2; 12/5; 11/5; 5/2; 51/20; 12/5; 5/2; ; ; ; ; ; ; ; ; 14/5; ; ; 12/5; ; 
Fleetwood; 3; 14/5; ; 13/5; 11/4; 13/5; 13/5; 9/4; 14/5; 14/5; 5/2; 5/2; 27/10; 13/5; 14/5; ; ; ; ; ; ; ; ; 5/2; ; ; 11/4; ; 
META; english/league-1/bristol-rovers-v-fleetwood; 2016-10-31 09:45:59 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 1; 19/20; ; 20/21; 1; ; 1; 1; 1; 20/21; 10/11; 21/20; 19/20; 1; 19/20; ; ; ; ; ; ; ; ; 19/20; ; ; 1; ; 
Draw; 13/5; 5/2; ; 5/2; 23/10; ; 13/5; 9/4; 5/2; 12/5; 11/5; 5/2; 51/20; 12/5; 5/2; ; ; ; ; ; ; ; ; 14/5; ; ; 12/5; ; 
Fleetwood; 3; 14/5; ; 13/5; 11/4; ; 13/5; 9/4; 14/5; 14/5; 5/2; 5/2; 27/10; 13/5; 14/5; ; ; ; ; ; ; ; ; 5/2; ; ; 11/4; ; 
META; english/league-1/bristol-rovers-v-fleetwood; 2016-10-31 11:45:57 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 1; 1; ; 20/21; 21/20; ; 1; 1; 1; 20/21; 10/11; 21/20; 19/20; 1; 19/20; ; ; ; 13/15; ; ; ; ; 19/20; ; ; 1; ; 
Draw; 13/5; 13/5; ; 5/2; 23/10; ; 27/10; 9/4; 5/2; 12/5; 11/5; 5/2; 51/20; 12/5; 5/2; ; ; ; 5/2; ; ; ; ; 14/5; ; ; 12/5; ; 
Fleetwood; 3; 13/5; ; 13/5; 3; ; 13/5; 9/4; 14/5; 14/5; 5/2; 5/2; 27/10; 13/5; 14/5; ; ; ; 13/5; ; ; ; ; 5/2; ; ; 11/4; ; 
META; english/league-1/bristol-rovers-v-fleetwood; 2016-10-31 12:21:46 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 1; 1; ; 20/21; 21/20; ; 1; 1; 1; 20/21; 10/11; 21/20; 19/20; 1; 19/20; ; ; ; 13/15; ; ; ; ; 19/20; ; ; 1; ; 
Draw; 13/5; 13/5; ; 5/2; 23/10; ; 13/5; 9/4; 5/2; 12/5; 11/5; 5/2; 51/20; 12/5; 5/2; ; ; ; 5/2; ; ; ; ; 14/5; ; ; 12/5; ; 
Fleetwood; 3; 13/5; ; 13/5; 3; ; 13/5; 9/4; 14/5; 14/5; 5/2; 5/2; 27/10; 13/5; 14/5; ; ; ; 13/5; ; ; ; ; 5/2; ; ; 11/4; ; 
META; english/league-1/bristol-rovers-v-fleetwood; 2016-10-31 12:44:06 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 1; 1; ; 20/21; 21/20; ; 1; 1; 1; 20/21; 10/11; 21/20; 19/20; 1; 19/20; ; ; ; 13/15; ; ; ; ; 19/20; ; ; 1; ; 
Draw; 13/5; 13/5; ; 5/2; 23/10; ; 13/5; 9/4; 5/2; 5/2; 11/5; 23/10; 51/20; 12/5; 5/2; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 5/2; ; 
Fleetwood; 3; 13/5; ; 13/5; 3; ; 13/5; 9/4; 14/5; 11/4; 5/2; 11/4; 27/10; 13/5; 14/5; ; ; ; 13/5; ; ; ; ; 14/5; ; ; 11/4; ; 
META; english/league-1/bristol-rovers-v-fleetwood; 2016-10-31 13:46:01 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 1; 1; ; 20/21; 21/20; ; 1; 1; 1; 20/21; 10/11; 21/20; 19/20; 1; 19/20; ; ; ; 13/15; ; ; ; ; 19/20; ; ; 1; ; 
Draw; 13/5; 13/5; ; 5/2; 23/10; ; 13/5; 9/4; 5/2; 5/2; 11/5; 23/10; 51/20; 12/5; 5/2; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 5/2; ; 
Fleetwood; 3; 13/5; ; 13/5; 3; ; 13/5; 9/4; 14/5; 11/4; 5/2; 11/4; 27/10; 13/5; 14/5; ; ; ; 13/5; ; ; ; ; 14/5; ; ; 11/4; ; 
META; english/league-1/bristol-rovers-v-fleetwood; 2016-10-31 15:45:59 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 1; 1; ; 10/11; 1; ; 37/40; 1; 10/11; 10/11; 10/11; 1; 9/10; 10/11; 19/20; ; ; ; 13/15; ; ; ; ; ; ; ; 20/21; ; 
Draw; 13/5; 13/5; ; 5/2; 12/5; ; 27/10; 9/4; 13/5; 5/2; 11/5; 23/10; 51/20; 12/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 5/2; ; 
Fleetwood; 3; 13/5; ; 14/5; 3; ; 14/5; 9/4; 14/5; 3; 5/2; 3; 29/10; 29/10; 14/5; ; ; ; 13/5; ; ; ; ; ; ; ; 14/5; ; 
META; english/league-1/bristol-rovers-v-fleetwood; 2016-10-31 16:21:50 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 1; 10/11; ; 10/11; 1; ; 37/40; 1; 10/11; 10/11; 10/11; 1; 10/11; 10/11; 19/20; ; ; ; 13/15; ; ; ; ; 19/20; ; ; 20/21; ; 
Draw; 13/5; 13/5; ; 5/2; 12/5; ; 27/10; 9/4; 13/5; 5/2; 11/5; 23/10; 51/20; 12/5; 5/2; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 5/2; ; 
Fleetwood; 3; 11/4; ; 14/5; 3; ; 14/5; 9/4; 14/5; 14/5; 5/2; 3; 57/20; 29/10; 14/5; ; ; ; 13/5; ; ; ; ; 14/5; ; ; 14/5; ; 
META; english/league-1/bristol-rovers-v-fleetwood; 2016-10-31 17:46:01 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 1; 10/11; ; 10/11; 1; ; 19/20; 1; 10/11; 10/11; 10/11; 1; 10/11; 10/11; 19/20; ; ; ; 13/15; ; ; ; ; 19/20; ; ; 20/21; ; 
Draw; 13/5; 13/5; ; 5/2; 12/5; ; 27/10; 9/4; 13/5; 5/2; 11/5; 23/10; 51/20; 5/2; 5/2; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 5/2; ; 
Fleetwood; 3; 11/4; ; 14/5; 3; ; 29/10; 9/4; 14/5; 14/5; 5/2; 3; 57/20; 14/5; 14/5; ; ; ; 13/5; ; ; ; ; 14/5; ; ; 14/5; ; 
META; english/league-1/bristol-rovers-v-fleetwood; 2016-10-31 18:30:52 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 1; 10/11; ; 10/11; 1; ; 19/20; 1; 10/11; 10/11; 10/11; 1; 10/11; 10/11; 19/20; ; ; ; 13/15; ; ; ; ; 19/20; ; ; 20/21; ; 
Draw; 13/5; 13/5; ; 5/2; 12/5; ; 27/10; 9/4; 13/5; 5/2; 11/5; 23/10; 51/20; 5/2; 5/2; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 5/2; ; 
Fleetwood; 3; 11/4; ; 14/5; 3; ; 29/10; 9/4; 14/5; 14/5; 5/2; 3; 57/20; 14/5; 14/5; ; ; ; 13/5; ; ; ; ; 14/5; ; ; 3; ; 
META; english/league-1/bristol-rovers-v-fleetwood; 2016-10-31 19:46:03 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 1; 10/11; ; 10/11; 1; ; 19/20; 1; 10/11; 10/11; 10/11; 1; 10/11; 10/11; 19/20; ; ; ; 13/15; ; ; ; ; 19/20; ; ; 20/21; ; 
Draw; 13/5; 13/5; ; 5/2; 12/5; ; 27/10; 9/4; 13/5; 5/2; 11/5; 23/10; 51/20; 5/2; 5/2; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 5/2; ; 
Fleetwood; 3; 11/4; ; 14/5; 3; ; 29/10; 9/4; 14/5; 14/5; 5/2; 3; 57/20; 14/5; 14/5; ; ; ; 13/5; ; ; ; ; 14/5; ; ; 3; ; 
META; english/league-1/bristol-rovers-v-fleetwood; 2016-10-31 20:22:42 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 1; 10/11; ; 10/11; 1; ; 20/21; 1; 10/11; 20/21; 10/11; 1; 10/11; 10/11; 19/20; ; ; ; 13/15; ; ; ; ; 19/20; ; ; 20/21; ; 
Draw; 13/5; 13/5; ; 5/2; 12/5; ; 13/5; 9/4; 13/5; 5/2; 11/5; 23/10; 51/20; 5/2; 5/2; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 5/2; ; 
Fleetwood; 3; 11/4; ; 14/5; 3; ; 3; 9/4; 14/5; 14/5; 5/2; 3; 14/5; 14/5; 14/5; ; ; ; 13/5; ; ; ; ; 14/5; ; ; 3; ; 
META; english/league-1/bristol-rovers-v-fleetwood; 2016-10-31 21:46:12 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 1; 10/11; ; 10/11; 1; ; 20/21; 1; 10/11; 10/11; 10/11; 1; ; 10/11; 19/20; ; ; ; 13/15; ; ; ; ; 19/20; ; ; 20/21; ; 
Draw; 13/5; 13/5; ; 5/2; 12/5; ; 13/5; 9/4; 13/5; 5/2; 11/5; 23/10; ; 5/2; 5/2; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 5/2; ; 
Fleetwood; 3; 11/4; ; 14/5; 3; ; 3; 3; 14/5; 14/5; 5/2; 3; ; 14/5; 14/5; ; ; ; 13/5; ; ; ; ; 14/5; ; ; 3; ; 
META; english/league-1/bristol-rovers-v-fleetwood; 2016-10-31 23:45:57 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 1; 10/11; ; 10/11; 1; ; 20/21; 1; 10/11; 10/11; 10/11; 1; 10/11; 19/20; 19/20; ; ; ; 13/15; ; ; ; ; 19/20; ; ; 20/21; ; 
Draw; 13/5; 13/5; ; 5/2; 12/5; ; 13/5; 9/4; 13/5; 5/2; 11/5; 23/10; 51/20; 5/2; 5/2; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 5/2; ; 
Fleetwood; 3; 11/4; ; 14/5; 3; ; 3; 3; 14/5; 14/5; 5/2; 3; 57/20; 29/10; 14/5; ; ; ; 13/5; ; ; ; ; 14/5; ; ; 14/5; ; 
META; english/league-1/bristol-rovers-v-fleetwood; 2016-11-01 00:22:02 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 1; 10/11; ; 10/11; 1; ; 20/21; 1; 10/11; 10/11; 10/11; 1; 10/11; 19/20; 19/20; ; ; ; 13/15; ; ; ; ; 19/20; ; ; 20/21; ; 
Draw; 13/5; 13/5; ; 5/2; 12/5; ; 13/5; 9/4; 13/5; 5/2; 11/5; 23/10; 51/20; 5/2; 5/2; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 5/2; ; 
Fleetwood; 3; 11/4; ; 14/5; 3; ; 3; 3; 14/5; 14/5; 5/2; 3; 57/20; 29/10; 14/5; ; ; ; 13/5; ; ; ; ; 14/5; ; ; 14/5; ; 
META; english/league-1/bristol-rovers-v-fleetwood; 2016-11-01 00:52:45 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 1; 10/11; ; 10/11; 1; ; 20/21; 1; 10/11; 10/11; 10/11; 1; 10/11; 19/20; 19/20; ; ; ; 13/15; ; ; ; ; 19/20; ; ; 20/21; ; 
Draw; 13/5; 13/5; ; 5/2; 12/5; ; 13/5; 9/4; 13/5; 5/2; 11/5; 23/10; 51/20; 5/2; 5/2; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 5/2; ; 
Fleetwood; 3; 11/4; ; 14/5; 3; ; 3; 3; 14/5; 14/5; 5/2; 3; 57/20; 29/10; 14/5; ; ; ; 13/5; ; ; ; ; 14/5; ; ; 14/5; ; 
META; english/league-1/bristol-rovers-v-fleetwood; 2016-11-01 01:45:45 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 1; 10/11; ; 10/11; 1; ; 1; 1; 10/11; 10/11; 10/11; 1; 10/11; 19/20; 19/20; ; ; ; 13/15; ; ; ; ; 19/20; ; ; 20/21; ; 
Draw; 13/5; 13/5; ; 5/2; 12/5; ; 13/5; 9/4; 13/5; 5/2; 11/5; 23/10; 51/20; 5/2; 5/2; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 5/2; ; 
Fleetwood; 3; 11/4; ; 14/5; 3; ; 29/10; 3; 14/5; 14/5; 5/2; 3; 14/5; 14/5; 14/5; ; ; ; 13/5; ; ; ; ; 14/5; ; ; 14/5; ; 
META; english/league-1/bristol-rovers-v-fleetwood; 2016-11-01 03:45:51 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 1; 10/11; ; 10/11; 1; ; 1; 1; 10/11; 20/21; 10/11; 1; 10/11; 19/20; 19/20; ; ; ; 13/15; ; ; ; ; 19/20; ; ; 20/21; ; 
Draw; 13/5; 13/5; ; 5/2; 12/5; ; 13/5; 9/4; 13/5; 5/2; 11/5; 23/10; 51/20; 5/2; 5/2; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 5/2; ; 
Fleetwood; 3; 11/4; ; 14/5; 3; ; 29/10; 3; 14/5; 14/5; 5/2; 3; 14/5; 14/5; 14/5; ; ; ; 13/5; ; ; ; ; 14/5; ; ; 14/5; ; 
META; english/league-1/bristol-rovers-v-fleetwood; 2016-11-01 04:21:17 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 1; 10/11; ; 10/11; 1; ; 1; 1; 10/11; 20/21; 10/11; 1; 10/11; 19/20; 19/20; ; ; ; 13/15; ; ; ; ; 19/20; ; ; 20/21; ; 
Draw; 13/5; 13/5; ; 5/2; 12/5; ; 13/5; 9/4; 13/5; 5/2; 11/5; 23/10; 51/20; 5/2; 5/2; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 5/2; ; 
Fleetwood; 3; 11/4; ; 14/5; 3; ; 29/10; 3; 14/5; 14/5; 5/2; 3; 14/5; 14/5; 14/5; ; ; ; 13/5; ; ; ; ; 14/5; ; ; 14/5; ; 
META; english/league-1/bristol-rovers-v-fleetwood; 2016-11-01 05:45:48 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 1; 10/11; ; 10/11; 1; ; 1; 1; 10/11; 20/21; 10/11; 1; 10/11; 19/20; 19/20; ; ; ; 13/15; ; ; ; ; 19/20; ; ; 20/21; ; 
Draw; 13/5; 13/5; ; 5/2; 12/5; ; 13/5; 9/4; 13/5; 5/2; 11/5; 23/10; 51/20; 5/2; 5/2; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 5/2; ; 
Fleetwood; 3; 11/4; ; 14/5; 3; ; 14/5; 3; 14/5; 14/5; 5/2; 3; 14/5; 14/5; 14/5; ; ; ; 13/5; ; ; ; ; 14/5; ; ; 14/5; ; 
META; english/league-1/bristol-rovers-v-fleetwood; 2016-11-01 06:30:32 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 1; 10/11; ; 10/11; 1; ; 1; 1; 10/11; 20/21; 10/11; 1; 19/20; 19/20; 19/20; ; ; ; 13/15; ; ; ; ; 19/20; ; ; 20/21; ; 
Draw; 13/5; 13/5; ; 5/2; 12/5; ; 13/5; 9/4; 13/5; 5/2; 11/5; 23/10; 5/2; 5/2; 5/2; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 5/2; ; 
Fleetwood; 3; 11/4; ; 14/5; 3; ; 14/5; 3; 14/5; 14/5; 5/2; 3; 11/4; 14/5; 14/5; ; ; ; 13/5; ; ; ; ; 14/5; ; ; 14/5; ; 
META; english/league-1/bristol-rovers-v-fleetwood; 2016-11-01 07:45:44 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 19/20; 10/11; ; 10/11; 1; ; 1; 1; 10/11; 20/21; 10/11; 1; 19/20; 1; 19/20; ; ; ; 13/15; ; ; ; ; 19/20; ; ; 20/21; ; 
Draw; 13/5; 13/5; ; 5/2; 12/5; ; 13/5; 9/4; 13/5; 5/2; 11/5; 23/10; 51/20; 5/2; 5/2; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 5/2; ; 
Fleetwood; 16/5; 11/4; ; 14/5; 3; ; 14/5; 3; 14/5; 14/5; 5/2; 3; 11/4; 11/4; 14/5; ; ; ; 13/5; ; ; ; ; 14/5; ; ; 14/5; ; 
META; english/league-1/bristol-rovers-v-fleetwood; 2016-11-01 08:21:20 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 19/20; 10/11; ; 10/11; 1; ; 1; 1; 10/11; 10/11; 10/11; 1; 19/20; 1; 19/20; ; ; ; 13/15; ; ; ; ; 19/20; ; ; 20/21; ; 
Draw; 13/5; 13/5; ; 5/2; 12/5; ; 13/5; 9/4; 13/5; 5/2; 11/5; 23/10; 51/20; 5/2; 5/2; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 5/2; ; 
Fleetwood; 16/5; 11/4; ; 14/5; 3; ; 14/5; 3; 14/5; 14/5; 5/2; 3; 11/4; 27/10; 14/5; ; ; ; 13/5; ; ; ; ; 14/5; ; ; 14/5; ; 
META; english/league-1/bristol-rovers-v-fleetwood; 2016-11-01 09:45:47 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 19/20; 19/20; ; 10/11; 1; 9/10; 1; 1; 10/11; 10/11; 10/11; 1; 10/11; 1; 19/20; ; ; ; 13/15; ; ; ; ; 19/20; ; ; 20/21; ; 
Draw; 13/5; 13/5; ; 5/2; 12/5; 12/5; 13/5; 9/4; 13/5; 12/5; 11/5; 23/10; 51/20; 5/2; 5/2; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 5/2; ; 
Fleetwood; 16/5; 11/4; ; 14/5; 3; 27/10; 14/5; 3; 14/5; 14/5; 5/2; 3; 57/20; 11/4; 14/5; ; ; ; 13/5; ; ; ; ; 14/5; ; ; 14/5; ; 
META; english/league-1/bristol-rovers-v-fleetwood; 2016-11-01 11:45:46 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 19/20; 19/20; ; 10/11; 1; 9/10; 19/20; 1; 10/11; 17/20; 10/11; 1; 9/10; 10/11; 19/20; ; ; ; 13/15; ; ; ; ; 19/20; ; ; 20/21; ; 
Draw; 13/5; 13/5; ; 5/2; 12/5; 12/5; 27/10; 12/5; 13/5; 5/2; 11/5; 23/10; 51/20; 5/2; 5/2; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 5/2; ; 
Fleetwood; 16/5; 11/4; ; 11/4; 3; 27/10; 29/10; 13/5; 14/5; 3; 5/2; 3; 59/20; 29/10; 14/5; ; ; ; 13/5; ; ; ; ; 14/5; ; ; 14/5; ; 
META; english/league-1/bristol-rovers-v-fleetwood; 2016-11-01 12:21:46 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 19/20; 19/20; ; 10/11; 1; 17/20; 19/20; 1; 10/11; 10/11; 10/11; 19/20; 9/10; 19/20; 10/11; ; ; ; 13/15; ; ; ; ; 19/20; ; ; 10/11; ; 
