META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2017-05-30 02:18:11 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Rayo Vallecano; 8/5; 13/8; ; 7/5; 17/10; ; 7/5; 8/5; ; ; ; ; 17/10; 6/4; ; 16/11; 17/10; 9/5; 9/5; 17/10; ; 7/4; 9/5; ; 9/5; ; 19/10; ; 
Cordoba; 16/5; 16/5; ; 16/5; 10/3; ; 17/10; 11/4; ; ; ; ; 51/20; 16/5; ; 10/3; 37/13; 29/10; 14/5; 13/4; ; 23/10; 29/10; ; 56/19; ; 14/5; ; 
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2017-05-31 18:16:59 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 11/10; 11/10; ; 6/5; 23/20; ; 6/5; 5/4; ; ; ; ; 5/4; 23/20; ; 15/13; 15/13; 15/13; 11/10; 21/20; 123/100; 11/10; 11/10; ; 11/10; ; 11/10; ; 
Rayo Vallecano; 8/5; 13/8; ; 7/5; 7/4; ; 7/5; 8/5; ; ; ; ; 17/10; 6/4; ; 8/5; 17/10; 9/5; 17/10; 17/10; 179/100; 7/4; 17/10; ; 17/10; ; 15/8; ; 
Cordoba; 16/5; 16/5; ; 16/5; 10/3; ; 17/10; 11/4; ; ; ; ; 51/20; 16/5; ; 10/3; 56/19; 29/10; 3; 33/10; 67/20; 28/11; 33/10; ; 57/17; ; 13/5; ; 
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2017-05-31 22:16:56 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 11/10; 11/10; ; 1; 6/5; ; 6/5; 5/4; ; ; ; ; 6/5; 23/20; ; 11/10; 15/13; 15/13; 11/10; 21/20; 123/100; 11/10; 11/10; ; 11/10; ; 23/20; ; 
Rayo Vallecano; 8/5; 13/8; ; 8/5; 17/10; ; 7/5; 8/5; ; ; ; ; 17/10; 6/4; ; 17/10; 17/10; 9/5; 7/4; 7/4; 179/100; 7/4; 7/4; ; 7/4; ; 8/5; ; 
Cordoba; 16/5; 16/5; ; 16/5; 10/3; ; 17/10; 11/4; ; ; ; ; 53/20; 16/5; ; 10/3; 56/19; 29/10; 3; 33/10; 67/20; 28/11; 16/5; ; 16/5; ; 13/5; ; 
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2017-06-01 02:17:06 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 11/10; 11/10; ; 1; 6/5; ; 6/5; 5/4; ; ; ; ; 6/5; 23/20; ; 11/10; 6/5; 15/13; 6/5; 11/10; 113/100; 11/10; 6/5; ; 6/5; ; 10/9; ; 
Rayo Vallecano; 8/5; 17/10; ; 8/5; 7/4; ; 7/5; 8/5; ; ; ; ; 17/10; 6/4; ; 17/10; 17/10; 9/5; 7/4; 7/4; 19/10; 7/4; 7/4; ; 7/4; ; 6/4; ; 
Cordoba; 16/5; 16/5; ; 16/5; 3; ; 17/10; 11/4; ; ; ; ; 53/20; 16/5; ; 10/3; 37/13; 29/10; 14/5; 41/13; 7/2; 28/11; 37/13; ; 37/13; ; 13/5; ; 
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2017-06-01 10:17:19 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 11/10; 11/10; ; ; 6/5; ; 5/4; 5/4; ; ; ; ; 1; 23/20; ; 11/10; 6/5; 15/13; 6/5; 11/10; 113/100; 11/10; 6/5; ; 6/5; ; 10/9; ; 
Rayo Vallecano; 8/5; 13/8; ; ; 7/4; ; 7/5; 8/5; ; ; ; ; 17/10; 6/4; ; 17/10; 17/10; 9/5; 7/4; 7/4; 19/10; 7/4; 7/4; ; 7/4; ; 13/8; ; 
Cordoba; 16/5; 16/5; ; ; 3; ; 17/10; 11/4; ; ; ; ; 10/3; 16/5; ; 10/3; 37/13; 29/10; 14/5; 41/13; 7/2; 28/11; 37/13; ; 37/13; ; 11/4; ; 
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2017-06-01 14:17:19 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 11/10; 11/10; ; 1; 23/20; ; ; 5/4; ; ; ; ; 1; 23/20; ; 11/10; 15/13; 15/13; 11/10; 21/20; 97/100; 11/10; 11/10; ; 11/10; ; 6/5; ; 
Rayo Vallecano; 8/5; 13/8; ; 8/5; 9/5; ; ; 8/5; ; ; ; ; 39/20; 6/4; ; 17/10; 7/4; 9/5; 9/5; 7/4; 21/10; 7/4; 9/5; ; 9/5; ; 13/8; ; 
Cordoba; 16/5; 16/5; ; 16/5; 10/3; ; ; 11/4; ; ; ; ; 57/20; 16/5; ; 10/3; 29/10; 29/10; 14/5; 13/4; 31/10; 28/11; 56/19; ; 3; ; 13/5; ; 
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2017-06-01 18:16:53 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 11/10; 11/10; ; ; 23/20; ; ; 5/4; ; ; ; ; 1; 23/20; ; 11/10; 15/13; 15/13; 11/10; 21/20; 97/100; 15/13; 11/10; ; 11/10; ; 13/10; ; 
Rayo Vallecano; 8/5; 13/8; ; ; 9/5; ; ; 8/5; ; ; ; ; 9/5; 6/4; ; 17/10; 7/4; 9/5; 9/5; 7/4; 21/10; 28/17; 9/5; ; 9/5; ; 17/10; ; 
Cordoba; 16/5; 16/5; ; ; 10/3; ; ; 11/4; ; ; ; ; 16/5; 16/5; ; 10/3; 29/10; 29/10; 14/5; 13/4; 31/10; 13/5; 56/19; ; 3; ; 13/5; ; 
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2017-06-01 22:16:39 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 11/10; 11/10; ; 1; 23/20; ; ; 5/4; ; ; ; ; 1; 23/20; ; 11/10; 15/13; 15/13; 11/10; 21/20; 97/100; 6/5; 11/10; ; 11/10; ; 13/10; ; 
Rayo Vallecano; 8/5; 13/8; ; 8/5; 9/5; ; ; 8/5; ; ; ; ; 9/5; 6/4; ; 17/10; 17/10; 9/5; 9/5; 17/10; 21/10; 8/5; 9/5; ; 9/5; ; 17/10; ; 
Cordoba; 16/5; 16/5; ; 16/5; 10/3; ; ; 11/4; ; ; ; ; 16/5; 16/5; ; 10/3; 29/10; 29/10; 14/5; 31/10; 31/10; 28/11; 56/19; ; 3; ; 13/5; ; 
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2017-06-02 02:16:35 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 11/10; 11/10; ; 11/10; 23/20; ; ; 5/4; ; ; ; ; 21/20; 23/20; ; 11/10; 15/13; 6/5; 11/10; 21/20; 97/100; 6/5; 11/10; ; 11/10; ; 11/8; ; 
Rayo Vallecano; 8/5; 17/10; ; 8/5; 9/5; ; ; 8/5; ; ; ; ; 9/5; 6/4; ; 17/10; 7/4; 8/5; 19/10; 7/4; 21/10; 28/17; 19/10; ; 19/10; ; 6/4; ; 
Cordoba; 16/5; 16/5; ; 16/5; 10/3; ; ; 11/4; ; ; ; ; 3; 16/5; ; 16/5; 14/5; 16/5; 11/4; 3; 31/10; 27/11; 11/4; ; 14/5; ; 1/20; ; 
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2017-06-02 10:16:40 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 11/10; 23/20; ; ; 23/20; ; ; 5/4; ; ; ; ; 21/20; 23/20; ; 11/10; 15/13; 11/10; 11/10; 21/20; 97/100; 6/5; 11/10; ; 11/10; ; 6/5; ; 
Rayo Vallecano; 8/5; 17/10; ; ; 15/8; ; ; 8/5; ; ; ; ; 9/5; 6/4; ; 7/4; 7/4; 17/10; 19/10; 7/4; 21/10; 28/17; 19/10; ; 19/10; ; 7/4; ; 
Cordoba; 16/5; 3; ; ; 3; ; ; 11/4; ; ; ; ; 3; 16/5; ; 31/10; 14/5; 13/4; 11/4; 3; 31/10; 27/11; 11/4; ; 14/5; ; 1/16; ; 
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2017-06-02 14:16:38 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 11/10; 23/20; ; ; 23/20; ; ; 5/4; ; ; ; ; 21/20; 23/20; ; 11/10; 15/13; 11/10; 11/10; 21/20; 97/100; 6/5; 11/10; ; 11/10; ; 6/5; ; 
Rayo Vallecano; 8/5; 17/10; ; ; 15/8; ; ; 8/5; ; ; ; ; 9/5; 6/4; ; 7/4; 7/4; 24/13; 19/10; 7/4; 21/10; 28/17; 19/10; ; 19/10; ; 9/5; ; 
Cordoba; 16/5; 3; ; ; 3; ; ; 11/4; ; ; ; ; 3; 16/5; ; 31/10; 14/5; 3; 11/4; 3; 31/10; 27/11; 11/4; ; 14/5; ; 4/6; ; 
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2017-06-02 18:16:35 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 11/10; 23/20; ; ; 23/20; ; ; 5/4; ; ; ; ; 21/20; 23/20; ; 11/10; 15/13; 11/10; 11/10; 21/20; 97/100; 6/5; 11/10; ; 11/10; ; 6/5; ; 
Rayo Vallecano; 8/5; 17/10; ; ; 15/8; ; ; 8/5; ; ; ; ; 9/5; 6/4; ; 7/4; 7/4; 7/4; 19/10; 7/4; 21/10; 28/17; 19/10; ; 19/10; ; 11/8; ; 
Cordoba; 16/5; 3; ; ; 3; ; ; 11/4; ; ; ; ; 3; 16/5; ; 31/10; 14/5; 16/5; 11/4; 3; 31/10; 27/11; 11/4; ; 14/5; ; 20/21; ; 
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2017-06-02 22:16:19 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 11/10; 23/20; ; 11/10; 23/20; ; ; 5/4; ; ; ; ; 21/20; 23/20; ; 11/10; 15/13; 11/10; 11/10; 21/20; 97/100; 6/5; 11/10; ; 11/10; ; 5/4; ; 
Rayo Vallecano; 8/5; 17/10; ; 17/10; 15/8; ; ; 8/5; ; ; ; ; 9/5; 6/4; ; 7/4; 7/4; 9/5; 19/10; 7/4; 21/10; 28/17; 19/10; ; 19/10; ; 19/10; ; 
Cordoba; 16/5; 3; ; 14/5; 3; ; ; 11/4; ; ; ; ; 3; 16/5; ; 31/10; 14/5; 11/4; 11/4; 3; 31/10; 27/11; 11/4; ; 14/5; ; 13/5; ; 
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2017-06-03 02:16:17 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 11/10; 23/20; ; ; 23/20; ; ; 5/4; ; ; ; ; 21/20; 23/20; ; 11/10; 15/13; 11/10; 11/10; 21/20; 97/100; 6/5; 11/10; ; 11/10; ; 5/4; ; 
Rayo Vallecano; 8/5; 17/10; ; ; 15/8; ; ; 8/5; ; ; ; ; 9/5; 6/4; ; 7/4; 7/4; 9/5; 19/10; 7/4; 21/10; 28/17; 19/10; ; 19/10; ; 19/10; ; 
Cordoba; 16/5; 3; ; ; 3; ; ; 11/4; ; ; ; ; 3; 16/5; ; 31/10; 14/5; 11/4; 11/4; 3; 31/10; 27/11; 11/4; ; 14/5; ; 27/10; ; 
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2017-06-03 10:16:18 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 11/10; 23/20; ; ; 23/20; ; ; 5/4; ; ; ; ; 21/20; 23/20; ; 11/10; 15/13; 11/10; 11/10; 21/20; 97/100; 6/5; 11/10; ; 11/10; ; 5/4; ; 
Rayo Vallecano; 8/5; 17/10; ; ; 15/8; ; ; 8/5; ; ; ; ; 9/5; 6/4; ; 7/4; 7/4; 9/5; 19/10; 7/4; 21/10; 28/17; 19/10; ; 19/10; ; 19/10; ; 
Cordoba; 16/5; 3; ; ; 3; ; ; 11/4; ; ; ; ; 3; 16/5; ; 31/10; 14/5; 11/4; 11/4; 3; 31/10; 27/11; 11/4; ; 14/5; ; 27/10; ; 
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2017-06-03 14:16:15 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 11/10; 23/20; 17/10; ; 23/20; ; ; 5/4; ; ; ; ; 21/20; 23/20; ; 11/10; 15/13; 11/10; 11/10; 21/20; 97/100; 6/5; 11/10; ; 11/10; ; 6/5; ; 
Rayo Vallecano; 8/5; 17/10; 7/5; ; 15/8; ; ; 8/5; ; ; ; ; 9/5; 6/4; ; 7/4; 7/4; 9/5; 19/10; 7/4; 21/10; 28/17; 19/10; ; 19/10; ; 17/10; ; 
Cordoba; 16/5; 3; 2; ; 3; ; ; 11/4; ; ; ; ; 3; 16/5; ; 31/10; 14/5; 11/4; 11/4; 3; 31/10; 27/11; 11/4; ; 14/5; ; 11/4; ; 
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2017-06-03 18:16:15 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 1; 11/10; 6/5; 11/10; 23/20; ; ; 5/4; ; ; ; ; 21/20; 23/20; ; 11/10; 11/10; 11/10; 11/10; 1; 97/100; 6/5; 11/10; ; 11/10; ; 5/4; ; 
Rayo Vallecano; 9/5; 7/4; 11/8; 17/10; 15/8; ; ; 8/5; ; ; ; ; 15/8; 6/4; ; 9/5; 24/13; 9/5; 19/10; 24/13; 21/10; 28/17; 19/10; ; 19/10; ; 13/8; ; 
Cordoba; 16/5; 3; 39/20; 14/5; 3; ; ; 11/4; ; ; ; ; 57/20; 16/5; ; 31/10; 14/5; 11/4; 11/4; 3; 31/10; 27/11; 11/4; ; 14/5; ; 27/10; ; 
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2017-06-03 22:16:00 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 1; 11/10; 6/5; 11/10; 23/20; ; ; 5/4; ; ; ; ; 1; 23/20; ; 11/10; 11/10; 11/10; 11/10; 1; 1; 6/5; 11/10; ; 11/10; ; 27/20; ; 
Rayo Vallecano; 9/5; 7/4; 27/20; 17/10; 15/8; ; ; 8/5; ; ; ; ; 15/8; 6/4; ; 9/5; 24/13; 9/5; 19/10; 24/13; 199/100; 28/17; 19/10; ; 19/10; ; 17/10; ; 
Cordoba; 16/5; 3; 2; 14/5; 3; ; ; 11/4; ; ; ; ; 3; 16/5; ; 31/10; 14/5; 11/4; 11/4; 3; 63/20; 27/11; 11/4; ; 14/5; ; 12/5; ; 
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2017-06-04 02:15:52 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 1; 11/10; 6/5; 11/10; 23/20; ; ; 5/4; ; ; ; ; 1; 23/20; ; 11/10; 11/10; 11/10; 10/9; 1; 49/50; 6/5; 19/17; ; 19/17; ; 7/5; ; 
Rayo Vallecano; 9/5; 17/10; 27/20; 17/10; 9/5; ; ; 8/5; ; ; ; ; 15/8; 6/4; ; 9/5; 9/5; 9/5; 9/5; 9/5; 199/100; 28/17; 9/5; ; 9/5; ; 13/8; ; 
Cordoba; 16/5; 16/5; 2; 14/5; 10/3; ; ; 11/4; ; ; ; ; 3; 16/5; ; 31/10; 37/13; 11/4; 14/5; 58/19; 13/4; 27/11; 37/13; ; 29/10; ; 27/10; ; 
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2017-06-04 10:15:51 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 13/10; 6/5; 23/20; 13/10; 5/4; ; ; 5/4; ; ; ; ; 21/20; 23/20; ; 13/10; 5/4; 13/10; 10/9; ; 27/25; 6/5; 19/17; ; 19/17; ; 6/4; 6/4; 
Rayo Vallecano; 17/10; 17/10; 29/20; 13/8; 7/4; ; ; 8/5; ; ; ; ; 7/4; 6/4; ; 17/10; 7/4; 28/17; 9/5; ; 15/8; 17/11; 9/5; ; 9/5; ; 13/8; 13/8; 
Cordoba; 5/2; 11/4; 15/8; 13/5; 3; ; ; 11/4; ; ; ; ; 3; 16/5; ; 27/10; 27/11; 5/2; 14/5; ; 61/20; 13/5; 37/13; ; 29/10; ; 11/4; 27/10; 
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2017-06-04 14:15:45 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 13/10; 5/4; 6/5; 13/10; 13/10; ; ; 5/4; ; ; ; ; 23/20; 23/20; ; 13/10; 23/17; 13/10; 10/9; 13/10; 13/10; 6/5; 19/17; ; 19/17; ; 6/4; 7/5; 6/4
Rayo Vallecano; 17/10; 17/10; 27/20; 13/8; 7/4; ; ; 8/5; ; ; ; ; 17/10; 6/4; ; 17/10; 8/5; 8/5; 9/5; 8/5; 8/5; 17/11; 9/5; ; 9/5; ; 13/8; 13/8; 13/8
Cordoba; 5/2; 13/5; 2; 13/5; 11/4; ; ; 11/4; ; ; ; ; 14/5; ; ; 13/5; 27/11; 13/5; 14/5; 45/17; 29/10; 13/5; 37/13; ; 29/10; ; 14/5; 11/4; 14/5
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2017-06-04 18:15:48 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 13/10; 13/10; 23/20; 13/10; 13/10; ; ; 5/4; ; ; ; ; 23/20; 23/20; ; 13/10; 23/17; 13/10; 27/20; 13/10; 61/50; 23/17; 23/17; ; 23/17; ; 7/5; 7/5; 6/4
Rayo Vallecano; 31/20; 6/4; 27/20; 13/8; 13/8; ; ; 8/5; ; ; ; ; 33/20; 6/4; ; 8/5; 17/11; 8/5; 13/8; 17/11; 8/5; 17/12; 5/3; ; 17/10; ; 13/8; 13/8; 13/8
Cordoba; 11/4; 14/5; 2; 13/5; 3; ; ; 11/4; ; ; ; ; 29/10; 16/5; ; 14/5; 28/11; 13/5; 13/5; 27/10; 63/20; 28/11; 45/17; ; 45/17; ; 14/5; 14/5; 3
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2017-06-04 22:15:41 GMT+3; 2017-06-04 19:00; In Play; Xlenovo
Draw; 7/5; 9/4; 2; ; ; 2; ; 23/10; ; ; ; ; 7/4; ; ; ; 19/20; 11/5; ; 19/20; ; ; ; ; 13/10; ; ; ; 
Cordoba; 8/13; 8/15; 4/6; ; ; 8/13; ; 4/9; ; ; ; ; 13/20; ; ; ; 74/17; 8/15; ; 74/17; ; ; ; ; 31/10; ; ; ; 
Rayo Vallecano; 7/5; 15/2; 11/2; ; ; 11/2; ; 7; ; ; ; ; 9; ; ; ; 28/17; 13/2; ; 28/17; ; ; ; ; 17/11; ; ; ; 
