META; spain/la-liga-segunda/girona-v-zaragoza; 2017-05-30 02:18:02 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Zaragoza; 13/2; 13/2; 10/3; ; 7; ; ; 6; ; 21/10; ; ; 13/2; 11/2; ; 7; 25/4; ; 6; 25/4; 71/10; 57/10; 6; ; 6; ; 7; 33/5; 
META; spain/la-liga-segunda/girona-v-zaragoza; 2017-06-03 18:16:05 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 2/5; 4/9; 4/11; ; 4/9; ; ; 4/9; ; ; ; ; 9/20; 4/9; ; 4/9; 5/12; ; 4/9; 5/12; 2/5; 5/11; 4/9; ; 4/9; ; 4/9; 2/5; 
Girona; 11/4; 14/5; 11/4; ; 3; ; ; 5/2; ; ; ; ; 51/20; 27/10; ; 29/10; 14/5; ; 5/2; 14/5; 14/5; 40/17; 5/2; ; 5/2; ; 3; 13/5; 
Zaragoza; 13/2; 13/2; 13/2; ; 7; ; ; 6; ; ; ; ; 7; 13/2; ; 13/2; 25/4; ; 6; 25/4; 38/5; 32/5; 6; ; 6; ; 8; 36/5; 
META; spain/la-liga-segunda/girona-v-zaragoza; 2017-06-03 22:15:52 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 2/5; 4/9; 4/11; ; 4/9; ; ; 4/9; ; ; ; ; 4/9; 4/9; ; 4/9; 5/12; ; 4/9; 5/12; 19/50; 5/11; 4/9; ; 4/9; ; 4/9; 2/5; 
Girona; 13/5; 14/5; 11/4; ; 3; ; ; 5/2; ; ; ; ; 47/20; 27/10; ; 14/5; 27/10; ; 5/2; 27/10; 29/10; 40/17; 5/2; ; 5/2; ; 14/5; 11/4; 
Zaragoza; 7; 13/2; 13/2; ; 15/2; ; ; 6; ; ; ; ; 7; 13/2; ; 7; 13/2; ; 6; 13/2; 79/10; 32/5; 6; ; 6; ; 8; 7; 
META; spain/la-liga-segunda/girona-v-zaragoza; 2017-06-04 02:15:44 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 2/5; 4/9; ; ; 4/9; ; ; 4/9; ; ; ; ; 4/9; 4/9; ; 2/5; 3/8; ; 2/5; 3/8; 37/100; 5/11; 2/5; ; 2/5; ; 4/9; 2/5; 
Girona; 13/5; 14/5; ; ; 3; ; ; 5/2; ; ; ; ; 47/20; 27/10; ; 29/10; 37/13; ; 27/10; 37/13; 147/50; 40/17; 27/10; ; 27/10; ; 14/5; 11/4; 
Zaragoza; 7; 7; ; ; 15/2; ; ; 6; ; ; ; ; 7; 13/2; ; 15/2; 7; ; 6; 7; 41/5; 32/5; 6; ; 13/2; ; 9; 38/5; 
META; spain/la-liga-segunda/girona-v-zaragoza; 2017-06-04 10:15:44 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 2/5; 4/9; ; ; 4/9; ; ; 4/9; ; ; ; ; 21/50; 4/9; ; 4/9; 7/17; ; 2/5; ; 19/50; 5/11; 2/5; ; 2/5; ; 4/9; 4/9; 
Girona; 5/2; 11/4; ; ; 3; ; ; 5/2; ; ; ; ; 49/20; 27/10; ; 11/4; 27/10; ; 13/5; ; 139/50; 40/17; 45/17; ; 45/17; ; 3; 14/5; 
Zaragoza; 15/2; 7; ; ; 8; ; ; 6; ; ; ; ; 7; 13/2; ; 15/2; 7; ; 13/2; ; 43/5; 32/5; 13/2; ; 13/2; ; 8; 39/5; 
META; spain/la-liga-segunda/girona-v-zaragoza; 2017-06-04 14:15:38 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 4/11; 2/5; ; ; 2/5; ; ; 4/11; ; ; ; ; 2/5; 4/9; ; 2/5; 3/8; 4/11; 2/5; 3/8; 7/20; 7/17; 2/5; ; 2/5; ; 4/11; 4/11; 
Girona; 11/4; 14/5; ; ; 3; ; ; ; ; ; ; ; 51/20; 27/10; ; 29/10; 37/13; ; 5/2; 37/13; 59/20; 13/5; 5/2; ; 5/2; ; 3; 3; 
Zaragoza; 15/2; 15/2; ; ; 9; ; ; 17/2; ; ; ; ; 15/2; 13/2; ; 8; 15/2; 8; 13/2; 15/2; 9; 32/5; 13/2; ; 7; ; 66/5; 63/5; 
META; spain/la-liga-segunda/girona-v-zaragoza; 2017-06-04 18:15:40 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 4/11; 2/5; ; ; 4/9; ; ; ; ; ; ; ; 2/5; 4/9; ; 2/5; 3/8; 2/5; 2/5; 3/8; 9/25; 7/19; 2/5; ; 2/5; ; 4/11; 4/11; 1/8
Girona; 11/4; 14/5; ; ; 3; ; ; ; ; ; ; ; 51/20; 27/10; ; 29/10; 37/13; 5/2; 5/2; 37/13; 66/25; 45/17; 5/2; ; 5/2; ; 3; 3; 
Zaragoza; 15/2; 15/2; ; ; 8; ; ; ; ; ; ; ; 15/2; 13/2; ; 8; 15/2; 8; 13/2; 15/2; 11; 15/2; 13/2; ; 7; ; 76/5; 15; 
META; spain/la-liga-segunda/girona-v-zaragoza; 2017-06-04 22:15:34 GMT+3; 2017-06-04 19:00; In Play; Xlenovo
Draw; 1/16; ; ; ; ; ; ; 1/40; ; ; ; ; 2/11; ; ; ; ; 2/11; ; ; ; ; ; ; 1/14; ; ; 1/10; 
Girona; 8; ; ; ; ; ; ; 11; ; ; ; ; 8; ; ; ; ; 21/4; ; ; ; ; ; ; 7; ; ; 13; 
Zaragoza; 20; ; ; ; ; ; ; 18; ; ; ; ; 8; ; ; ; ; 10; ; ; ; ; ; ; 17; ; ; 22; 
