META; english/championship/huddersfield-v-reading; 2017-02-18 14:24:22 GMT+2; 2017-02-21 19:45; Nothing; Xlenovo
Huddersfield; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/20; ; ; ; ; 8/11; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 47/20; ; ; ; ; 21/10; ; 
Reading; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 29/10; ; ; ; ; 19/10; ; 
META; english/championship/huddersfield-v-reading; 2017-02-18 18:20:13 GMT+2; 2017-02-21 19:45; Nothing; Xlenovo
Huddersfield; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/20; ; 11/10; ; 17/16; ; ; 5/6; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 12/5; ; 9/4; ; ; 21/10; ; 
Reading; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 27/10; ; 3; ; 27/10; ; ; 2; ; 
META; english/championship/huddersfield-v-reading; 2017-02-18 22:20:57 GMT+2; 2017-02-21 19:45; Nothing; Xlenovo
Huddersfield; 17/20; 10/11; ; ; ; ; 37/40; 10/11; ; 10/11; 10/11; ; 9/10; 10/11; ; 1; 19/20; ; 10/11; ; 1; ; 10/11; ; ; 10/11; ; 
Draw; 13/5; 12/5; ; ; ; 13/5; 5/2; 23/10; 13/5; 12/5; 9/4; 12/5; 5/2; 13/5; 13/5; 13/5; 5/2; ; 12/5; 5/2; 5/2; ; 27/11; ; ; 5/2; ; 
Reading; 3; 16/5; ; ; ; 3; 31/10; 11/4; 3; 3; 29/10; 3; 3; 3; 3; 16/5; 56/19; ; 14/5; 56/19; 13/4; ; 56/19; ; ; 3; ; 
META; english/championship/huddersfield-v-reading; 2017-02-19 14:21:50 GMT+2; 2017-02-21 19:45; Nothing; Xlenovo
Huddersfield; 17/20; 10/11; ; 19/20; ; 19/20; 10/11; 10/11; 10/11; 10/11; 10/11; 20/21; 9/10; 10/11; 10/11; 19/20; 19/20; 10/11; 10/11; 19/20; 20/21; ; 10/11; ; ; 20/21; 10/11; 
Draw; 13/5; 12/5; ; 5/2; ; 13/5; 5/2; 23/10; 13/5; 12/5; 9/4; 12/5; 5/2; 13/5; 13/5; 13/5; 5/2; 23/10; 12/5; 5/2; 13/5; ; 27/11; ; ; 5/2; 23/10; 
Reading; 3; 16/5; ; 16/5; ; 3; 31/10; 11/4; 3; 3; 29/10; 3; 3; 3; 3; 16/5; 56/19; 31/10; 14/5; 56/19; 13/4; ; 56/19; ; ; 14/5; 3; 
META; english/championship/huddersfield-v-reading; 2017-02-19 18:22:54 GMT+2; 2017-02-21 19:45; Nothing; Xlenovo
Huddersfield; 17/20; 17/20; 9/10; 17/20; ; 17/20; 5/6; 10/11; 9/10; 17/20; 17/20; 20/23; 9/10; 17/20; 10/11; 19/20; 10/11; 5/6; 10/11; 10/11; 19/20; 5/6; 10/11; 5/6; ; 5/6; 5/6; 
Draw; 13/5; 5/2; 12/5; 13/5; ; 13/5; 13/5; 23/10; 13/5; 5/2; 23/10; 23/10; 5/2; 27/10; 5/2; 13/5; 28/11; 12/5; 12/5; 28/11; 13/5; 27/11; 27/11; 13/5; ; 5/2; 5/2; 
Reading; 3; 10/3; 10/3; 7/2; ; 16/5; 17/5; 11/4; 10/3; 16/5; 16/5; 7/2; 10/3; 3; 16/5; 16/5; 3; 17/5; 14/5; 3; 67/20; 31/10; 56/19; 3; ; 3; 3; 
META; english/championship/huddersfield-v-reading; 2017-02-19 22:20:41 GMT+2; 2017-02-21 19:45; Nothing; Xlenovo
Huddersfield; 17/20; 17/20; 4/5; 17/20; ; 5/6; 5/6; 10/11; 5/6; 3/4; 4/5; 5/6; 5/6; 17/20; 17/20; 11/13; 4/5; 5/6; 4/5; 4/5; 19/20; 5/6; 13/16; 5/6; ; 5/6; 5/6; 
Draw; 13/5; 5/2; 5/2; 13/5; ; 27/10; 27/10; 5/2; 13/5; 5/2; 23/10; 12/5; 51/20; 14/5; 13/5; 27/10; 45/17; 12/5; 5/2; 45/17; 13/5; 27/11; 28/11; 13/5; ; 13/5; 13/5; 
Reading; 3; 10/3; 37/10; 7/2; ; 10/3; 15/4; 3; 7/2; 7/2; 17/5; 7/2; 7/2; 10/3; 10/3; 7/2; 7/2; 17/5; 10/3; 7/2; 67/20; 31/10; 57/17; 3; ; 10/3; 10/3; 
META; english/championship/huddersfield-v-reading; 2017-02-20 02:21:32 GMT+2; 2017-02-21 19:45; Nothing; Xlenovo
Huddersfield; 3/4; 4/5; 17/20; 17/20; ; 5/6; 5/6; 10/11; 5/6; 5/6; 5/6; 5/6; 5/6; 17/20; 4/5; 11/13; 10/13; 5/6; 4/5; 10/13; 23/25; 16/19; 13/16; 5/6; ; 5/6; 5/6; 
Draw; 11/4; 5/2; 49/20; 13/5; ; 27/10; 11/4; 5/2; 13/5; 12/5; 23/10; 5/2; 51/20; 27/10; 11/4; 27/10; 45/17; 12/5; 5/2; 45/17; 13/5; 27/11; 28/11; 12/5; ; 13/5; 13/5; 
Reading; 10/3; 18/5; 7/2; 7/2; ; 10/3; 19/5; 3; 7/2; 7/2; 16/5; 10/3; 7/2; 7/2; 10/3; 7/2; 15/4; 17/5; 10/3; 15/4; 7/2; 31/10; 57/17; 7/2; ; 7/2; 10/3; 
META; english/championship/huddersfield-v-reading; 2017-02-20 06:19:54 GMT+2; 2017-02-21 19:45; Nothing; Xlenovo
Huddersfield; 17/20; 4/5; 17/20; 17/20; ; 5/6; 5/6; 10/11; 5/6; 4/5; 5/6; 5/6; 5/6; 17/20; 4/5; 11/13; 10/13; 5/6; 4/5; 10/13; 9/10; 16/19; 13/16; 5/6; ; 5/6; 4/5; 
Draw; 11/4; 5/2; 49/20; 13/5; ; 13/5; 11/4; 5/2; 13/5; 5/2; 23/10; 12/5; 51/20; 27/10; 11/4; 27/10; 45/17; 12/5; 5/2; 45/17; 13/5; 28/11; 28/11; 12/5; ; 13/5; 5/2; 
Reading; 7/2; 18/5; 7/2; 7/2; ; 7/2; 19/5; 3; 7/2; 7/2; 16/5; 7/2; 7/2; 7/2; 10/3; 7/2; 15/4; 17/5; 10/3; 15/4; 71/20; 17/5; 57/17; 7/2; ; 7/2; 10/3; 
META; english/championship/huddersfield-v-reading; 2017-02-20 10:21:09 GMT+2; 2017-02-21 19:45; Nothing; Xlenovo
Huddersfield; 17/20; 4/5; 17/20; 17/20; ; 17/20; 17/20; 10/11; 5/6; 5/6; 5/6; 5/6; 5/6; 17/20; 4/5; 11/13; 10/13; 5/6; 4/5; 10/13; 9/10; 16/19; 13/16; 5/6; ; 5/6; 5/6; 
Draw; 11/4; 5/2; 49/20; 13/5; ; 13/5; 11/4; 5/2; 13/5; 12/5; 23/10; 12/5; 51/20; 27/10; 11/4; 27/10; 13/5; 12/5; 5/2; 13/5; 13/5; 28/11; 28/11; 5/2; ; 13/5; 13/5; 
Reading; 7/2; 18/5; 7/2; 7/2; ; 10/3; 18/5; 3; 7/2; 7/2; 16/5; 7/2; 7/2; 7/2; 10/3; 7/2; 15/4; 17/5; 10/3; 15/4; 71/20; 17/5; 57/17; 16/5; ; 7/2; 10/3; 
META; english/championship/huddersfield-v-reading; 2017-02-20 14:20:02 GMT+2; 2017-02-21 19:45; Nothing; Xlenovo
Huddersfield; 17/20; 4/5; 17/20; 17/20; ; 5/6; 17/20; 4/5; 5/6; 4/5; 5/6; 5/6; 5/6; 17/20; 5/6; 11/13; 14/19; 5/6; 4/5; 14/19; 10/11; 16/19; 13/16; 5/6; ; 5/6; 5/6; 5/6
Draw; 11/4; 5/2; 49/20; 13/5; ; 13/5; 11/4; 13/5; 13/5; 12/5; 23/10; 12/5; 51/20; 27/10; 5/2; 27/10; 13/5; 12/5; 5/2; 13/5; 13/5; 28/11; 28/11; 13/5; ; 13/5; 13/5; 13/5
Reading; 7/2; 18/5; 7/2; 7/2; ; 7/2; 18/5; 16/5; 7/2; 7/2; 16/5; 7/2; 7/2; 7/2; 7/2; 7/2; 50/13; 17/5; 10/3; 50/13; 71/20; 17/5; 57/17; 10/3; ; 7/2; 7/2; 7/2
META; english/championship/huddersfield-v-reading; 2017-02-20 18:20:15 GMT+2; 2017-02-21 19:45; Nothing; Xlenovo
Huddersfield; 17/20; 4/5; 17/20; 5/6; ; 5/6; 17/20; 4/5; 5/6; 4/5; 4/5; 5/6; 5/6; 17/20; 5/6; 11/13; 4/5; 5/6; 4/5; 4/5; 22/25; 16/19; 13/16; 5/6; ; 5/6; 5/6; 5/6
Draw; 11/4; 13/5; 49/20; 5/2; ; 13/5; 11/4; 5/2; 13/5; 12/5; 5/2; 12/5; 51/20; 27/10; 5/2; 27/10; 28/11; 12/5; 5/2; 28/11; 53/20; 28/11; 28/11; 13/5; ; 13/5; 13/5; 13/5
Reading; 7/2; 10/3; 7/2; 17/5; ; 7/2; 18/5; 7/2; 7/2; 7/2; 7/2; 7/2; 7/2; 7/2; 7/2; 7/2; 39/11; 17/5; 10/3; 39/11; 37/10; 17/5; 57/17; 10/3; ; 7/2; 7/2; 7/2
META; english/championship/huddersfield-v-reading; 2017-02-20 22:20:52 GMT+2; 2017-02-21 19:45; Nothing; Xlenovo
Huddersfield; 17/20; 17/20; 17/20; 17/20; 5/6; 17/20; 20/23; 17/20; 5/6; 4/5; 5/6; 4/5; 5/6; 17/20; 5/6; 11/13; 5/6; 5/6; 8/11; 5/6; 10/11; 11/13; 13/16; 17/20; ; 5/6; 5/6; 5/6
Draw; 11/4; 13/5; 5/2; 13/5; 13/5; 27/10; 11/4; 13/5; 13/5; 5/2; 5/2; 13/5; 13/5; 27/10; 5/2; 27/10; 13/5; 12/5; 13/5; 13/5; 13/5; 28/11; 28/11; 11/4; ; 5/2; 13/5; 27/10
Reading; 7/2; 16/5; 10/3; 7/2; 7/2; 10/3; 7/2; 16/5; 7/2; 7/2; 10/3; 10/3; 7/2; 18/5; 7/2; 7/2; 38/11; 17/5; 7/2; 38/11; 7/2; 17/5; 57/17; 16/5; ; 7/2; 10/3; 7/2
META; english/championship/huddersfield-v-reading; 2017-02-21 02:20:46 GMT+2; 2017-02-21 19:45; Nothing; Xlenovo
Huddersfield; 17/20; 17/20; 17/20; 17/20; ; 5/6; 20/23; 17/20; 5/6; 4/5; 5/6; 4/5; 5/6; 17/20; 5/6; 11/13; 4/5; 5/6; 8/11; 4/5; 21/25; 11/13; 10/13; 17/20; ; 5/6; 5/6; 5/6
Draw; 11/4; 13/5; 5/2; 13/5; ; 27/10; 11/4; 13/5; 13/5; 5/2; 5/2; 13/5; 13/5; 27/10; 5/2; 27/10; 13/5; 12/5; 13/5; 13/5; 11/4; 28/11; 13/5; 11/4; ; 13/5; 13/5; 27/10
Reading; 7/2; 16/5; 10/3; 7/2; ; 10/3; 7/2; 16/5; 7/2; 10/3; 10/3; 10/3; 7/2; 18/5; 7/2; 7/2; 38/11; 10/3; 7/2; 38/11; 15/4; 17/5; 7/2; 16/5; ; 7/2; 7/2; 7/2
META; english/championship/huddersfield-v-reading; 2017-02-21 06:19:53 GMT+2; 2017-02-21 19:45; Nothing; Xlenovo
Huddersfield; 17/20; 17/20; 17/20; 17/20; ; 5/6; 20/23; 17/20; 5/6; ; 5/6; 4/5; 5/6; 17/20; 5/6; 11/13; 4/5; 5/6; 8/11; 4/5; 21/25; 9/11; 10/13; 17/20; ; 5/6; 5/6; 5/6
Draw; 11/4; 13/5; 5/2; 13/5; ; 27/10; 11/4; 13/5; 13/5; ; 5/2; 13/5; 13/5; 27/10; 5/2; 27/10; 13/5; 12/5; 13/5; 13/5; 11/4; 27/10; 13/5; 11/4; ; 13/5; 13/5; 27/10
Reading; 7/2; 16/5; 10/3; 7/2; ; 10/3; 7/2; 16/5; 7/2; ; 10/3; 16/5; 7/2; 15/4; 7/2; 7/2; 38/11; 10/3; 7/2; 38/11; 15/4; 57/17; 7/2; 16/5; ; 7/2; 7/2; 7/2
META; english/championship/huddersfield-v-reading; 2017-02-21 10:20:14 GMT+2; 2017-02-21 19:45; Nothing; Xlenovo
Huddersfield; 17/20; 17/20; 17/20; 17/20; ; 17/20; 20/23; 17/20; 5/6; 17/20; 5/6; 5/6; 5/6; 10/11; 17/20; 11/13; 5/6; 5/6; 8/11; 5/6; 87/100; 11/13; 10/13; 17/20; ; 5/6; 5/6; 5/6
Draw; 11/4; 13/5; 5/2; 13/5; ; 27/10; 11/4; 13/5; 13/5; 5/2; 5/2; 5/2; 13/5; 27/10; 5/2; 27/10; 13/5; 12/5; 13/5; 13/5; 137/50; 27/10; 13/5; 13/5; ; 13/5; 13/5; 13/5
Reading; 7/2; 16/5; 10/3; 7/2; ; 33/10; 7/2; 16/5; 3; 10/3; 10/3; 10/3; 7/2; 18/5; 7/2; 7/2; 57/17; 10/3; 7/2; 57/17; 18/5; 41/13; 7/2; 16/5; ; 7/2; 7/2; 7/2
META; english/championship/huddersfield-v-reading; 2017-02-21 14:21:20 GMT+2; 2017-02-21 19:45; Nothing; Xlenovo
Huddersfield; 17/20; 4/5; 17/20; 17/20; 5/6; 5/6; 17/20; 17/20; 5/6; 4/5; 5/6; 5/6; 5/6; 17/20; 5/6; 11/13; 4/5; 5/6; 8/11; 4/5; 22/25; 5/6; 10/13; 17/20; ; 5/6; 5/6; 5/6
Draw; 11/4; 13/5; 13/5; 11/4; 13/5; 27/10; 11/4; 13/5; 13/5; 5/2; 13/5; 5/2; 13/5; 11/4; 5/2; 27/10; 13/5; 12/5; 13/5; 13/5; 27/10; 13/5; 13/5; 11/4; ; 13/5; 13/5; 11/4
Reading; 7/2; 10/3; 10/3; 10/3; 7/2; 10/3; 18/5; 16/5; 10/3; 7/2; 7/2; 10/3; 7/2; 18/5; 7/2; 10/3; 38/11; 17/5; 7/2; 38/11; 18/5; 57/17; 7/2; 16/5; ; 7/2; 7/2; 7/2
META; english/championship/huddersfield-v-reading; 2017-02-21 18:21:02 GMT+2; 2017-02-21 19:45; Nothing; Xlenovo
Huddersfield; 17/20; 17/20; 17/20; 17/20; 5/6; 17/20; 20/23; 17/20; 5/6; 4/5; 20/23; 5/6; 5/6; 17/20; 5/6; 11/13; 5/6; 5/6; 4/5; 5/6; 22/25; 16/19; 4/5; 17/20; ; 5/6; 5/6; 5/6
Draw; 11/4; 13/5; 27/10; 11/4; 13/5; 11/4; 11/4; 13/5; 13/5; 5/2; 13/5; 5/2; 13/5; 14/5; 5/2; 27/10; 13/5; 12/5; 13/5; 13/5; 11/4; 27/10; 13/5; 11/4; ; 13/5; 27/10; 11/4
Reading; 7/2; 16/5; 7/2; 10/3; 7/2; 10/3; 7/2; 16/5; 3; 10/3; 7/2; 10/3; 7/2; 18/5; 7/2; 10/3; 57/17; 17/5; 10/3; 57/17; 7/2; 41/13; 57/17; 16/5; ; 7/2; 7/2; 7/2
META; english/championship/huddersfield-v-reading; 2017-02-21 22:20:34 GMT+2; 2017-02-21 19:45; In Play; Xlenovo
Huddersfield; 8/11; 4/6; ; 7/10; 4/6; 4/6; 4/6; 5/6; 4/5; 8/11; 7/10; 7/10; 4/6; 3/4; ; ; ; 10/11; ; ; 4/5; ; ; ; ; ; 8/11; 
Draw; 9/4; 2; ; 21/10; 12/5; 21/10; 11/5; 7/4; 13/5; 2; 2; 21/10; 21/10; 12/5; ; ; ; 7/4; ; ; 72/25; ; ; ; ; ; 11/5; 
Reading; 9/2; 5; ; 11/2; 11/2; 11/2; 11/2; 9/2; 7/2; 4; 5; 19/5; 13/2; 4; ; ; ; 17/4; ; ; 33/10; ; ; ; ; ; 29/5; 
META; english/championship/huddersfield-v-reading; 2017-05-18 02:17:40 GMT+3; 2017-05-29 15:00; Nothing; Xlenovo
Huddersfield; 13/10; 11/8; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Reading; 2; 21/10; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; 23/10; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/championship/huddersfield-v-reading; 2017-05-18 10:17:37 GMT+3; 2017-05-29 15:00; Nothing; Xlenovo
Huddersfield; 13/10; 11/8; ; 13/10; ; 13/10; 11/8; ; ; 13/10; 11/8; ; ; ; ; ; ; ; ; ; 71/50; ; ; ; ; ; ; ; 
Reading; 2; 21/10; ; 7/4; ; 2; 2; ; ; 19/10; 15/8; ; ; ; ; ; ; ; ; ; 85/40; ; ; ; ; ; ; ; 
Draw; 12/5; 23/10; ; 12/5; ; 12/5; 12/5; ; ; 5/2; 12/5; ; ; ; ; ; ; ; ; ; 49/20; ; ; ; ; ; ; ; 
META; english/championship/huddersfield-v-reading; 2017-05-18 14:17:36 GMT+3; 2017-05-29 15:00; Nothing; Xlenovo
Huddersfield; 7/5; 11/8; ; 13/10; 6/4; 6/4; 6/4; 5/4; ; 13/10; 11/8; 29/20; 29/20; ; 7/5; 11/8; 7/5; 13/10; ; 7/5; 71/50; 13/9; ; 6/4; ; ; 6/5; ; 
Reading; 9/5; 21/10; ; 7/4; 7/4; 37/20; 19/10; 21/10; ; 19/10; 15/8; 9/5; 37/20; ; 2; 19/10; 24/13; 19/10; ; 24/13; 85/40; 19/11; ; 9/5; ; ; 7/4; ; 
Draw; 12/5; 23/10; ; 12/5; 23/10; 12/5; 23/10; 9/4; ; 5/2; 12/5; 23/10; 47/20; ; 23/10; 12/5; 9/4; 12/5; ; 9/4; 49/20; 12/5; ; 12/5; ; ; 11/5; ; 
META; english/championship/huddersfield-v-reading; 2017-05-18 18:17:41 GMT+3; 2017-05-29 15:00; Nothing; Xlenovo
Huddersfield; 13/10; 6/5; ; 13/10; 7/5; 5/4; 6/5; 5/4; ; 13/10; 11/8; 6/5; 5/4; 11/8; 7/5; 13/10; 15/13; 6/5; 5/4; 15/13; 63/50; 17/14; 23/18; 5/4; 13/10; ; 5/4; ; 
Draw; 23/10; 11/5; ; 12/5; 23/10; 12/5; 23/10; 9/4; ; 5/2; 12/5; 11/5; 23/10; 23/10; 23/10; 23/10; 11/5; 23/10; 11/5; 11/5; 117/50; 23/10; 11/5; 23/10; 9/4; ; 21/10; ; 
Reading; 21/10; 12/5; ; 7/4; 15/8; 23/10; 12/5; 21/10; ; 19/10; 15/8; 12/5; 11/5; 23/10; 2; 21/10; 23/10; 9/4; 9/4; 23/10; 13/5; 11/5; 9/4; 23/10; 23/10; ; 11/5; ; 
META; english/championship/huddersfield-v-reading; 2017-05-18 22:17:36 GMT+3; 2017-05-29 15:00; Nothing; Xlenovo
Huddersfield; 13/10; 6/5; ; ; 7/5; 5/4; 6/5; 5/4; ; 15/13; 23/20; 6/5; 6/5; 11/8; 5/4; 5/4; ; 6/5; 5/4; 15/13; 63/50; 17/14; 23/18; 5/4; 13/10; ; 5/4; 10/9; 23/20
Draw; 23/10; 11/5; ; ; 23/10; 12/5; 23/10; 9/4; ; 12/5; 23/10; 11/5; 23/10; 23/10; 11/5; 9/4; ; 23/10; 11/5; 11/5; 117/50; 23/10; 11/5; 23/10; 9/4; ; 21/10; 2; 21/10
Reading; 21/10; 12/5; ; ; 15/8; 23/10; 12/5; 21/10; ; 5/2; 12/5; 12/5; 23/10; 23/10; 12/5; 23/10; ; 9/4; 9/4; 23/10; 13/5; 11/5; 9/4; 23/10; 23/10; ; 12/5; 21/10; 11/5
META; english/championship/huddersfield-v-reading; 2017-05-19 02:17:37 GMT+3; 2017-05-29 15:00; Nothing; Xlenovo
Huddersfield; 13/10; 6/5; ; ; 5/4; 6/5; 6/5; 5/4; 5/4; 6/5; 6/5; 6/5; 6/5; 5/4; 5/4; 5/4; 15/13; 6/5; 5/4; 15/13; 63/50; 17/14; 23/18; 5/4; 13/10; ; 13/10; ; 23/20
Draw; 23/10; 11/5; ; ; 23/10; 9/4; 23/10; 9/4; 9/4; 9/4; 23/10; 11/5; 23/10; 5/2; 11/5; 9/4; 11/5; 23/10; 11/5; 11/5; 117/50; 23/10; 11/5; 23/10; 9/4; ; 21/10; ; 21/10
Reading; 21/10; 12/5; ; ; 11/5; 5/2; 12/5; 21/10; 23/10; 9/4; 23/10; 12/5; 23/10; 23/10; 12/5; 23/10; 23/10; 9/4; 9/4; 23/10; 13/5; 11/5; 9/4; 23/10; 23/10; ; 23/10; ; 11/5
META; english/championship/huddersfield-v-reading; 2017-05-19 10:17:34 GMT+3; 2017-05-29 15:00; Nothing; Xlenovo
Huddersfield; 13/10; 6/5; ; ; 5/4; 6/5; 6/5; 5/4; 5/4; 6/5; 6/5; 5/4; 6/5; 5/4; 5/4; 5/4; 6/5; 6/5; 5/4; 6/5; 123/100; 17/14; 23/18; 5/4; 13/10; ; 5/4; ; 23/20
Draw; 23/10; 11/5; ; ; 23/10; 9/4; 23/10; 9/4; 9/4; 9/4; 23/10; 2; 23/10; 5/2; 11/5; 9/4; 11/5; 23/10; 11/5; 11/5; 12/5; 23/10; 11/5; 23/10; 9/4; ; 21/10; ; 21/10
Reading; 21/10; 12/5; ; ; 11/5; 5/2; 12/5; 21/10; 23/10; 9/4; 23/10; 5/2; 23/10; 23/10; 12/5; 23/10; 23/10; 9/4; 9/4; 23/10; 13/5; 11/5; 9/4; 23/10; 23/10; ; 23/10; ; 11/5
META; english/championship/huddersfield-v-reading; 2017-05-19 14:17:33 GMT+3; 2017-05-29 15:00; Nothing; Xlenovo
Huddersfield; 13/10; 6/5; ; 5/4; 5/4; 6/5; 13/10; 5/4; 5/4; 6/5; 6/5; 5/4; 6/5; 5/4; 5/4; 5/4; ; 6/5; 5/4; 6/5; 63/50; 17/14; 23/18; 5/4; 13/10; ; 5/4; 10/9; 23/20
Draw; 23/10; 11/5; ; 11/5; 23/10; 9/4; 9/4; 9/4; 9/4; 12/5; 23/10; 2; 23/10; 5/2; 11/5; 9/4; ; 23/10; 11/5; 11/5; 117/50; 23/10; 11/5; 9/4; 9/4; ; 21/10; 2; 21/10
Reading; 21/10; 12/5; ; 23/10; 11/5; 5/2; 9/4; 21/10; 23/10; 9/4; 23/10; 5/2; 23/10; 23/10; 12/5; 23/10; ; 9/4; 9/4; 23/10; 13/5; 11/5; 9/4; 23/10; 23/10; ; 23/10; 21/10; 11/5
META; english/championship/huddersfield-v-reading; 2017-05-19 18:17:36 GMT+3; 2017-05-29 15:00; Nothing; Xlenovo
Huddersfield; 13/10; 6/5; ; 5/4; 5/4; 6/5; 13/10; 5/4; 5/4; 6/5; 6/5; 5/4; 6/5; 5/4; 5/4; 5/4; 6/5; 6/5; 5/4; 6/5; 63/50; 17/14; 23/18; 5/4; 13/10; ; 5/4; 10/9; 23/20
Draw; 23/10; 11/5; ; 11/5; 23/10; 9/4; 9/4; 9/4; 9/4; 23/10; 9/4; 2; 23/10; 5/2; 11/5; 9/4; 11/5; 23/10; 11/5; 11/5; 117/50; 23/10; 11/5; 9/4; 9/4; ; 21/10; 2; 21/10
Reading; 21/10; 12/5; ; 23/10; 11/5; 5/2; 9/4; 21/10; 23/10; 12/5; 23/10; 5/2; 23/10; 23/10; 12/5; 23/10; 9/4; 9/4; 9/4; 9/4; 13/5; 11/5; 9/4; 23/10; 23/10; ; 23/10; 21/10; 11/5
META; english/championship/huddersfield-v-reading; 2017-05-19 22:17:40 GMT+3; 2017-05-29 15:00; Nothing; Xlenovo
Huddersfield; 13/10; 6/5; ; 5/4; 5/4; 6/5; 13/10; 5/4; 5/4; 6/5; 6/5; 5/4; 6/5; 5/4; 13/10; 5/4; 6/5; 6/5; 5/4; ; 63/50; 17/14; 23/18; 5/4; 13/10; ; 5/4; 10/9; 23/20
Draw; 23/10; 11/5; ; 11/5; 23/10; 9/4; 9/4; 9/4; 9/4; 23/10; 9/4; 11/5; 23/10; 5/2; 11/5; 9/4; 11/5; 23/10; 11/5; ; 117/50; 23/10; 11/5; 9/4; 9/4; ; 21/10; 2; 21/10
